county,precinct,office,district,party,candidate,election_day,mail,canvass,votes
Sonoma,3619,State Senate,03,REP,Carlos Santamaria,35,158,103,296
Sonoma,3621 MB,State Senate,03,REP,Carlos Santamaria,0,0,0,0
Sonoma,3622,State Senate,03,REP,Carlos Santamaria,25,122,93,240
Sonoma,3623,State Senate,03,REP,Carlos Santamaria,22,94,62,178
Sonoma,3624 MB,State Senate,03,REP,Carlos Santamaria,5,21,5,31
Sonoma,3625,State Senate,03,REP,Carlos Santamaria,12,65,35,112
Sonoma,3626,State Senate,03,REP,Carlos Santamaria,8,54,28,90
Sonoma,3627 MB,State Senate,03,REP,Carlos Santamaria,1,4,0,5
Sonoma,3628,State Senate,03,REP,Carlos Santamaria,11,58,30,99
Sonoma,3629,State Senate,03,REP,Carlos Santamaria,9,43,44,96
Sonoma,3630,State Senate,03,REP,Carlos Santamaria,13,91,49,153
Sonoma,3631,State Senate,03,REP,Carlos Santamaria,25,121,71,217
Sonoma,3632,State Senate,03,REP,Carlos Santamaria,8,52,18,78
Sonoma,3633 MB,State Senate,03,REP,Carlos Santamaria,9,22,36,67
Sonoma,3634,State Senate,03,REP,Carlos Santamaria,16,64,26,106
Sonoma,3635,State Senate,03,REP,Carlos Santamaria,11,27,31,69
Sonoma,3636,State Senate,03,REP,Carlos Santamaria,13,94,56,163
Sonoma,3637,State Senate,03,REP,Carlos Santamaria,13,20,28,61
Sonoma,7128,State Senate,03,REP,Carlos Santamaria,18,110,43,171
Sonoma,7129 MB,State Senate,03,REP,Carlos Santamaria,0,4,0,4
Sonoma,7130,State Senate,03,REP,Carlos Santamaria,53,268,159,480
Sonoma,7131,State Senate,03,REP,Carlos Santamaria,6,36,32,74
Sonoma,7132,State Senate,03,REP,Carlos Santamaria,4,89,24,117
Sonoma,7133,State Senate,03,REP,Carlos Santamaria,34,69,58,161
Sonoma,7136,State Senate,03,REP,Carlos Santamaria,28,125,79,232
Sonoma,7137 MB,State Senate,03,REP,Carlos Santamaria,12,17,15,44
Sonoma,7138 MB,State Senate,03,REP,Carlos Santamaria,1,4,4,9
Sonoma,7139,State Senate,03,REP,Carlos Santamaria,20,45,43,108
Sonoma,7140 MB,State Senate,03,REP,Carlos Santamaria,0,0,0,0
Sonoma,7142 MB,State Senate,03,REP,Carlos Santamaria,0,0,0,0
Sonoma,7143 MB,State Senate,03,REP,Carlos Santamaria,0,0,0,0
Sonoma,7155,State Senate,03,REP,Carlos Santamaria,28,81,55,164
Sonoma,7156 MB,State Senate,03,REP,Carlos Santamaria,0,9,5,14
Sonoma,7157,State Senate,03,REP,Carlos Santamaria,28,127,80,235
Sonoma,7158,State Senate,03,REP,Carlos Santamaria,16,115,72,203
Sonoma,7201,State Senate,03,REP,Carlos Santamaria,74,287,190,551
Sonoma,7202,State Senate,03,REP,Carlos Santamaria,16,164,94,274
Sonoma,7203 MB,State Senate,03,REP,Carlos Santamaria,1,25,9,35
Sonoma,7204 MB,State Senate,03,REP,Carlos Santamaria,0,5,0,5
Sonoma,7215,State Senate,03,REP,Carlos Santamaria,18,61,53,132
Sonoma,7216,State Senate,03,REP,Carlos Santamaria,9,61,42,112
Sonoma,7224 MB,State Senate,03,REP,Carlos Santamaria,1,2,7,10
Sonoma,7225 MB,State Senate,03,REP,Carlos Santamaria,0,1,0,1
Sonoma,7232,State Senate,03,REP,Carlos Santamaria,5,32,19,56
Sonoma,7233 MB,State Senate,03,REP,Carlos Santamaria,1,12,4,17
Sonoma,7234 MB,State Senate,03,REP,Carlos Santamaria,1,7,7,15
Sonoma,7236,State Senate,03,REP,Carlos Santamaria,9,76,60,145
Sonoma,7237,State Senate,03,REP,Carlos Santamaria,14,68,43,125
Sonoma,7238,State Senate,03,REP,Carlos Santamaria,47,239,149,435
Sonoma,7239,State Senate,03,REP,Carlos Santamaria,32,238,122,392
Sonoma,7240,State Senate,03,REP,Carlos Santamaria,51,206,112,369
Sonoma,7241,State Senate,03,REP,Carlos Santamaria,83,268,193,544
Sonoma,7242,State Senate,03,REP,Carlos Santamaria,71,307,211,589
Sonoma,SONOMA CO CA,State Senate,03,REP,Carlos Santamaria,2442,11085,6965,20492
Sonoma,1002 MB,State Assembly,02,DEM,Jim Wood,4,12,9,25
Sonoma,1003 MB,State Assembly,02,DEM,Jim Wood,0,0,1,1
Sonoma,1005 MB,State Assembly,02,DEM,Jim Wood,0,50,14,64
Sonoma,1006 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,1007 MB,State Assembly,02,DEM,Jim Wood,2,34,9,45
Sonoma,1008 MB,State Assembly,02,DEM,Jim Wood,1,78,12,91
Sonoma,1009 MB,State Assembly,02,DEM,Jim Wood,2,58,23,83
Sonoma,1012 MB,State Assembly,02,DEM,Jim Wood,0,12,2,14
Sonoma,1018 MB,State Assembly,02,DEM,Jim Wood,1,5,3,9
Sonoma,1022 MB,State Assembly,02,DEM,Jim Wood,0,13,10,23
Sonoma,1024 MB,State Assembly,02,DEM,Jim Wood,2,9,7,18
Sonoma,1027 MB,State Assembly,02,DEM,Jim Wood,1,0,0,1
Sonoma,1029 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,1031 MB,State Assembly,02,DEM,Jim Wood,0,70,13,83
Sonoma,1033 MB,State Assembly,02,DEM,Jim Wood,0,40,8,48
Sonoma,1043 MB,State Assembly,02,DEM,Jim Wood,0,3,1,4
Sonoma,1048 MB,State Assembly,02,DEM,Jim Wood,2,84,11,97
Sonoma,1055 MB,State Assembly,02,DEM,Jim Wood,0,82,28,110
Sonoma,1056 MB,State Assembly,02,DEM,Jim Wood,3,127,28,158
Sonoma,1062 MB,State Assembly,02,DEM,Jim Wood,0,9,1,10
Sonoma,1063 MB,State Assembly,02,DEM,Jim Wood,0,24,4,28
Sonoma,1064 MB,State Assembly,02,DEM,Jim Wood,0,11,3,14
Sonoma,1065 MB,State Assembly,02,DEM,Jim Wood,3,38,7,48
Sonoma,1086 MB,State Assembly,02,DEM,Jim Wood,0,18,6,24
Sonoma,1103,State Assembly,02,DEM,Jim Wood,13,478,103,594
Sonoma,1104,State Assembly,02,DEM,Jim Wood,12,472,133,617
Sonoma,1111,State Assembly,02,DEM,Jim Wood,14,585,91,690
Sonoma,1112,State Assembly,02,DEM,Jim Wood,5,190,46,241
Sonoma,1114 MB,State Assembly,02,DEM,Jim Wood,1,38,6,45
Sonoma,1115 MB,State Assembly,02,DEM,Jim Wood,5,64,19,88
Sonoma,1116,State Assembly,02,DEM,Jim Wood,49,954,304,1307
Sonoma,1117,State Assembly,02,DEM,Jim Wood,6,316,71,393
Sonoma,1118,State Assembly,02,DEM,Jim Wood,17,511,138,666
Sonoma,1119 MB,State Assembly,02,DEM,Jim Wood,3,16,10,29
Sonoma,1120 MB,State Assembly,02,DEM,Jim Wood,0,5,3,8
Sonoma,1121,State Assembly,02,DEM,Jim Wood,39,1016,214,1269
Sonoma,1122,State Assembly,02,DEM,Jim Wood,9,490,48,547
Sonoma,1124,State Assembly,02,DEM,Jim Wood,8,976,86,1070
Sonoma,1125 MB,State Assembly,02,DEM,Jim Wood,8,72,39,119
Sonoma,1126 MB,State Assembly,02,DEM,Jim Wood,0,7,1,8
Sonoma,1127,State Assembly,02,DEM,Jim Wood,11,233,57,301
Sonoma,1128,State Assembly,02,DEM,Jim Wood,13,696,167,876
Sonoma,1129 MB,State Assembly,02,DEM,Jim Wood,0,5,3,8
Sonoma,1130 MB,State Assembly,02,DEM,Jim Wood,2,90,30,122
Sonoma,1132,State Assembly,02,DEM,Jim Wood,17,521,165,703
Sonoma,1133 MB,State Assembly,02,DEM,Jim Wood,5,70,22,97
Sonoma,1134 MB,State Assembly,02,DEM,Jim Wood,0,54,12,66
Sonoma,1135 MB,State Assembly,02,DEM,Jim Wood,0,0,1,1
Sonoma,1136,State Assembly,02,DEM,Jim Wood,15,595,138,748
Sonoma,1137,State Assembly,02,DEM,Jim Wood,32,665,201,898
Sonoma,1144 MB,State Assembly,02,DEM,Jim Wood,0,2,0,2
Sonoma,1145 MB,State Assembly,02,DEM,Jim Wood,1,97,24,122
Sonoma,1146 MB,State Assembly,02,DEM,Jim Wood,0,67,7,74
Sonoma,1147 MB,State Assembly,02,DEM,Jim Wood,0,15,0,15
Sonoma,1148 MB,State Assembly,02,DEM,Jim Wood,1,84,14,99
Sonoma,3002 MB,State Assembly,02,DEM,Jim Wood,0,2,0,2
Sonoma,3006 MB,State Assembly,02,DEM,Jim Wood,2,10,5,17
Sonoma,3103,State Assembly,02,DEM,Jim Wood,45,1125,261,1431
Sonoma,3105 MB,State Assembly,02,DEM,Jim Wood,1,133,26,160
Sonoma,3108,State Assembly,02,DEM,Jim Wood,36,489,225,750
Sonoma,3114 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,3117 MB,State Assembly,02,DEM,Jim Wood,0,93,29,122
Sonoma,3118 MB,State Assembly,02,DEM,Jim Wood,0,8,4,12
Sonoma,3119 MB,State Assembly,02,DEM,Jim Wood,0,112,18,130
Sonoma,3121 MB,State Assembly,02,DEM,Jim Wood,1,61,15,77
Sonoma,3124,State Assembly,02,DEM,Jim Wood,33,660,243,936
Sonoma,3125 MB,State Assembly,02,DEM,Jim Wood,0,145,12,157
Sonoma,3126 MB,State Assembly,02,DEM,Jim Wood,4,142,29,175
Sonoma,3127 MB,State Assembly,02,DEM,Jim Wood,3,53,11,67
Sonoma,3128,State Assembly,02,DEM,Jim Wood,49,1258,319,1626
Sonoma,3130 MB,State Assembly,02,DEM,Jim Wood,0,11,3,14
Sonoma,3132,State Assembly,02,DEM,Jim Wood,12,288,91,391
Sonoma,3133 MB,State Assembly,02,DEM,Jim Wood,11,95,46,152
Sonoma,3134,State Assembly,02,DEM,Jim Wood,9,191,59,259
Sonoma,3139 MB,State Assembly,02,DEM,Jim Wood,0,88,11,99
Sonoma,3140 MB,State Assembly,02,DEM,Jim Wood,0,86,24,110
Sonoma,3141 MB,State Assembly,02,DEM,Jim Wood,1,141,17,159
Sonoma,3142,State Assembly,02,DEM,Jim Wood,74,854,305,1233
Sonoma,3143 MB,State Assembly,02,DEM,Jim Wood,1,84,16,101
Sonoma,3145,State Assembly,02,DEM,Jim Wood,3,143,67,213
Sonoma,3146 MB,State Assembly,02,DEM,Jim Wood,1,133,28,162
Sonoma,3147 MB,State Assembly,02,DEM,Jim Wood,0,133,18,151
Sonoma,3148 MB,State Assembly,02,DEM,Jim Wood,5,157,19,181
Sonoma,3149 MB,State Assembly,02,DEM,Jim Wood,1,85,21,107
Sonoma,3150 MB,State Assembly,02,DEM,Jim Wood,1,95,15,111
Sonoma,3151 MB,State Assembly,02,DEM,Jim Wood,0,97,10,107
Sonoma,3152 MB,State Assembly,02,DEM,Jim Wood,4,90,9,103
Sonoma,3153 MB,State Assembly,02,DEM,Jim Wood,1,117,19,137
Sonoma,3154 MB,State Assembly,02,DEM,Jim Wood,0,1,0,1
Sonoma,3155 MB,State Assembly,02,DEM,Jim Wood,0,1,1,2
Sonoma,3156 MB,State Assembly,02,DEM,Jim Wood,0,3,2,5
Sonoma,3157 MB,State Assembly,02,DEM,Jim Wood,1,92,13,106
Sonoma,3158 MB,State Assembly,02,DEM,Jim Wood,0,3,1,4
Sonoma,4005 MB,State Assembly,02,DEM,Jim Wood,0,58,8,66
Sonoma,4012 MB,State Assembly,02,DEM,Jim Wood,0,10,1,11
Sonoma,4013 MB,State Assembly,02,DEM,Jim Wood,2,60,13,75
Sonoma,4015,State Assembly,02,DEM,Jim Wood,10,125,52,187
Sonoma,4017 MB,State Assembly,02,DEM,Jim Wood,1,30,12,43
Sonoma,4018 MB,State Assembly,02,DEM,Jim Wood,0,2,2,4
Sonoma,4019 MB,State Assembly,02,DEM,Jim Wood,0,2,0,2
Sonoma,4021 MB,State Assembly,02,DEM,Jim Wood,4,73,15,92
Sonoma,4023 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,4027 MB,State Assembly,02,DEM,Jim Wood,3,65,15,83
Sonoma,4030 MB,State Assembly,02,DEM,Jim Wood,0,0,1,1
Sonoma,4037 MB,State Assembly,02,DEM,Jim Wood,0,41,10,51
Sonoma,4039 MB,State Assembly,02,DEM,Jim Wood,0,15,7,22
Sonoma,4051,State Assembly,02,DEM,Jim Wood,9,117,47,173
Sonoma,4052 MB,State Assembly,02,DEM,Jim Wood,0,0,2,2
Sonoma,4054 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,4064 MB,State Assembly,02,DEM,Jim Wood,0,33,2,35
Sonoma,4065 MB,State Assembly,02,DEM,Jim Wood,0,2,2,4
Sonoma,4066 MB,State Assembly,02,DEM,Jim Wood,0,2,2,4
Sonoma,4067 MB,State Assembly,02,DEM,Jim Wood,0,27,6,33
Sonoma,4070 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,4072 MB,State Assembly,02,DEM,Jim Wood,0,1,1,2
Sonoma,4073 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,4074 MB,State Assembly,02,DEM,Jim Wood,2,105,18,125
Sonoma,4101 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,4102 MB,State Assembly,02,DEM,Jim Wood,0,22,8,30
Sonoma,4103,State Assembly,02,DEM,Jim Wood,52,655,219,926
Sonoma,4104 MB,State Assembly,02,DEM,Jim Wood,1,92,28,121
Sonoma,4105,State Assembly,02,DEM,Jim Wood,29,366,185,580
Sonoma,4106 MB,State Assembly,02,DEM,Jim Wood,1,54,22,77
Sonoma,4107,State Assembly,02,DEM,Jim Wood,34,529,170,733
Sonoma,4108,State Assembly,02,DEM,Jim Wood,50,540,261,851
Sonoma,4109,State Assembly,02,DEM,Jim Wood,18,453,141,612
Sonoma,4110,State Assembly,02,DEM,Jim Wood,34,931,319,1284
Sonoma,4111,State Assembly,02,DEM,Jim Wood,19,342,103,464
Sonoma,4112,State Assembly,02,DEM,Jim Wood,19,408,107,534
Sonoma,4113 MB,State Assembly,02,DEM,Jim Wood,1,53,14,68
Sonoma,4127,State Assembly,02,DEM,Jim Wood,55,692,231,978
Sonoma,4128 MB,State Assembly,02,DEM,Jim Wood,1,53,18,72
Sonoma,4129 MB,State Assembly,02,DEM,Jim Wood,1,39,4,44
Sonoma,4201,State Assembly,02,DEM,Jim Wood,69,906,341,1316
Sonoma,4203,State Assembly,02,DEM,Jim Wood,40,485,178,703
Sonoma,4204,State Assembly,02,DEM,Jim Wood,41,921,232,1194
Sonoma,4401,State Assembly,02,DEM,Jim Wood,95,938,225,1258
Sonoma,4402,State Assembly,02,DEM,Jim Wood,91,1122,256,1469
Sonoma,4406,State Assembly,02,DEM,Jim Wood,72,762,259,1093
Sonoma,4407 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,4902,State Assembly,02,DEM,Jim Wood,20,439,128,587
Sonoma,4903,State Assembly,02,DEM,Jim Wood,10,362,62,434
Sonoma,4904,State Assembly,02,DEM,Jim Wood,16,423,67,506
Sonoma,4905 MB,State Assembly,02,DEM,Jim Wood,0,79,17,96
Sonoma,4906,State Assembly,02,DEM,Jim Wood,9,427,111,547
Sonoma,4907,State Assembly,02,DEM,Jim Wood,20,342,150,512
Sonoma,4908,State Assembly,02,DEM,Jim Wood,28,308,142,478
Sonoma,4910,State Assembly,02,DEM,Jim Wood,27,436,160,623
Sonoma,4912 MB,State Assembly,02,DEM,Jim Wood,0,5,3,8
Sonoma,4913,State Assembly,02,DEM,Jim Wood,6,195,73,274
Sonoma,4914,State Assembly,02,DEM,Jim Wood,6,119,37,162
Sonoma,4915,State Assembly,02,DEM,Jim Wood,8,141,48,197
Sonoma,4916,State Assembly,02,DEM,Jim Wood,6,200,27,233
Sonoma,4917,State Assembly,02,DEM,Jim Wood,28,348,102,478
Sonoma,4918,State Assembly,02,DEM,Jim Wood,11,300,43,354
Sonoma,4919 MB,State Assembly,02,DEM,Jim Wood,1,8,8,17
Sonoma,4920,State Assembly,02,DEM,Jim Wood,18,470,121,609
Sonoma,4921,State Assembly,02,DEM,Jim Wood,13,132,55,200
Sonoma,4922,State Assembly,02,DEM,Jim Wood,21,161,62,244
Sonoma,4923,State Assembly,02,DEM,Jim Wood,18,363,113,494
Sonoma,4924,State Assembly,02,DEM,Jim Wood,11,223,67,301
Sonoma,4925,State Assembly,02,DEM,Jim Wood,32,444,138,614
Sonoma,4926 MB,State Assembly,02,DEM,Jim Wood,0,1,0,1
Sonoma,4927 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,4928,State Assembly,02,DEM,Jim Wood,14,267,57,338
Sonoma,4929 MB,State Assembly,02,DEM,Jim Wood,6,121,18,145
Sonoma,4930 MB,State Assembly,02,DEM,Jim Wood,2,87,22,111
Sonoma,4931 MB,State Assembly,02,DEM,Jim Wood,4,98,41,143
Sonoma,4932 MB,State Assembly,02,DEM,Jim Wood,0,3,1,4
Sonoma,4933,State Assembly,02,DEM,Jim Wood,12,194,76,282
Sonoma,4934,State Assembly,02,DEM,Jim Wood,6,152,17,175
Sonoma,5002 MB,State Assembly,02,DEM,Jim Wood,6,110,34,150
Sonoma,5005 MB,State Assembly,02,DEM,Jim Wood,4,127,30,161
Sonoma,5007 MB,State Assembly,02,DEM,Jim Wood,0,17,13,30
Sonoma,5009 MB,State Assembly,02,DEM,Jim Wood,2,10,8,20
Sonoma,5011 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5012 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5013 MB,State Assembly,02,DEM,Jim Wood,0,9,6,15
Sonoma,5014 MB,State Assembly,02,DEM,Jim Wood,2,62,13,77
Sonoma,5015 MB,State Assembly,02,DEM,Jim Wood,2,51,13,66
Sonoma,5017 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5019 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5024 MB,State Assembly,02,DEM,Jim Wood,0,5,1,6
Sonoma,5025 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5026 MB,State Assembly,02,DEM,Jim Wood,0,1,0,1
Sonoma,5033 MB,State Assembly,02,DEM,Jim Wood,1,28,15,44
Sonoma,5037 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5038 MB,State Assembly,02,DEM,Jim Wood,0,2,0,2
Sonoma,5039 MB,State Assembly,02,DEM,Jim Wood,0,4,1,5
Sonoma,5040 MB,State Assembly,02,DEM,Jim Wood,0,5,5,10
Sonoma,5043 MB,State Assembly,02,DEM,Jim Wood,1,36,10,47
Sonoma,5046 MB,State Assembly,02,DEM,Jim Wood,3,115,24,142
Sonoma,5048 MB,State Assembly,02,DEM,Jim Wood,2,68,10,80
Sonoma,5050 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5052 MB,State Assembly,02,DEM,Jim Wood,0,98,21,119
Sonoma,5054 MB,State Assembly,02,DEM,Jim Wood,0,1,2,3
Sonoma,5057 MB,State Assembly,02,DEM,Jim Wood,0,53,10,63
Sonoma,5059 MB,State Assembly,02,DEM,Jim Wood,0,14,2,16
Sonoma,5063 MB,State Assembly,02,DEM,Jim Wood,2,140,16,158
Sonoma,5064 MB,State Assembly,02,DEM,Jim Wood,4,126,9,139
Sonoma,5065 MB,State Assembly,02,DEM,Jim Wood,0,21,3,24
Sonoma,5067 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5068 MB,State Assembly,02,DEM,Jim Wood,0,2,2,4
Sonoma,5069 MB,State Assembly,02,DEM,Jim Wood,2,55,5,62
Sonoma,5070 MB,State Assembly,02,DEM,Jim Wood,1,13,4,18
Sonoma,5071 MB,State Assembly,02,DEM,Jim Wood,0,4,2,6
Sonoma,5076 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,5078 MB,State Assembly,02,DEM,Jim Wood,1,94,13,108
Sonoma,5079 MB,State Assembly,02,DEM,Jim Wood,2,59,17,78
Sonoma,5080 MB,State Assembly,02,DEM,Jim Wood,5,111,23,139
Sonoma,5081 MB,State Assembly,02,DEM,Jim Wood,2,81,17,100
Sonoma,7101 MB,State Assembly,02,DEM,Jim Wood,2,129,17,148
Sonoma,7102,State Assembly,02,DEM,Jim Wood,3,153,30,186
Sonoma,7103 MB,State Assembly,02,DEM,Jim Wood,2,21,1,24
Sonoma,7118 MB,State Assembly,02,DEM,Jim Wood,5,81,31,117
Sonoma,7119 MB,State Assembly,02,DEM,Jim Wood,2,79,30,111
Sonoma,7120 MB,State Assembly,02,DEM,Jim Wood,0,3,1,4
Sonoma,7122 MB,State Assembly,02,DEM,Jim Wood,0,32,7,39
Sonoma,7123 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,7124 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,7141 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,7144,State Assembly,02,DEM,Jim Wood,5,200,39,244
Sonoma,7145,State Assembly,02,DEM,Jim Wood,3,132,36,171
Sonoma,7146,State Assembly,02,DEM,Jim Wood,6,386,83,475
Sonoma,7147,State Assembly,02,DEM,Jim Wood,23,745,154,922
Sonoma,7154,State Assembly,02,DEM,Jim Wood,25,1456,99,1580
Sonoma,7301 MB,State Assembly,02,DEM,Jim Wood,0,1,1,2
Sonoma,7302 MB,State Assembly,02,DEM,Jim Wood,0,58,16,74
Sonoma,7303 MB,State Assembly,02,DEM,Jim Wood,0,6,0,6
Sonoma,7304 MB,State Assembly,02,DEM,Jim Wood,0,12,3,15
Sonoma,7305,State Assembly,02,DEM,Jim Wood,3,346,32,381
Sonoma,7306,State Assembly,02,DEM,Jim Wood,9,315,118,442
Sonoma,7307,State Assembly,02,DEM,Jim Wood,64,906,355,1325
Sonoma,7311 MB,State Assembly,02,DEM,Jim Wood,0,0,2,2
Sonoma,7319,State Assembly,02,DEM,Jim Wood,33,715,178,926
Sonoma,7401 MB,State Assembly,02,DEM,Jim Wood,2,71,11,84
Sonoma,7402 MB,State Assembly,02,DEM,Jim Wood,0,2,0,2
Sonoma,7403 MB,State Assembly,02,DEM,Jim Wood,0,14,6,20
Sonoma,7404 MB,State Assembly,02,DEM,Jim Wood,1,8,2,11
Sonoma,7405 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,7406 MB,State Assembly,02,DEM,Jim Wood,1,63,14,78
Sonoma,7407,State Assembly,02,DEM,Jim Wood,38,660,165,863
Sonoma,7408 MB,State Assembly,02,DEM,Jim Wood,0,1,2,3
Sonoma,7409 MB,State Assembly,02,DEM,Jim Wood,7,72,12,91
Sonoma,7410,State Assembly,02,DEM,Jim Wood,2,242,47,291
Sonoma,7411 MB,State Assembly,02,DEM,Jim Wood,4,106,29,139
Sonoma,7412,State Assembly,02,DEM,Jim Wood,9,141,40,190
Sonoma,7413,State Assembly,02,DEM,Jim Wood,15,384,82,481
Sonoma,7414,State Assembly,02,DEM,Jim Wood,14,227,74,315
Sonoma,7415 MB,State Assembly,02,DEM,Jim Wood,3,93,11,107
Sonoma,7416 MB,State Assembly,02,DEM,Jim Wood,1,29,6,36
Sonoma,7417 MB,State Assembly,02,DEM,Jim Wood,0,12,3,15
Sonoma,7418 MB,State Assembly,02,DEM,Jim Wood,0,51,7,58
Sonoma,7419 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,7420 MB,State Assembly,02,DEM,Jim Wood,0,22,7,29
Sonoma,7421 MB,State Assembly,02,DEM,Jim Wood,3,71,24,98
Sonoma,7422 MB,State Assembly,02,DEM,Jim Wood,3,117,20,140
Sonoma,7423,State Assembly,02,DEM,Jim Wood,2,144,25,171
Sonoma,7424 MB,State Assembly,02,DEM,Jim Wood,1,42,8,51
Sonoma,7425,State Assembly,02,DEM,Jim Wood,7,141,33,181
Sonoma,7426,State Assembly,02,DEM,Jim Wood,6,96,42,144
Sonoma,7427 MB,State Assembly,02,DEM,Jim Wood,5,69,24,98
Sonoma,7429,State Assembly,02,DEM,Jim Wood,21,310,114,445
Sonoma,7431,State Assembly,02,DEM,Jim Wood,16,346,123,485
Sonoma,7432,State Assembly,02,DEM,Jim Wood,35,525,187,747
Sonoma,7433 MB,State Assembly,02,DEM,Jim Wood,1,41,12,54
Sonoma,7434 MB,State Assembly,02,DEM,Jim Wood,0,6,0,6
Sonoma,7435 MB,State Assembly,02,DEM,Jim Wood,0,14,0,14
Sonoma,7436 MB,State Assembly,02,DEM,Jim Wood,0,3,0,3
Sonoma,7437,State Assembly,02,DEM,Jim Wood,25,634,122,781
Sonoma,7438,State Assembly,02,DEM,Jim Wood,20,378,68,466
Sonoma,7439,State Assembly,02,DEM,Jim Wood,46,795,271,1112
Sonoma,7440 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,7441 MB,State Assembly,02,DEM,Jim Wood,3,24,10,37
Sonoma,7442 MB,State Assembly,02,DEM,Jim Wood,0,4,0,4
Sonoma,7443 MB,State Assembly,02,DEM,Jim Wood,2,22,6,30
Sonoma,7444,State Assembly,02,DEM,Jim Wood,25,402,114,541
Sonoma,7445,State Assembly,02,DEM,Jim Wood,31,702,185,918
Sonoma,7446 MB,State Assembly,02,DEM,Jim Wood,0,0,1,1
Sonoma,7447 MB,State Assembly,02,DEM,Jim Wood,0,7,0,7
Sonoma,7449,State Assembly,02,DEM,Jim Wood,64,1040,207,1311
Sonoma,7450,State Assembly,02,DEM,Jim Wood,11,159,37,207
Sonoma,7451,State Assembly,02,DEM,Jim Wood,28,315,97,440
Sonoma,7452 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,7453 MB,State Assembly,02,DEM,Jim Wood,0,0,0,0
Sonoma,7501 MB,State Assembly,02,DEM,Jim Wood,0,3,0,3
Sonoma,7502 MB,State Assembly,02,DEM,Jim Wood,0,8,3,11
Sonoma,7518 MB,State Assembly,02,DEM,Jim Wood,0,6,2,8
Sonoma,7519,State Assembly,02,DEM,Jim Wood,54,616,210,880
Sonoma,7520 MB,State Assembly,02,DEM,Jim Wood,1,81,17,99
Sonoma,7521,State Assembly,02,DEM,Jim Wood,25,405,124,554
Sonoma,7522,State Assembly,02,DEM,Jim Wood,26,515,144,685
Sonoma,7523,State Assembly,02,DEM,Jim Wood,80,672,258,1010
Sonoma,7524,State Assembly,02,DEM,Jim Wood,93,937,319,1349
Sonoma,7525,State Assembly,02,DEM,Jim Wood,69,889,318,1276
Sonoma,7526,State Assembly,02,DEM,Jim Wood,18,317,114,449
Sonoma,7529,State Assembly,02,DEM,Jim Wood,29,728,209,966
Sonoma,7530,State Assembly,02,DEM,Jim Wood,4,247,43,294
Sonoma,7531,State Assembly,02,DEM,Jim Wood,11,213,44,268
Sonoma,7540,State Assembly,02,DEM,Jim Wood,80,1170,326,1576
Sonoma,7541,State Assembly,02,DEM,Jim Wood,39,466,116,621
Sonoma,7542 MB,State Assembly,02,DEM,Jim Wood,0,1,0,1
Sonoma,7543,State Assembly,02,DEM,Jim Wood,48,584,113,745
Sonoma,7544 MB,State Assembly,02,DEM,Jim Wood,2,20,7,29
Sonoma,7547,State Assembly,02,DEM,Jim Wood,42,963,250,1255
Sonoma,7548,State Assembly,02,DEM,Jim Wood,19,431,104,554
Sonoma,7549 MB,State Assembly,02,DEM,Jim Wood,0,11,1,12
Sonoma,7550,State Assembly,02,DEM,Jim Wood,14,276,53,343
Sonoma,7551 MB,State Assembly,02,DEM,Jim Wood,1,18,4,23
Sonoma,7552,State Assembly,02,DEM,Jim Wood,31,565,147,743
Sonoma,7553 MB,State Assembly,02,DEM,Jim Wood,2,71,17,90
Sonoma,7561 MB,State Assembly,02,DEM,Jim Wood,2,106,35,143
