county,precinct,candidate,office,district,party,election_day,mail,votes,
Mariposa,Oakvale 3005 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Oakvale 3005 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Michael Shellenberger,Governor ,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
Mariposa,Oakvale 3005 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Oakvale 3005 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,John Chiang,Governor ,,DEM,0,1,1,
Mariposa,Oakvale 3005 ,John H Cox,Governor ,,REP,0,20,20,
Mariposa,Oakvale 3005 ,Amanda Renteria ,Governor ,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Delaine Eastin,Governor ,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Gavin Newsom,Governor ,,DEM,0,1,1,
Mariposa,Oakvale 3005 ,"Robert C. Newman, II",Governor ,,REP,0,0,0,
Mariposa,Oakvale 3005 ,Jeff Bleich,Lieutenant Governor,,DEM,0,1,1,
Mariposa,Oakvale 3005 ,Eleni Kounalakis,Lieutenant Governor,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Tim Ferreira,Lieutenant Governor,,LIB,0,1,1,
Mariposa,Oakvale 3005 ,David Fennell,Lieutenant Governor,,REP,0,19,19,
Mariposa,Oakvale 3005 ,Danny Thomas,Lieutenant Governor,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Cole Harris,Lieutenant Governor,,REP,0,20,20,
Mariposa,Oakvale 3005 ,Ed Hernandez,Lieutenant Governor,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,David R Hernandez,Lieutenant Governor,,REP,0,2,2,
Mariposa,Oakvale 3005 ,Lydia Ortega,Lieutenant Governor,,REP,0,1,1,
Mariposa,Oakvale 3005 ,Gayle McLaughlin,Lieutenant Governor,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Steve Poizner,Insurance Commissioner,,NON,0,35,35,
Mariposa,Oakvale 3005 ,Ricardo Lara,Insurance Commissioner,,DEM,0,1,1,
Mariposa,Oakvale 3005 ,Nathalie Hrizi,Insurance Commissioner,,PF,0,1,1,
Mariposa,Oakvale 3005 ,Asif Mahmood,Insurance Commissioner,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Tom Palzer,U S Senate,,REP,0,1,1,
Mariposa,Oakvale 3005 ,John Thompson Parker,U S Senate,,PF,0,1,1,
Mariposa,Oakvale 3005 ,Douglas Howard Pierce,U S Senate,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Herbert G Peters,U S Senate,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,James P Bradley,U S Senate,,REP,0,10,10,
Mariposa,Oakvale 3005 ,Arun K Bhumitra ,U S Senate,,REP,0,1,1,
Mariposa,Oakvale 3005 ,Jerry Joseph Laws,U S Senate,,REP,0,1,1,
Mariposa,Oakvale 3005 ,Patrick Little,U S Senate,,REP,0,0,0,
Mariposa,Oakvale 3005 ,Tim Gildersleeve,U S Senate,,NON,0,2,2,
Mariposa,Oakvale 3005 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Don J Grundmann,U S Senate,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Oakvale 3005 ,"John ""Jack"" Crew",U S Senate,,REP,0,3,3,
Mariposa,Oakvale 3005 ,Erin Cruz,U S Senate,,REP,0,4,4,
Mariposa,Oakvale 3005 ,Derrick Michael Reid,U S Senate,,LIB,0,0,0,
Mariposa,Oakvale 3005 ,Dianne Feinstein,U S Senate,,DEM,0,2,2,
Mariposa,Oakvale 3005 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Adrienne Nicole Edward,U S Senate,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Paul A Taylor,U S Senate,,REP,0,14,14,
Mariposa,Oakvale 3005 ,Donnie O Turner,U S Senate,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Pat Harris,U S Senate,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Alison Hartson,U S Senate,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Oakvale 3005 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Lee Olson,U S Senate,,NON,0,0,0,
Mariposa,Oakvale 3005 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,0,0,0,
Mariposa,Oakvale 3005 ,Kevin De Leon,U S Senate,,DEM,0,1,1,
Mariposa,Oakvale 3005 ,Kevin Mottus,U S Senate,,REP,0,0,0,
Mariposa,Oakvale 3005 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Oakvale 3005 ,Regina Bateson,U S House,4,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Robert Lawton,U S House,4,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Mitchell White,U S House,4,REP,0,5,5,
Mariposa,Oakvale 3005 ,Roza Calderon,U S House,4,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Tom McClintock,U S House,4,REP,0,37,37,
Mariposa,Oakvale 3005 ,Jessica Morse ,U S House,4,DEM,0,1,1,
Mariposa,Oakvale 3005 ,Tom Pratt,State Senate,8,DEM,0,2,2,
Mariposa,Oakvale 3005 ,Mark Belden,State Senate,8,NON,0,1,1,
Mariposa,Oakvale 3005 ,Andreas Borgeas,State Senate,8,REP,0,39,39,
Mariposa,Oakvale 3005 ,Paulina Miranda ,State Senate,8,DEM,0,1,1,
Mariposa,Oakvale 3005 ,Carla J Neal,State Assembly ,5,DEM,0,1,1,
Mariposa,Oakvale 3005 ,Frank Bigelow,State Assembly ,5,REP,0,43,43,
Mariposa,Mt Bullion 3006 ,,Registered Voters,,,,,244,
Mariposa,Mt Bullion 3006 ,,Ballots Cast,,,46,105,151,
Mariposa,Mt Bullion 3006 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Mt Bullion 3006 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Mt Bullion 3006 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Mt Bullion 3006 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Mt Bullion 3006 ,Antonio Villaraigosa,Governor ,,DEM,2,4,6,
Mariposa,Mt Bullion 3006 ,Yvonne Girard,Governor ,,REP,0,1,1,
Mariposa,Mt Bullion 3006 ,Robert Davidson Griffis,Governor ,,DEM,0,1,1,
Mariposa,Mt Bullion 3006 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Travis Allen,Governor ,,REP,13,41,54,
Mariposa,Mt Bullion 3006 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Mt Bullion 3006 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Mt Bullion 3006 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Michael Shellenberger,Governor ,,DEM,1,0,1,
Mariposa,Mt Bullion 3006 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
Mariposa,Mt Bullion 3006 ,Christopher N Carlson,Governor ,,GRN,1,0,1,
Mariposa,Mt Bullion 3006 ,Thomas Jefferson Cares,Governor ,,DEM,1,0,1,
Mariposa,Mt Bullion 3006 ,John Chiang,Governor ,,DEM,2,5,7,
Mariposa,Mt Bullion 3006 ,John H Cox,Governor ,,REP,19,29,48,
Mariposa,Mt Bullion 3006 ,Amanda Renteria ,Governor ,,DEM,0,2,2,
Mariposa,Mt Bullion 3006 ,Delaine Eastin,Governor ,,DEM,0,3,3,
Mariposa,Mt Bullion 3006 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Klement Tinaj,Governor ,,DEM,0,1,1,
Mariposa,Mt Bullion 3006 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Mt Bullion 3006 ,Gavin Newsom,Governor ,,DEM,5,16,21,
Mariposa,Mt Bullion 3006 ,"Robert C. Newman, II",Governor ,,REP,0,1,1,
Mariposa,Mt Bullion 3006 ,Jeff Bleich,Lieutenant Governor,,DEM,3,1,4,
Mariposa,Mt Bullion 3006 ,Eleni Kounalakis,Lieutenant Governor,,DEM,3,5,8,
Mariposa,Mt Bullion 3006 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,2,0,2,
Mariposa,Mt Bullion 3006 ,Tim Ferreira,Lieutenant Governor,,LIB,1,3,4,
Mariposa,Mt Bullion 3006 ,David Fennell,Lieutenant Governor,,REP,11,24,35,
Mariposa,Mt Bullion 3006 ,Danny Thomas,Lieutenant Governor,,NON,1,1,2,
Mariposa,Mt Bullion 3006 ,Cole Harris,Lieutenant Governor,,REP,13,25,38,
Mariposa,Mt Bullion 3006 ,Ed Hernandez,Lieutenant Governor,,DEM,1,17,18,
Mariposa,Mt Bullion 3006 ,David R Hernandez,Lieutenant Governor,,REP,3,8,11,
Mariposa,Mt Bullion 3006 ,Lydia Ortega,Lieutenant Governor,,REP,2,11,13,
Mariposa,Mt Bullion 3006 ,Gayle McLaughlin,Lieutenant Governor,,NON,0,3,3,
Mariposa,Mt Bullion 3006 ,Steve Poizner,Insurance Commissioner,,NON,19,56,75,
Mariposa,Mt Bullion 3006 ,Ricardo Lara,Insurance Commissioner,,DEM,6,22,28,
Mariposa,Mt Bullion 3006 ,Nathalie Hrizi,Insurance Commissioner,,PF,4,5,9,
Mariposa,Mt Bullion 3006 ,Asif Mahmood,Insurance Commissioner,,DEM,3,3,6,
Mariposa,Mt Bullion 3006 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Mt Bullion 3006 ,Tom Palzer,U S Senate,,REP,0,6,6,
Mariposa,Mt Bullion 3006 ,John Thompson Parker,U S Senate,,PF,1,0,1,
Mariposa,Mt Bullion 3006 ,Douglas Howard Pierce,U S Senate,,DEM,1,0,1,
Mariposa,Mt Bullion 3006 ,Herbert G Peters,U S Senate,,DEM,0,1,1,
Mariposa,Mt Bullion 3006 ,James P Bradley,U S Senate,,REP,15,26,41,
Mariposa,Mt Bullion 3006 ,Arun K Bhumitra ,U S Senate,,REP,2,7,9,
Mariposa,Mt Bullion 3006 ,Jerry Joseph Laws,U S Senate,,REP,0,0,0,
Mariposa,Mt Bullion 3006 ,Patrick Little,U S Senate,,REP,2,5,7,
Mariposa,Mt Bullion 3006 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Don J Grundmann,U S Senate,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,"John ""Jack"" Crew",U S Senate,,REP,1,7,8,
Mariposa,Mt Bullion 3006 ,Erin Cruz,U S Senate,,REP,1,2,3,
Mariposa,Mt Bullion 3006 ,Derrick Michael Reid,U S Senate,,LIB,0,1,1,
Mariposa,Mt Bullion 3006 ,Dianne Feinstein,U S Senate,,DEM,4,28,32,
Mariposa,Mt Bullion 3006 ,Colleen Shea Fernald,U S Senate,,NON,0,1,1,
Mariposa,Mt Bullion 3006 ,Adrienne Nicole Edward,U S Senate,,DEM,0,1,1,
Mariposa,Mt Bullion 3006 ,Paul A Taylor,U S Senate,,REP,3,5,8,
Mariposa,Mt Bullion 3006 ,Donnie O Turner,U S Senate,,DEM,1,0,1,
Mariposa,Mt Bullion 3006 ,Pat Harris,U S Senate,,DEM,0,1,1,
Mariposa,Mt Bullion 3006 ,Alison Hartson,U S Senate,,DEM,1,0,1,
Mariposa,Mt Bullion 3006 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Mt Bullion 3006 ,Lee Olson,U S Senate,,NON,0,2,2,
Mariposa,Mt Bullion 3006 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,2,1,3,
Mariposa,Mt Bullion 3006 ,Kevin De Leon,U S Senate,,DEM,1,4,5,
Mariposa,Mt Bullion 3006 ,Kevin Mottus,U S Senate,,REP,2,0,2,
Mariposa,Mt Bullion 3006 ,David Moore,U S Senate,,NON,0,0,0,
Mariposa,Mt Bullion 3006 ,Mario Nabliba ,U S Senate,,REP,1,0,1,
Mariposa,Mt Bullion 3006 ,Regina Bateson,U S House,4,DEM,2,9,11,
Mariposa,Mt Bullion 3006 ,Robert Lawton,U S House,4,DEM,0,3,3,
Mariposa,Mt Bullion 3006 ,Mitchell White,U S House,4,REP,1,4,5,
Mariposa,Mt Bullion 3006 ,Roza Calderon,U S House,4,DEM,0,0,0,
Mariposa,Mt Bullion 3006 ,Tom McClintock,U S House,4,REP,30,66,96,
Mariposa,Mt Bullion 3006 ,Jessica Morse ,U S House,4,DEM,9,20,29,
Mariposa,Mt Bullion 3006 ,Tom Pratt,State Senate,8,DEM,3,14,17,
Mariposa,Mt Bullion 3006 ,Mark Belden,State Senate,8,NON,5,6,11,
Mariposa,Mt Bullion 3006 ,Andreas Borgeas,State Senate,8,REP,26,65,91,
Mariposa,Mt Bullion 3006 ,Paulina Miranda ,State Senate,8,DEM,5,13,18,
Mariposa,Mt Bullion 3006 ,Carla J Neal,State Assembly ,5,DEM,8,24,32,
Mariposa,Mt Bullion 3006 ,Frank Bigelow,State Assembly ,5,REP,34,77,111,
Mariposa,Darrah 4001 ,,Registered Voters,,,,,554,
Mariposa,Darrah 4001 ,,Ballots Cast,,,116,228,344,
Mariposa,Darrah 4001 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Darrah 4001 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Darrah 4001 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Darrah 4001 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Darrah 4001 ,Antonio Villaraigosa,Governor ,,DEM,8,20,28,
Mariposa,Darrah 4001 ,Yvonne Girard,Governor ,,REP,2,0,2,
Mariposa,Darrah 4001 ,Robert Davidson Griffis,Governor ,,DEM,1,1,2,
Mariposa,Darrah 4001 ,Shubham Goel,Governor ,,NON,0,1,1,
Mariposa,Darrah 4001 ,Travis Allen,Governor ,,REP,35,51,86,
Mariposa,Darrah 4001 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Darrah 4001 ,Johnny Wattenburg,Governor ,,NON,1,1,2,
Mariposa,Darrah 4001 ,Nickolas Wildstar,Governor ,,LIB,1,0,1,
Mariposa,Darrah 4001 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Darrah 4001 ,Michael Shellenberger,Governor ,,DEM,1,1,2,
Mariposa,Darrah 4001 ,Zoltan Istvan,Governor ,,LIB,0,1,1,
Mariposa,Darrah 4001 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Darrah 4001 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Darrah 4001 ,John Chiang,Governor ,,DEM,6,18,24,
Mariposa,Darrah 4001 ,John H Cox,Governor ,,REP,41,85,126,
Mariposa,Darrah 4001 ,Amanda Renteria ,Governor ,,DEM,1,6,7,
Mariposa,Darrah 4001 ,Delaine Eastin,Governor ,,DEM,1,2,3,
Mariposa,Darrah 4001 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Darrah 4001 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Darrah 4001 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Darrah 4001 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Darrah 4001 ,Gavin Newsom,Governor ,,DEM,16,35,51,
Mariposa,Darrah 4001 ,"Robert C. Newman, II",Governor ,,REP,0,0,0,
Mariposa,Darrah 4001 ,Jeff Bleich,Lieutenant Governor,,DEM,5,13,18,
Mariposa,Darrah 4001 ,Eleni Kounalakis,Lieutenant Governor,,DEM,12,35,47,
Mariposa,Darrah 4001 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,1,1,2,
Mariposa,Darrah 4001 ,Tim Ferreira,Lieutenant Governor,,LIB,3,4,7,
Mariposa,Darrah 4001 ,David Fennell,Lieutenant Governor,,REP,15,41,56,
Mariposa,Darrah 4001 ,Danny Thomas,Lieutenant Governor,,NON,1,2,3,
Mariposa,Darrah 4001 ,Cole Harris,Lieutenant Governor,,REP,35,54,89,
Mariposa,Darrah 4001 ,Ed Hernandez,Lieutenant Governor,,DEM,13,24,37,
Mariposa,Darrah 4001 ,David R Hernandez,Lieutenant Governor,,REP,15,15,30,
Mariposa,Darrah 4001 ,Lydia Ortega,Lieutenant Governor,,REP,6,18,24,
Mariposa,Darrah 4001 ,Gayle McLaughlin,Lieutenant Governor,,NON,3,4,7,
Mariposa,Darrah 4001 ,Steve Poizner,Insurance Commissioner,,NON,72,122,194,
Mariposa,Darrah 4001 ,Ricardo Lara,Insurance Commissioner,,DEM,21,49,70,
Mariposa,Darrah 4001 ,Nathalie Hrizi,Insurance Commissioner,,PF,4,9,13,
Mariposa,Darrah 4001 ,Asif Mahmood,Insurance Commissioner,,DEM,2,23,25,
Mariposa,Darrah 4001 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Darrah 4001 ,Tom Palzer,U S Senate,,REP,4,10,14,
Mariposa,Darrah 4001 ,John Thompson Parker,U S Senate,,PF,0,1,1,
Mariposa,Darrah 4001 ,Douglas Howard Pierce,U S Senate,,DEM,1,1,2,
Mariposa,Darrah 4001 ,Herbert G Peters,U S Senate,,DEM,4,5,9,
Mariposa,Darrah 4001 ,James P Bradley,U S Senate,,REP,21,36,57,
Mariposa,Darrah 4001 ,Arun K Bhumitra ,U S Senate,,REP,10,25,35,
Mariposa,Darrah 4001 ,Jerry Joseph Laws,U S Senate,,REP,4,5,9,
Mariposa,Darrah 4001 ,Patrick Little,U S Senate,,REP,3,3,6,
Mariposa,Darrah 4001 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Darrah 4001 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Darrah 4001 ,Don J Grundmann,U S Senate,,NON,1,1,2,
Mariposa,Darrah 4001 ,Rash Bihari Ghosh,U S Senate,,NON,0,1,1,
Mariposa,Darrah 4001 ,Ling Ling Shi,U S Senate,,NON,0,1,1,
Mariposa,Darrah 4001 ,"John ""Jack"" Crew",U S Senate,,REP,0,7,7,
Mariposa,Darrah 4001 ,Erin Cruz,U S Senate,,REP,11,20,31,
Mariposa,Darrah 4001 ,Derrick Michael Reid,U S Senate,,LIB,1,1,2,
Mariposa,Darrah 4001 ,Dianne Feinstein,U S Senate,,DEM,24,56,80,
Mariposa,Darrah 4001 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Darrah 4001 ,Adrienne Nicole Edward,U S Senate,,DEM,2,2,4,
Mariposa,Darrah 4001 ,Paul A Taylor,U S Senate,,REP,11,10,21,
Mariposa,Darrah 4001 ,Donnie O Turner,U S Senate,,DEM,1,0,1,
Mariposa,Darrah 4001 ,Pat Harris,U S Senate,,DEM,1,1,2,
Mariposa,Darrah 4001 ,Alison Hartson,U S Senate,,DEM,0,8,8,
Mariposa,Darrah 4001 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Darrah 4001 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Darrah 4001 ,Lee Olson,U S Senate,,NON,1,0,1,
Mariposa,Darrah 4001 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,2,1,3,
Mariposa,Darrah 4001 ,Kevin De Leon,U S Senate,,DEM,4,10,14,
Mariposa,Darrah 4001 ,Kevin Mottus,U S Senate,,REP,1,1,2,
Mariposa,Darrah 4001 ,David Moore,U S Senate,,NON,1,0,1,
Mariposa,Darrah 4001 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Darrah 4001 ,Regina Bateson,U S House,4,DEM,6,12,18,
Mariposa,Darrah 4001 ,Robert Lawton,U S House,4,DEM,4,3,7,
Mariposa,Darrah 4001 ,Mitchell White,U S House,4,REP,5,6,11,
Mariposa,Darrah 4001 ,Roza Calderon,U S House,4,DEM,3,6,9,
Mariposa,Darrah 4001 ,Tom McClintock,U S House,4,REP,73,134,207,
Mariposa,Darrah 4001 ,Jessica Morse ,U S House,4,DEM,21,56,77,
Mariposa,Darrah 4001 ,Tom Pratt,State Senate,8,DEM,19,39,58,
Mariposa,Darrah 4001 ,Mark Belden,State Senate,8,NON,5,10,15,
Mariposa,Darrah 4001 ,Andreas Borgeas,State Senate,8,REP,74,132,206,
Mariposa,Darrah 4001 ,Paulina Miranda ,State Senate,8,DEM,13,34,47,
Mariposa,Darrah 4001 ,Carla J Neal,State Assembly ,5,DEM,34,72,106,
Mariposa,Darrah 4001 ,Frank Bigelow,State Assembly ,5,REP,79,144,223,
Mariposa,Mariposa East 4002 ,,Registered Voters,,,,,666,
Mariposa,Mariposa East 4002 ,,Ballots Cast,,,121,264,385,
Mariposa,Mariposa East 4002 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Mariposa East 4002 ,J Bribiesca,Governor ,,DEM,1,0,1,
Mariposa,Mariposa East 4002 ,Gloria Estela La Riva,Governor ,,PF,2,1,3,
Mariposa,Mariposa East 4002 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Mariposa East 4002 ,Antonio Villaraigosa,Governor ,,DEM,17,28,45,
Mariposa,Mariposa East 4002 ,Yvonne Girard,Governor ,,REP,0,3,3,
Mariposa,Mariposa East 4002 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Mariposa East 4002 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,Travis Allen,Governor ,,REP,21,34,55,
Mariposa,Mariposa East 4002 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Mariposa East 4002 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Mariposa East 4002 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,Michael Shellenberger,Governor ,,DEM,1,4,5,
Mariposa,Mariposa East 4002 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
Mariposa,Mariposa East 4002 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Mariposa East 4002 ,Thomas Jefferson Cares,Governor ,,DEM,1,0,1,
Mariposa,Mariposa East 4002 ,John Chiang,Governor ,,DEM,10,19,29,
Mariposa,Mariposa East 4002 ,John H Cox,Governor ,,REP,37,89,126,
Mariposa,Mariposa East 4002 ,Amanda Renteria ,Governor ,,DEM,1,8,9,
Mariposa,Mariposa East 4002 ,Delaine Eastin,Governor ,,DEM,3,2,5,
Mariposa,Mariposa East 4002 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,Klement Tinaj,Governor ,,DEM,0,1,1,
Mariposa,Mariposa East 4002 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Mariposa East 4002 ,Gavin Newsom,Governor ,,DEM,20,67,87,
Mariposa,Mariposa East 4002 ,"Robert C. Newman, II",Governor ,,REP,2,1,3,
Mariposa,Mariposa East 4002 ,Jeff Bleich,Lieutenant Governor,,DEM,5,16,21,
Mariposa,Mariposa East 4002 ,Eleni Kounalakis,Lieutenant Governor,,DEM,21,36,57,
Mariposa,Mariposa East 4002 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,1,4,5,
Mariposa,Mariposa East 4002 ,Tim Ferreira,Lieutenant Governor,,LIB,3,3,6,
Mariposa,Mariposa East 4002 ,David Fennell,Lieutenant Governor,,REP,11,46,57,
Mariposa,Mariposa East 4002 ,Danny Thomas,Lieutenant Governor,,NON,3,0,3,
Mariposa,Mariposa East 4002 ,Cole Harris,Lieutenant Governor,,REP,29,42,71,
Mariposa,Mariposa East 4002 ,Ed Hernandez,Lieutenant Governor,,DEM,16,55,71,
Mariposa,Mariposa East 4002 ,David R Hernandez,Lieutenant Governor,,REP,13,10,23,
Mariposa,Mariposa East 4002 ,Lydia Ortega,Lieutenant Governor,,REP,6,20,26,
Mariposa,Mariposa East 4002 ,Gayle McLaughlin,Lieutenant Governor,,NON,3,13,16,
Mariposa,Mariposa East 4002 ,Steve Poizner,Insurance Commissioner,,NON,54,118,172,
Mariposa,Mariposa East 4002 ,Ricardo Lara,Insurance Commissioner,,DEM,33,83,116,
Mariposa,Mariposa East 4002 ,Nathalie Hrizi,Insurance Commissioner,,PF,6,11,17,
Mariposa,Mariposa East 4002 ,Asif Mahmood,Insurance Commissioner,,DEM,9,22,31,
Mariposa,Mariposa East 4002 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Mariposa East 4002 ,Tom Palzer,U S Senate,,REP,3,5,8,
Mariposa,Mariposa East 4002 ,John Thompson Parker,U S Senate,,PF,0,1,1,
Mariposa,Mariposa East 4002 ,Douglas Howard Pierce,U S Senate,,DEM,0,3,3,
Mariposa,Mariposa East 4002 ,Herbert G Peters,U S Senate,,DEM,1,2,3,
Mariposa,Mariposa East 4002 ,James P Bradley,U S Senate,,REP,10,31,41,
Mariposa,Mariposa East 4002 ,Arun K Bhumitra ,U S Senate,,REP,11,18,29,
Mariposa,Mariposa East 4002 ,Jerry Joseph Laws,U S Senate,,REP,3,4,7,
Mariposa,Mariposa East 4002 ,Patrick Little,U S Senate,,REP,0,2,2,
Mariposa,Mariposa East 4002 ,Tim Gildersleeve,U S Senate,,NON,0,1,1,
Mariposa,Mariposa East 4002 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,Don J Grundmann,U S Senate,,NON,0,1,1,
Mariposa,Mariposa East 4002 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Mariposa East 4002 ,Ling Ling Shi,U S Senate,,NON,0,1,1,
Mariposa,Mariposa East 4002 ,"John ""Jack"" Crew",U S Senate,,REP,5,5,10,
