country,precinct,office,district,party,candidate,votes
San Joaquin,924380,Attorney General,,Dem,Xavier Becerra,15
San Joaquin,924390,Attorney General,,Dem,Xavier Becerra,1
San Joaquin,924400,Attorney General,,Dem,Xavier Becerra,15
San Joaquin,933010,Attorney General,,Dem,Xavier Becerra,13
San Joaquin,933020,Attorney General,,Dem,Xavier Becerra,13
San Joaquin,933030,Attorney General,,Dem,Xavier Becerra,48
San Joaquin,933040,Attorney General,,Dem,Xavier Becerra,1
San Joaquin,935030,Attorney General,,Dem,Xavier Becerra,30
San Joaquin,935070,Attorney General,,Dem,Xavier Becerra,30
San Joaquin,935080,Attorney General,,Dem,Xavier Becerra,12
San Joaquin,935090,Attorney General,,Dem,Xavier Becerra,2
San Joaquin,935100,Attorney General,,Dem,Xavier Becerra,46
San Joaquin,935110,Attorney General,,Dem,Xavier Becerra,14
San Joaquin,935130,Attorney General,,Dem,Xavier Becerra,12
San Joaquin,935140,Attorney General,,Dem,Xavier Becerra,16
San Joaquin,935150,Attorney General,,Dem,Xavier Becerra,4
San Joaquin,935160,Attorney General,,Dem,Xavier Becerra,49
San Joaquin,935170,Attorney General,,Dem,Xavier Becerra,3
San Joaquin,935180,Attorney General,,Dem,Xavier Becerra,3
San Joaquin,935181,Attorney General,,Dem,Xavier Becerra,46
San Joaquin,935260,Attorney General,,Dem,Xavier Becerra,21
San Joaquin,935270,Attorney General,,Dem,Xavier Becerra,8
San Joaquin,935290,Attorney General,,Dem,Xavier Becerra,2
San Joaquin,935300,Attorney General,,Dem,Xavier Becerra,3
San Joaquin,935340,Attorney General,,Dem,Xavier Becerra,0
San Joaquin,935370,Attorney General,,Dem,Xavier Becerra,4
San Joaquin,935380,Attorney General,,Dem,Xavier Becerra,7
San Joaquin,935430,Attorney General,,Dem,Xavier Becerra,10
San Joaquin,941030,Attorney General,,Dem,Xavier Becerra,10
San Joaquin,941040,Attorney General,,Dem,Xavier Becerra,19
San Joaquin,941050,Attorney General,,Dem,Xavier Becerra,5
San Joaquin,941070,Attorney General,,Dem,Xavier Becerra,56
San Joaquin,941100,Attorney General,,Dem,Xavier Becerra,5
San Joaquin,943010,Attorney General,,Dem,Xavier Becerra,18
San Joaquin,943020,Attorney General,,Dem,Xavier Becerra,46
San Joaquin,943021,Attorney General,,Dem,Xavier Becerra,36
San Joaquin,943030,Attorney General,,Dem,Xavier Becerra,34
San Joaquin,943040,Attorney General,,Dem,Xavier Becerra,19
San Joaquin,943060,Attorney General,,Dem,Xavier Becerra,0
San Joaquin,943070,Attorney General,,Dem,Xavier Becerra,18
San Joaquin,943080,Attorney General,,Dem,Xavier Becerra,25
San Joaquin,943110,Attorney General,,Dem,Xavier Becerra,0
San Joaquin,943120,Attorney General,,Dem,Xavier Becerra,0
San Joaquin,943130,Attorney General,,Dem,Xavier Becerra,10
San Joaquin,943140,Attorney General,,Dem,Xavier Becerra,0
San Joaquin,944020,Attorney General,,Dem,Xavier Becerra,1
San Joaquin,944040,Attorney General,,Dem,Xavier Becerra,4
San Joaquin,944060,Attorney General,,Dem,Xavier Becerra,29
San Joaquin,944080,Attorney General,,Dem,Xavier Becerra,15
San Joaquin,944081,Attorney General,,Dem,Xavier Becerra,32
San Joaquin,944090,Attorney General,,Dem,Xavier Becerra,8
San Joaquin,944110,Attorney General,,Dem,Xavier Becerra,15
San Joaquin,944130,Attorney General,,Dem,Xavier Becerra,23
San Joaquin,944140,Attorney General,,Dem,Xavier Becerra,32
San Joaquin,945020,Attorney General,,Dem,Xavier Becerra,18
San Joaquin,945040,Attorney General,,Dem,Xavier Becerra,16
San Joaquin,945041,Attorney General,,Dem,Xavier Becerra,3
San Joaquin,945050,Attorney General,,Dem,Xavier Becerra,14
San Joaquin,945051,Attorney General,,Dem,Xavier Becerra,14
San Joaquin,945052,Attorney General,,Dem,Xavier Becerra,2
San Joaquin,945060,Attorney General,,Dem,Xavier Becerra,5
San Joaquin,945090,Attorney General,,Dem,Xavier Becerra,2
San Joaquin,SAN JOAQUIN CA,Attorney General,,Dem,Xavier Becerra,104052
San Joaquin,0011101 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,132
San Joaquin,0011102 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,280
San Joaquin,0011103 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,240
San Joaquin,0011104 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,219
San Joaquin,0011105 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,281
San Joaquin,0011106 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,313
San Joaquin,0011107 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,207
San Joaquin,0011108 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,284
San Joaquin,0011109 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,469
San Joaquin,0011111 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,435
San Joaquin,0011112 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,167
San Joaquin,0011113 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,145
San Joaquin,0011114 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,439
San Joaquin,0011115 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,380
San Joaquin,0011116 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,318
San Joaquin,0011117 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,341
San Joaquin,0011118 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,647
San Joaquin,0011119 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,131
San Joaquin,0011120 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,185
San Joaquin,0011122 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,401
San Joaquin,0011124 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,171
San Joaquin,0011125 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,497
San Joaquin,0011127 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,486
San Joaquin,0011130 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,295
San Joaquin,0011137 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,590
San Joaquin,0011139 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,316
San Joaquin,0011140 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,195
San Joaquin,0011142 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,819
San Joaquin,0011147 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,489
San Joaquin,0011149 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,357
San Joaquin,0011151 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,311
San Joaquin,0011152 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,322
San Joaquin,0011155 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,474
San Joaquin,0011158 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,290
San Joaquin,0011166 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,547
San Joaquin,0011201 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,395
San Joaquin,0011203 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,205
San Joaquin,0011204 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,300
San Joaquin,0011205 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,131
San Joaquin,0011206 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,336
San Joaquin,0011208 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,175
San Joaquin,0011209 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,347
San Joaquin,0011210 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,376
San Joaquin,0011211 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,276
San Joaquin,0011212 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,346
San Joaquin,0011213 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,278
San Joaquin,0011214 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,121
San Joaquin,0011215 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,417
San Joaquin,0011216 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,419
San Joaquin,0011217 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,892
San Joaquin,0011218 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,690
San Joaquin,0011220 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,229
San Joaquin,0011221 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,478
San Joaquin,0011224 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,325
San Joaquin,0011227 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,415
San Joaquin,0011228 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,193
San Joaquin,0011230 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,352
San Joaquin,0011231 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,448
San Joaquin,0011232 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,385
San Joaquin,0011234 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,368
San Joaquin,0011235 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,489
San Joaquin,0011236 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,301
San Joaquin,0011239 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,171
San Joaquin,0011240 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,202
San Joaquin,0011242 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,410
San Joaquin,0011244 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,356
San Joaquin,0011245 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,281
San Joaquin,0011249 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,440
San Joaquin,0011251 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,210
San Joaquin,0011253 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,363
San Joaquin,0011257 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,300
San Joaquin,0011258 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,571
San Joaquin,0011259 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,181
San Joaquin,0011260 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,203
San Joaquin,0011265 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,194
San Joaquin,0011266 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,280
San Joaquin,0011270 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,348
San Joaquin,0011271 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,319
San Joaquin,0011274 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,448
San Joaquin,0011278 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,397
San Joaquin,0011282 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,87
San Joaquin,0011302 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,579
San Joaquin,0011303 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,553
San Joaquin,0011304 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,522
San Joaquin,0011305 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,350
San Joaquin,0011306 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,455
San Joaquin,0011308 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,437
San Joaquin,0011309 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,807
San Joaquin,0011312 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,378
San Joaquin,0011315 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,351
San Joaquin,0011319 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,508
San Joaquin,0011320 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,476
San Joaquin,0011322 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,367
San Joaquin,0011323 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,549
San Joaquin,0011324 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,311
San Joaquin,0011327 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,393
San Joaquin,0011332 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,494
San Joaquin,0011333 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,240
San Joaquin,0011335 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,355
San Joaquin,0011338 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,315
San Joaquin,0011342 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,185
San Joaquin,0011344 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,312
San Joaquin,0011345 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,204
San Joaquin,0011346 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,293
San Joaquin,0011353 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,296
San Joaquin,0033501 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,530
San Joaquin,0033502 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,554
San Joaquin,0033503 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,393
San Joaquin,0033504 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,304
San Joaquin,0033506 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,406
San Joaquin,0033507 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,440
San Joaquin,0033509 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,489
San Joaquin,0033510 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,599
San Joaquin,0033511 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,492
San Joaquin,0033513 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,476
San Joaquin,0033514 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,695
San Joaquin,0033518 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,415
San Joaquin,0033520 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,515
San Joaquin,0033522 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,458
San Joaquin,0033523 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,376
San Joaquin,0033524 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,276
San Joaquin,0033525 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,298
San Joaquin,0033526 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,232
San Joaquin,0033529 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,484
San Joaquin,0033530 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,893
San Joaquin,0033534 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,457
San Joaquin,0033535 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,353
San Joaquin,0033537 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,356
San Joaquin,0033540 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,762
San Joaquin,0033543 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,762
San Joaquin,0033545 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,460
San Joaquin,0033546 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,673
San Joaquin,0033547 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,522
San Joaquin,0033551 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,448
San Joaquin,0042401 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,398
San Joaquin,0042402 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,330
San Joaquin,0042403 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,161
San Joaquin,0042404 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,370
San Joaquin,0042405 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,341
San Joaquin,0042406 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,458
San Joaquin,0042407 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,145
San Joaquin,0042408 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,379
San Joaquin,0042409 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,320
San Joaquin,0042413 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,309
San Joaquin,0042417 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,228
San Joaquin,0042418 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,105
San Joaquin,0042419 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,189
San Joaquin,0042420 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,242
San Joaquin,0042421 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,176
San Joaquin,0042423 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,239
San Joaquin,0042424 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,330
San Joaquin,0042426 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,373
San Joaquin,0042427 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,237
San Joaquin,0042430 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,306
San Joaquin,0042434 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,64
San Joaquin,0042437 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,303
San Joaquin,0042439 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,296
San Joaquin,0042449 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,217
San Joaquin,0054301 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,422
San Joaquin,0054302 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,538
San Joaquin,0054304 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,497
San Joaquin,0054305 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,468
San Joaquin,0054307 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,587
San Joaquin,0054310 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,656
San Joaquin,0054312 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,355
San Joaquin,0054318 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,952
San Joaquin,0054320 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,463
San Joaquin,0054321 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,533
San Joaquin,0054323 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,521
San Joaquin,0054324 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,178
San Joaquin,0054501 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,429
San Joaquin,0054503 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,396
San Joaquin,0054505 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,764
San Joaquin,0054508 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,497
San Joaquin,0054509 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,342
San Joaquin,0054510 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,327
San Joaquin,0054511 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,566
San Joaquin,0054515 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,402
San Joaquin,0054520 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,399
San Joaquin,0054526 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,182
San Joaquin,0064401 Escalon,Insurance Commissioner,,Dem,Ricardo Lara,305
San Joaquin,0064402 Escalon,Insurance Commissioner,,Dem,Ricardo Lara,75
San Joaquin,0064403 Escalon,Insurance Commissioner,,Dem,Ricardo Lara,371
San Joaquin,0064405 Escalon,Insurance Commissioner,,Dem,Ricardo Lara,58
San Joaquin,0074401 Ripon,Insurance Commissioner,,Dem,Ricardo Lara,314
San Joaquin,0074402 Ripon,Insurance Commissioner,,Dem,Ricardo Lara,432
San Joaquin,0074405 Ripon,Insurance Commissioner,,Dem,Ricardo Lara,380
San Joaquin,0074407 Ripon,Insurance Commissioner,,Dem,Ricardo Lara,447
San Joaquin,0084301 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,311
San Joaquin,0084302 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,461
San Joaquin,0084303 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,701
San Joaquin,0084306 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,530
San Joaquin,0084307 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,424
San Joaquin,0084308 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,406
San Joaquin,0084501 Lathrop,Insurance Commissioner,,Dem,Ricardo Lara,346
San Joaquin,91101,Insurance Commissioner,,Dem,Ricardo Lara,176
San Joaquin,91102,Insurance Commissioner,,Dem,Ricardo Lara,349
San Joaquin,91103,Insurance Commissioner,,Dem,Ricardo Lara,84
San Joaquin,91105,Insurance Commissioner,,Dem,Ricardo Lara,345
San Joaquin,91107,Insurance Commissioner,,Dem,Ricardo Lara,362
San Joaquin,91110,Insurance Commissioner,,Dem,Ricardo Lara,140
San Joaquin,91111,Insurance Commissioner,,Dem,Ricardo Lara,585
San Joaquin,91113,Insurance Commissioner,,Dem,Ricardo Lara,560
San Joaquin,91115,Insurance Commissioner,,Dem,Ricardo Lara,631
San Joaquin,91204,Insurance Commissioner,,Dem,Ricardo Lara,71
San Joaquin,91205,Insurance Commissioner,,Dem,Ricardo Lara,344
San Joaquin,91209,Insurance Commissioner,,Dem,Ricardo Lara,614
San Joaquin,91213,Insurance Commissioner,,Dem,Ricardo Lara,342
San Joaquin,91217,Insurance Commissioner,,Dem,Ricardo Lara,520
San Joaquin,91227,Insurance Commissioner,,Dem,Ricardo Lara,308
San Joaquin,91228,Insurance Commissioner,,Dem,Ricardo Lara,121
San Joaquin,91305,Insurance Commissioner,,Dem,Ricardo Lara,165
San Joaquin,91402,Insurance Commissioner,,Dem,Ricardo Lara,143
San Joaquin,91403,Insurance Commissioner,,Dem,Ricardo Lara,89
San Joaquin,91404,Insurance Commissioner,,Dem,Ricardo Lara,38
San Joaquin,91405,Insurance Commissioner,,Dem,Ricardo Lara,97
San Joaquin,91409,Insurance Commissioner,,Dem,Ricardo Lara,351
San Joaquin,91421,Insurance Commissioner,,Dem,Ricardo Lara,127
San Joaquin,92404,Insurance Commissioner,,Dem,Ricardo Lara,146
San Joaquin,92405,Insurance Commissioner,,Dem,Ricardo Lara,159
San Joaquin,92406,Insurance Commissioner,,Dem,Ricardo Lara,223
San Joaquin,92407,Insurance Commissioner,,Dem,Ricardo Lara,157
San Joaquin,92409,Insurance Commissioner,,Dem,Ricardo Lara,158
San Joaquin,92411,Insurance Commissioner,,Dem,Ricardo Lara,261
San Joaquin,92412,Insurance Commissioner,,Dem,Ricardo Lara,83
San Joaquin,92413,Insurance Commissioner,,Dem,Ricardo Lara,62
San Joaquin,92414,Insurance Commissioner,,Dem,Ricardo Lara,144
San Joaquin,92416,Insurance Commissioner,,Dem,Ricardo Lara,89
San Joaquin,92418,Insurance Commissioner,,Dem,Ricardo Lara,114
San Joaquin,92419,Insurance Commissioner,,Dem,Ricardo Lara,423
San Joaquin,92422,Insurance Commissioner,,Dem,Ricardo Lara,65
San Joaquin,92423,Insurance Commissioner,,Dem,Ricardo Lara,181
San Joaquin,92432,Insurance Commissioner,,Dem,Ricardo Lara,88
San Joaquin,93501,Insurance Commissioner,,Dem,Ricardo Lara,402
San Joaquin,93502,Insurance Commissioner,,Dem,Ricardo Lara,112
San Joaquin,93503,Insurance Commissioner,,Dem,Ricardo Lara,98
San Joaquin,93504,Insurance Commissioner,,Dem,Ricardo Lara,123
San Joaquin,93505,Insurance Commissioner,,Dem,Ricardo Lara,168
San Joaquin,93521,Insurance Commissioner,,Dem,Ricardo Lara,726
San Joaquin,93522,Insurance Commissioner,,Dem,Ricardo Lara,750
San Joaquin,93523,Insurance Commissioner,,Dem,Ricardo Lara,765
San Joaquin,93524,Insurance Commissioner,,Dem,Ricardo Lara,71
San Joaquin,94101,Insurance Commissioner,,Dem,Ricardo Lara,191
San Joaquin,94111,Insurance Commissioner,,Dem,Ricardo Lara,275
San Joaquin,94114,Insurance Commissioner,,Dem,Ricardo Lara,105
San Joaquin,94402,Insurance Commissioner,,Dem,Ricardo Lara,44
San Joaquin,94403,Insurance Commissioner,,Dem,Ricardo Lara,33
San Joaquin,94405,Insurance Commissioner,,Dem,Ricardo Lara,82
San Joaquin,94408,Insurance Commissioner,,Dem,Ricardo Lara,76
San Joaquin,94409,Insurance Commissioner,,Dem,Ricardo Lara,42
San Joaquin,94410,Insurance Commissioner,,Dem,Ricardo Lara,101
San Joaquin,94501,Insurance Commissioner,,Dem,Ricardo Lara,186
San Joaquin,94503,Insurance Commissioner,,Dem,Ricardo Lara,30
San Joaquin,94506,Insurance Commissioner,,Dem,Ricardo Lara,114
San Joaquin,0111060 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,33
San Joaquin,0111100 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,54
San Joaquin,0111120 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,51
San Joaquin,0111190 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,52
San Joaquin,0111230 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,9
San Joaquin,0111290 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,8
San Joaquin,0111320 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,0111400 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,0111410 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,0111570 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,7
San Joaquin,0112140 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,35
San Joaquin,0112330 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,35
San Joaquin,0112460 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,56
San Joaquin,0112520 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,33
San Joaquin,0112600 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,7
San Joaquin,0112680 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,69
San Joaquin,0112840 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,60
San Joaquin,0112870 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,17
San Joaquin,0113130 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,0113280 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,0113560 Stockton,Insurance Commissioner,,Dem,Ricardo Lara,16
San Joaquin,0335070 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,5
San Joaquin,0335280 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,0335310 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,0335410 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,75
San Joaquin,0335440 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,2
San Joaquin,0335560 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,31
San Joaquin,0335640 Tracy,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,0424030 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,0424320 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,9
San Joaquin,0424380 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,4
San Joaquin,0424400 Lodi,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,0543080 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,0543280 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,3
San Joaquin,0545060 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,1
San Joaquin,0545070 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,84
San Joaquin,0545090 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,0
San Joaquin,0545150 Manteca,Insurance Commissioner,,Dem,Ricardo Lara,3
