country,precinct,office,district,party,candidate,votes
San Joaquin,924361,Public Instruction,,None,Tony Thurmond,7
San Joaquin,924370,Public Instruction,,None,Tony Thurmond,11
San Joaquin,924380,Public Instruction,,None,Tony Thurmond,10
San Joaquin,924390,Public Instruction,,None,Tony Thurmond,3
San Joaquin,924400,Public Instruction,,None,Tony Thurmond,9
San Joaquin,933010,Public Instruction,,None,Tony Thurmond,13
San Joaquin,933020,Public Instruction,,None,Tony Thurmond,12
San Joaquin,933030,Public Instruction,,None,Tony Thurmond,27
San Joaquin,933040,Public Instruction,,None,Tony Thurmond,1
San Joaquin,935030,Public Instruction,,None,Tony Thurmond,18
San Joaquin,935070,Public Instruction,,None,Tony Thurmond,13
San Joaquin,935080,Public Instruction,,None,Tony Thurmond,9
San Joaquin,935090,Public Instruction,,None,Tony Thurmond,1
San Joaquin,935100,Public Instruction,,None,Tony Thurmond,47
San Joaquin,935110,Public Instruction,,None,Tony Thurmond,9
San Joaquin,935130,Public Instruction,,None,Tony Thurmond,9
San Joaquin,935140,Public Instruction,,None,Tony Thurmond,16
San Joaquin,935150,Public Instruction,,None,Tony Thurmond,6
San Joaquin,935160,Public Instruction,,None,Tony Thurmond,27
San Joaquin,935170,Public Instruction,,None,Tony Thurmond,4
San Joaquin,935180,Public Instruction,,None,Tony Thurmond,3
San Joaquin,935181,Public Instruction,,None,Tony Thurmond,47
San Joaquin,935260,Public Instruction,,None,Tony Thurmond,15
San Joaquin,935270,Public Instruction,,None,Tony Thurmond,6
San Joaquin,935290,Public Instruction,,None,Tony Thurmond,1
San Joaquin,935300,Public Instruction,,None,Tony Thurmond,0
San Joaquin,935340,Public Instruction,,None,Tony Thurmond,0
San Joaquin,935370,Public Instruction,,None,Tony Thurmond,1
San Joaquin,935380,Public Instruction,,None,Tony Thurmond,3
San Joaquin,935430,Public Instruction,,None,Tony Thurmond,5
San Joaquin,941030,Public Instruction,,None,Tony Thurmond,9
San Joaquin,941040,Public Instruction,,None,Tony Thurmond,12
San Joaquin,941050,Public Instruction,,None,Tony Thurmond,5
San Joaquin,941070,Public Instruction,,None,Tony Thurmond,22
San Joaquin,941100,Public Instruction,,None,Tony Thurmond,3
San Joaquin,943010,Public Instruction,,None,Tony Thurmond,18
San Joaquin,943020,Public Instruction,,None,Tony Thurmond,41
San Joaquin,943021,Public Instruction,,None,Tony Thurmond,32
San Joaquin,943030,Public Instruction,,None,Tony Thurmond,38
San Joaquin,943040,Public Instruction,,None,Tony Thurmond,20
San Joaquin,943060,Public Instruction,,None,Tony Thurmond,2
San Joaquin,943070,Public Instruction,,None,Tony Thurmond,15
San Joaquin,943080,Public Instruction,,None,Tony Thurmond,28
San Joaquin,943110,Public Instruction,,None,Tony Thurmond,0
San Joaquin,943120,Public Instruction,,None,Tony Thurmond,1
San Joaquin,943130,Public Instruction,,None,Tony Thurmond,7
San Joaquin,943140,Public Instruction,,None,Tony Thurmond,0
San Joaquin,944020,Public Instruction,,None,Tony Thurmond,2
San Joaquin,944040,Public Instruction,,None,Tony Thurmond,13
San Joaquin,944060,Public Instruction,,None,Tony Thurmond,40
San Joaquin,944080,Public Instruction,,None,Tony Thurmond,15
San Joaquin,944081,Public Instruction,,None,Tony Thurmond,34
San Joaquin,944090,Public Instruction,,None,Tony Thurmond,3
San Joaquin,944110,Public Instruction,,None,Tony Thurmond,12
San Joaquin,944130,Public Instruction,,None,Tony Thurmond,36
San Joaquin,944140,Public Instruction,,None,Tony Thurmond,33
San Joaquin,945020,Public Instruction,,None,Tony Thurmond,9
San Joaquin,945040,Public Instruction,,None,Tony Thurmond,11
San Joaquin,945041,Public Instruction,,None,Tony Thurmond,3
San Joaquin,945050,Public Instruction,,None,Tony Thurmond,14
San Joaquin,945051,Public Instruction,,None,Tony Thurmond,15
San Joaquin,945052,Public Instruction,,None,Tony Thurmond,1
San Joaquin,945060,Public Instruction,,None,Tony Thurmond,4
San Joaquin,945090,Public Instruction,,None,Tony Thurmond,2
San Joaquin,SAN JOAQUIN CA,Public Instruction,,None,Tony Thurmond,73936
San Joaquin,0011101 Stockton,US House,9,Dem,Jerry McNerney,140
San Joaquin,0011102 Stockton,US House,9,Dem,Jerry McNerney,276
San Joaquin,0011103 Stockton,US House,9,Dem,Jerry McNerney,247
San Joaquin,0011104 Stockton,US House,9,Dem,Jerry McNerney,241
San Joaquin,0011105 Stockton,US House,9,Dem,Jerry McNerney,297
San Joaquin,0011106 Stockton,US House,9,Dem,Jerry McNerney,333
San Joaquin,0011107 Stockton,US House,9,Dem,Jerry McNerney,215
San Joaquin,0011108 Stockton,US House,9,Dem,Jerry McNerney,290
San Joaquin,0011109 Stockton,US House,9,Dem,Jerry McNerney,462
San Joaquin,0011111 Stockton,US House,9,Dem,Jerry McNerney,478
San Joaquin,0011112 Stockton,US House,9,Dem,Jerry McNerney,162
San Joaquin,0011113 Stockton,US House,9,Dem,Jerry McNerney,144
San Joaquin,0011114 Stockton,US House,9,Dem,Jerry McNerney,523
San Joaquin,0011115 Stockton,US House,9,Dem,Jerry McNerney,405
San Joaquin,0011116 Stockton,US House,9,Dem,Jerry McNerney,313
San Joaquin,0011117 Stockton,US House,9,Dem,Jerry McNerney,406
San Joaquin,0011118 Stockton,US House,9,Dem,Jerry McNerney,687
San Joaquin,0011119 Stockton,US House,9,Dem,Jerry McNerney,142
San Joaquin,0011120 Stockton,US House,9,Dem,Jerry McNerney,197
San Joaquin,0011122 Stockton,US House,9,Dem,Jerry McNerney,435
San Joaquin,0011124 Stockton,US House,9,Dem,Jerry McNerney,182
San Joaquin,0011125 Stockton,US House,9,Dem,Jerry McNerney,601
San Joaquin,0011127 Stockton,US House,9,Dem,Jerry McNerney,500
San Joaquin,0011130 Stockton,US House,9,Dem,Jerry McNerney,324
San Joaquin,0011137 Stockton,US House,9,Dem,Jerry McNerney,627
San Joaquin,0011139 Stockton,US House,9,Dem,Jerry McNerney,311
San Joaquin,0011140 Stockton,US House,9,Dem,Jerry McNerney,202
San Joaquin,0011142 Stockton,US House,9,Dem,Jerry McNerney,888
San Joaquin,0011147 Stockton,US House,9,Dem,Jerry McNerney,516
San Joaquin,0011149 Stockton,US House,9,Dem,Jerry McNerney,454
San Joaquin,0011151 Stockton,US House,9,Dem,Jerry McNerney,328
San Joaquin,0011152 Stockton,US House,9,Dem,Jerry McNerney,393
San Joaquin,0011155 Stockton,US House,9,Dem,Jerry McNerney,504
San Joaquin,0011158 Stockton,US House,9,Dem,Jerry McNerney,292
San Joaquin,0011166 Stockton,US House,9,Dem,Jerry McNerney,577
San Joaquin,0011201 Stockton,US House,9,Dem,Jerry McNerney,513
San Joaquin,0011203 Stockton,US House,9,Dem,Jerry McNerney,274
San Joaquin,0011204 Stockton,US House,9,Dem,Jerry McNerney,416
San Joaquin,0011205 Stockton,US House,9,Dem,Jerry McNerney,174
San Joaquin,0011206 Stockton,US House,9,Dem,Jerry McNerney,450
San Joaquin,0011208 Stockton,US House,9,Dem,Jerry McNerney,191
San Joaquin,0011209 Stockton,US House,9,Dem,Jerry McNerney,417
San Joaquin,0011210 Stockton,US House,9,Dem,Jerry McNerney,422
San Joaquin,0011211 Stockton,US House,9,Dem,Jerry McNerney,331
San Joaquin,0011212 Stockton,US House,9,Dem,Jerry McNerney,405
San Joaquin,0011213 Stockton,US House,9,Dem,Jerry McNerney,338
San Joaquin,0011214 Stockton,US House,9,Dem,Jerry McNerney,134
San Joaquin,0011215 Stockton,US House,9,Dem,Jerry McNerney,477
San Joaquin,0011216 Stockton,US House,9,Dem,Jerry McNerney,458
San Joaquin,0011217 Stockton,US House,9,Dem,Jerry McNerney,1181
San Joaquin,0011218 Stockton,US House,9,Dem,Jerry McNerney,738
San Joaquin,0011220 Stockton,US House,9,Dem,Jerry McNerney,275
San Joaquin,0011221 Stockton,US House,9,Dem,Jerry McNerney,563
San Joaquin,0011224 Stockton,US House,9,Dem,Jerry McNerney,370
San Joaquin,0011227 Stockton,US House,9,Dem,Jerry McNerney,480
San Joaquin,0011228 Stockton,US House,9,Dem,Jerry McNerney,212
San Joaquin,0011230 Stockton,US House,9,Dem,Jerry McNerney,415
San Joaquin,0011231 Stockton,US House,9,Dem,Jerry McNerney,538
San Joaquin,0011232 Stockton,US House,9,Dem,Jerry McNerney,448
San Joaquin,0011234 Stockton,US House,9,Dem,Jerry McNerney,396
San Joaquin,0011235 Stockton,US House,9,Dem,Jerry McNerney,578
San Joaquin,0011236 Stockton,US House,9,Dem,Jerry McNerney,349
San Joaquin,0011239 Stockton,US House,9,Dem,Jerry McNerney,202
San Joaquin,0011240 Stockton,US House,9,Dem,Jerry McNerney,211
San Joaquin,0011242 Stockton,US House,9,Dem,Jerry McNerney,488
San Joaquin,0011244 Stockton,US House,9,Dem,Jerry McNerney,381
San Joaquin,0011245 Stockton,US House,9,Dem,Jerry McNerney,348
San Joaquin,0011249 Stockton,US House,9,Dem,Jerry McNerney,466
San Joaquin,0011251 Stockton,US House,9,Dem,Jerry McNerney,226
San Joaquin,0011253 Stockton,US House,9,Dem,Jerry McNerney,392
San Joaquin,0011257 Stockton,US House,9,Dem,Jerry McNerney,334
San Joaquin,0011258 Stockton,US House,9,Dem,Jerry McNerney,618
San Joaquin,0011259 Stockton,US House,9,Dem,Jerry McNerney,220
San Joaquin,0011260 Stockton,US House,9,Dem,Jerry McNerney,228
San Joaquin,0011265 Stockton,US House,9,Dem,Jerry McNerney,201
San Joaquin,0011266 Stockton,US House,9,Dem,Jerry McNerney,311
San Joaquin,0011270 Stockton,US House,9,Dem,Jerry McNerney,374
San Joaquin,0011271 Stockton,US House,9,Dem,Jerry McNerney,321
San Joaquin,0011274 Stockton,US House,9,Dem,Jerry McNerney,508
San Joaquin,0011278 Stockton,US House,9,Dem,Jerry McNerney,429
San Joaquin,0011282 Stockton,US House,9,Dem,Jerry McNerney,92
San Joaquin,0011302 Stockton,US House,9,Dem,Jerry McNerney,602
San Joaquin,0011303 Stockton,US House,9,Dem,Jerry McNerney,645
San Joaquin,0011304 Stockton,US House,9,Dem,Jerry McNerney,642
San Joaquin,0011305 Stockton,US House,9,Dem,Jerry McNerney,549
San Joaquin,0011306 Stockton,US House,9,Dem,Jerry McNerney,522
San Joaquin,0011308 Stockton,US House,9,Dem,Jerry McNerney,567
San Joaquin,0011309 Stockton,US House,9,Dem,Jerry McNerney,914
San Joaquin,0011312 Stockton,US House,9,Dem,Jerry McNerney,429
San Joaquin,0011315 Stockton,US House,9,Dem,Jerry McNerney,372
San Joaquin,0011319 Stockton,US House,9,Dem,Jerry McNerney,625
San Joaquin,0011320 Stockton,US House,9,Dem,Jerry McNerney,544
San Joaquin,0011322 Stockton,US House,9,Dem,Jerry McNerney,404
San Joaquin,0011323 Stockton,US House,9,Dem,Jerry McNerney,631
San Joaquin,0011324 Stockton,US House,9,Dem,Jerry McNerney,340
San Joaquin,0011327 Stockton,US House,9,Dem,Jerry McNerney,460
San Joaquin,0011332 Stockton,US House,9,Dem,Jerry McNerney,561
San Joaquin,0011333 Stockton,US House,9,Dem,Jerry McNerney,268
San Joaquin,0011335 Stockton,US House,9,Dem,Jerry McNerney,421
San Joaquin,0011338 Stockton,US House,9,Dem,Jerry McNerney,377
San Joaquin,0011342 Stockton,US House,9,Dem,Jerry McNerney,216
San Joaquin,0011344 Stockton,US House,9,Dem,Jerry McNerney,426
San Joaquin,0011345 Stockton,US House,9,Dem,Jerry McNerney,274
San Joaquin,0011346 Stockton,US House,9,Dem,Jerry McNerney,323
San Joaquin,0011353 Stockton,US House,9,Dem,Jerry McNerney,333
San Joaquin,0033501 Tracy,US House,9,Dem,Josh Harder,646
San Joaquin,0033502 Tracy,US House,9,Dem,Josh Harder,686
San Joaquin,0033503 Tracy,US House,9,Dem,Josh Harder,470
San Joaquin,0033504 Tracy,US House,9,Dem,Josh Harder,353
San Joaquin,0033506 Tracy,US House,9,Dem,Josh Harder,472
San Joaquin,0033507 Tracy,US House,9,Dem,Josh Harder,541
San Joaquin,0033509 Tracy,US House,9,Dem,Josh Harder,576
San Joaquin,0033510 Tracy,US House,9,Dem,Josh Harder,671
San Joaquin,0033511 Tracy,US House,9,Dem,Josh Harder,562
San Joaquin,0033513 Tracy,US House,9,Dem,Josh Harder,565
San Joaquin,0033514 Tracy,US House,9,Dem,Josh Harder,830
San Joaquin,0033518 Tracy,US House,9,Dem,Josh Harder,509
San Joaquin,0033520 Tracy,US House,9,Dem,Josh Harder,652
San Joaquin,0033522 Tracy,US House,9,Dem,Josh Harder,562
San Joaquin,0033523 Tracy,US House,9,Dem,Josh Harder,443
San Joaquin,0033524 Tracy,US House,9,Dem,Josh Harder,353
San Joaquin,0033525 Tracy,US House,9,Dem,Josh Harder,353
San Joaquin,0033526 Tracy,US House,9,Dem,Josh Harder,264
San Joaquin,0033529 Tracy,US House,9,Dem,Josh Harder,550
San Joaquin,0033530 Tracy,US House,9,Dem,Josh Harder,1057
San Joaquin,0033534 Tracy,US House,9,Dem,Josh Harder,534
San Joaquin,0033535 Tracy,US House,9,Dem,Josh Harder,427
San Joaquin,0033537 Tracy,US House,9,Dem,Josh Harder,409
San Joaquin,0033540 Tracy,US House,9,Dem,Josh Harder,863
San Joaquin,0033543 Tracy,US House,9,Dem,Josh Harder,943
San Joaquin,0033545 Tracy,US House,9,Dem,Josh Harder,527
San Joaquin,0033546 Tracy,US House,9,Dem,Josh Harder,813
San Joaquin,0033547 Tracy,US House,9,Dem,Josh Harder,625
San Joaquin,0033551 Tracy,US House,9,Dem,Josh Harder,503
San Joaquin,0042401 Lodi,US House,9,Dem,Jerry McNerney,421
San Joaquin,0042402 Lodi,US House,9,Dem,Jerry McNerney,420
San Joaquin,0042403 Lodi,US House,9,Dem,Jerry McNerney,171
San Joaquin,0042404 Lodi,US House,9,Dem,Jerry McNerney,438
San Joaquin,0042405 Lodi,US House,9,Dem,Jerry McNerney,380
San Joaquin,0042406 Lodi,US House,9,Dem,Jerry McNerney,542
San Joaquin,0042407 Lodi,US House,9,Dem,Jerry McNerney,184
San Joaquin,0042408 Lodi,US House,9,Dem,Jerry McNerney,472
San Joaquin,0042409 Lodi,US House,9,Dem,Jerry McNerney,395
San Joaquin,0042413 Lodi,US House,9,Dem,Jerry McNerney,378
San Joaquin,0042417 Lodi,US House,9,Dem,Jerry McNerney,326
San Joaquin,0042418 Lodi,US House,9,Dem,Jerry McNerney,123
San Joaquin,0042419 Lodi,US House,9,Dem,Jerry McNerney,229
San Joaquin,0042420 Lodi,US House,9,Dem,Jerry McNerney,298
San Joaquin,0042421 Lodi,US House,9,Dem,Jerry McNerney,243
San Joaquin,0042423 Lodi,US House,9,Dem,Jerry McNerney,331
San Joaquin,0042424 Lodi,US House,9,Dem,Jerry McNerney,414
San Joaquin,0042426 Lodi,US House,9,Dem,Jerry McNerney,412
San Joaquin,0042427 Lodi,US House,9,Dem,Jerry McNerney,247
San Joaquin,0042430 Lodi,US House,9,Dem,Jerry McNerney,360
San Joaquin,0042434 Lodi,US House,9,Dem,Jerry McNerney,82
San Joaquin,0042437 Lodi,US House,9,Dem,Jerry McNerney,306
San Joaquin,0042439 Lodi,US House,9,Dem,Jerry McNerney,406
San Joaquin,0042449 Lodi,US House,9,Dem,Jerry McNerney,285
San Joaquin,0054301 Manteca,US House,9,Dem,Josh Harder,506
San Joaquin,0054302 Manteca,US House,9,Dem,Josh Harder,629
San Joaquin,0054304 Manteca,US House,9,Dem,Josh Harder,626
San Joaquin,0054305 Manteca,US House,9,Dem,Josh Harder,590
San Joaquin,0054307 Manteca,US House,9,Dem,Josh Harder,713
San Joaquin,0054310 Manteca,US House,9,Dem,Josh Harder,784
San Joaquin,0054312 Manteca,US House,9,Dem,Josh Harder,419
San Joaquin,0054318 Manteca,US House,9,Dem,Josh Harder,1267
San Joaquin,0054320 Manteca,US House,9,Dem,Josh Harder,569
San Joaquin,0054321 Manteca,US House,9,Dem,Josh Harder,596
San Joaquin,0054323 Manteca,US House,9,Dem,Josh Harder,627
San Joaquin,0054324 Manteca,US House,9,Dem,Josh Harder,217
San Joaquin,0054501 Manteca,US House,9,Dem,Josh Harder,524
San Joaquin,0054503 Manteca,US House,9,Dem,Josh Harder,482
San Joaquin,0054505 Manteca,US House,9,Dem,Josh Harder,886
San Joaquin,0054508 Manteca,US House,9,Dem,Josh Harder,597
San Joaquin,0054509 Manteca,US House,9,Dem,Josh Harder,413
San Joaquin,0054510 Manteca,US House,9,Dem,Josh Harder,394
San Joaquin,0054511 Manteca,US House,9,Dem,Josh Harder,657
San Joaquin,0054515 Manteca,US House,9,Dem,Josh Harder,493
San Joaquin,0054520 Manteca,US House,9,Dem,Josh Harder,491
San Joaquin,0054526 Manteca,US House,9,Dem,Josh Harder,209
San Joaquin,0064401 Escalon,US House,9,Dem,Josh Harder,397
San Joaquin,0064402 Escalon,US House,9,Dem,Josh Harder,88
San Joaquin,0064403 Escalon,US House,9,Dem,Josh Harder,453
San Joaquin,0064405 Escalon,US House,9,Dem,Josh Harder,69
San Joaquin,0074401 Ripon,US House,9,Dem,Josh Harder,423
San Joaquin,0074402 Ripon,US House,9,Dem,Josh Harder,547
San Joaquin,0074405 Ripon,US House,9,Dem,Josh Harder,468
San Joaquin,0074407 Ripon,US House,9,Dem,Josh Harder,591
San Joaquin,0084301 Lathrop,US House,9,Dem,Jerry McNerney,334
San Joaquin,0084302 Lathrop,US House,9,Dem,Jerry McNerney,481
San Joaquin,0084303 Lathrop,US House,9,Dem,Jerry McNerney,786
San Joaquin,0084306 Lathrop,US House,9,Dem,Jerry McNerney,535
San Joaquin,0084307 Lathrop,US House,9,Dem,Jerry McNerney,461
San Joaquin,0084308 Lathrop,US House,9,Dem,Jerry McNerney,436
San Joaquin,0084501 Lathrop,US House,9,Dem,Jerry McNerney,423
San Joaquin,91101,US House,9,Dem,Jerry McNerney,180
San Joaquin,91102,US House,9,Dem,Jerry McNerney,385
San Joaquin,91103,US House,9,Dem,Jerry McNerney,82
San Joaquin,91105,US House,9,Dem,Jerry McNerney,358
San Joaquin,91107,US House,9,Dem,Jerry McNerney,376
San Joaquin,91110,US House,9,Dem,Jerry McNerney,157
San Joaquin,91111,US House,9,Dem,Jerry McNerney,674
San Joaquin,91113,US House,9,Dem,Jerry McNerney,564
San Joaquin,91115,US House,9,Dem,Jerry McNerney,746
San Joaquin,91204,US House,9,Dem,Jerry McNerney,76
San Joaquin,91205,US House,9,Dem,Jerry McNerney,429
San Joaquin,91209,US House,9,Dem,Jerry McNerney,751
San Joaquin,91213,US House,9,Dem,Jerry McNerney,388
San Joaquin,91217,US House,9,Dem,Jerry McNerney,515
San Joaquin,91227,US House,9,Dem,Jerry McNerney,393
San Joaquin,91228,US House,9,Dem,Jerry McNerney,151
San Joaquin,91305,US House,9,Dem,Jerry McNerney,231
San Joaquin,91402,US House,9,Dem,Jerry McNerney,155
San Joaquin,91403,US House,9,Dem,Jerry McNerney,94
San Joaquin,91404,US House,9,Dem,Jerry McNerney,51
San Joaquin,91405,US House,9,Dem,Jerry McNerney,119
San Joaquin,91409,US House,9,Dem,Jerry McNerney,490
San Joaquin,91421,US House,9,Dem,Jerry McNerney,137
San Joaquin,92404,US House,9,Dem,Jerry McNerney,188
San Joaquin,92405,US House,9,Dem,Jerry McNerney,188
San Joaquin,92406,US House,9,Dem,Jerry McNerney,281
San Joaquin,92407,US House,9,Dem,Jerry McNerney,192
San Joaquin,92409,US House,9,Dem,Jerry McNerney,178
San Joaquin,92411,US House,9,Dem,Jerry McNerney,337
San Joaquin,92412,US House,9,Dem,Jerry McNerney,110
San Joaquin,92413,US House,9,Dem,Jerry McNerney,90
San Joaquin,92414,US House,9,Dem,Jerry McNerney,159
