precinct,office,district,party,candidate,votes,election_day,mail,county
7304,Secretary of State,,Dem,Alex Padilla,17,0,17,Sonoma
7305,Secretary of State,,Dem,Alex Padilla,64,0,64,Sonoma
7306,Secretary of State,,Dem,Alex Padilla,14,0,14,Sonoma
7307,Secretary of State,,Dem,Alex Padilla,36,0,36,Sonoma
7308,Secretary of State,,Dem,Alex Padilla,6,0,6,Sonoma
7309,Secretary of State,,Dem,Alex Padilla,16,0,16,Sonoma
7310,Secretary of State,,Dem,Alex Padilla,443,96,347,Sonoma
7311,Secretary of State,,Dem,Alex Padilla,56,0,56,Sonoma
7312,Secretary of State,,Dem,Alex Padilla,418,70,348,Sonoma
7313,Secretary of State,,Dem,Alex Padilla,354,90,264,Sonoma
7314,Secretary of State,,Dem,Alex Padilla,768,146,622,Sonoma
7315,Secretary of State,,Dem,Alex Padilla,14,0,14,Sonoma
7316,Secretary of State,,Dem,Alex Padilla,1216,297,919,Sonoma
7317,Secretary of State,,Dem,Alex Padilla,340,23,317,Sonoma
7318,Secretary of State,,Dem,Alex Padilla,256,39,217,Sonoma
7319,Secretary of State,,Dem,Alex Padilla,1154,281,873,Sonoma
7320,Secretary of State,,Dem,Alex Padilla,1040,233,807,Sonoma
7321,Secretary of State,,Dem,Alex Padilla,1586,413,1173,Sonoma
7322,Secretary of State,,Dem,Alex Padilla,1335,221,1114,Sonoma
7323,Secretary of State,,Dem,Alex Padilla,1013,236,777,Sonoma
7324,Secretary of State,,Dem,Alex Padilla,821,202,619,Sonoma
7401,Secretary of State,,Dem,Alex Padilla,62,0,62,Sonoma
7402,Secretary of State,,Dem,Alex Padilla,43,0,43,Sonoma
7403,Secretary of State,,Dem,Alex Padilla,456,131,325,Sonoma
7404,Secretary of State,,Dem,Alex Padilla,8,0,8,Sonoma
7405,Secretary of State,,Dem,Alex Padilla,1,0,1,Sonoma
7406,Secretary of State,,Dem,Alex Padilla,52,0,52,Sonoma
7407,Secretary of State,,Dem,Alex Padilla,568,92,476,Sonoma
7408,Secretary of State,,Dem,Alex Padilla,801,153,648,Sonoma
7409,Secretary of State,,Dem,Alex Padilla,4,0,4,Sonoma
7410,Secretary of State,,Dem,Alex Padilla,7,0,7,Sonoma
7411,Secretary of State,,Dem,Alex Padilla,1260,285,975,Sonoma
7412,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7413,Secretary of State,,Dem,Alex Padilla,24,0,24,Sonoma
7414,Secretary of State,,Dem,Alex Padilla,2,0,2,Sonoma
7415,Secretary of State,,Dem,Alex Padilla,15,0,15,Sonoma
7416,Secretary of State,,Dem,Alex Padilla,461,101,360,Sonoma
7417,Secretary of State,,Dem,Alex Padilla,99,0,99,Sonoma
7418,Secretary of State,,Dem,Alex Padilla,5,0,5,Sonoma
7419,Secretary of State,,Dem,Alex Padilla,11,0,11,Sonoma
7420,Secretary of State,,Dem,Alex Padilla,72,0,72,Sonoma
7421,Secretary of State,,Dem,Alex Padilla,92,0,92,Sonoma
7422,Secretary of State,,Dem,Alex Padilla,270,77,193,Sonoma
7423,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7424,Secretary of State,,Dem,Alex Padilla,54,0,54,Sonoma
7425,Secretary of State,,Dem,Alex Padilla,1,0,1,Sonoma
7426,Secretary of State,,Dem,Alex Padilla,26,0,26,Sonoma
7427,Secretary of State,,Dem,Alex Padilla,61,0,61,Sonoma
7428,Secretary of State,,Dem,Alex Padilla,834,180,654,Sonoma
7429,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7430,Secretary of State,,Dem,Alex Padilla,67,0,67,Sonoma
7431,Secretary of State,,Dem,Alex Padilla,18,0,18,Sonoma
7432,Secretary of State,,Dem,Alex Padilla,511,133,378,Sonoma
7433,Secretary of State,,Dem,Alex Padilla,16,0,16,Sonoma
7434,Secretary of State,,Dem,Alex Padilla,201,39,162,Sonoma
7435,Secretary of State,,Dem,Alex Padilla,68,0,68,Sonoma
7436,Secretary of State,,Dem,Alex Padilla,139,14,125,Sonoma
7437,Secretary of State,,Dem,Alex Padilla,110,0,110,Sonoma
7438,Secretary of State,,Dem,Alex Padilla,408,93,315,Sonoma
7439,Secretary of State,,Dem,Alex Padilla,1,0,1,Sonoma
7440,Secretary of State,,Dem,Alex Padilla,32,0,32,Sonoma
7441,Secretary of State,,Dem,Alex Padilla,38,0,38,Sonoma
7442,Secretary of State,,Dem,Alex Padilla,15,0,15,Sonoma
7443,Secretary of State,,Dem,Alex Padilla,122,0,122,Sonoma
7444,Secretary of State,,Dem,Alex Padilla,138,0,138,Sonoma
7445,Secretary of State,,Dem,Alex Padilla,535,119,416,Sonoma
7446,Secretary of State,,Dem,Alex Padilla,33,0,33,Sonoma
7447,Secretary of State,,Dem,Alex Padilla,15,0,15,Sonoma
7448,Secretary of State,,Dem,Alex Padilla,9,0,9,Sonoma
7449,Secretary of State,,Dem,Alex Padilla,3,0,3,Sonoma
7450,Secretary of State,,Dem,Alex Padilla,6,0,6,Sonoma
7451,Secretary of State,,Dem,Alex Padilla,10,0,10,Sonoma
7452,Secretary of State,,Dem,Alex Padilla,6,0,6,Sonoma
7453,Secretary of State,,Dem,Alex Padilla,1078,241,837,Sonoma
7454,Secretary of State,,Dem,Alex Padilla,969,202,767,Sonoma
7455,Secretary of State,,Dem,Alex Padilla,997,183,814,Sonoma
7456,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7457,Secretary of State,,Dem,Alex Padilla,1,0,1,Sonoma
7458,Secretary of State,,Dem,Alex Padilla,4,0,4,Sonoma
7459,Secretary of State,,Dem,Alex Padilla,1091,225,866,Sonoma
7460,Secretary of State,,Dem,Alex Padilla,18,0,18,Sonoma
7461,Secretary of State,,Dem,Alex Padilla,11,0,11,Sonoma
7462,Secretary of State,,Dem,Alex Padilla,770,166,604,Sonoma
7501,Secretary of State,,Dem,Alex Padilla,28,0,28,Sonoma
7502,Secretary of State,,Dem,Alex Padilla,1011,254,757,Sonoma
7503,Secretary of State,,Dem,Alex Padilla,1043,283,760,Sonoma
7504,Secretary of State,,Dem,Alex Padilla,374,71,303,Sonoma
7505,Secretary of State,,Dem,Alex Padilla,10,0,10,Sonoma
7506,Secretary of State,,Dem,Alex Padilla,420,113,307,Sonoma
7507,Secretary of State,,Dem,Alex Padilla,1223,319,904,Sonoma
7508,Secretary of State,,Dem,Alex Padilla,1025,222,803,Sonoma
7509,Secretary of State,,Dem,Alex Padilla,772,165,607,Sonoma
7510,Secretary of State,,Dem,Alex Padilla,29,0,29,Sonoma
7511,Secretary of State,,Dem,Alex Padilla,31,0,31,Sonoma
7512,Secretary of State,,Dem,Alex Padilla,117,0,117,Sonoma
7513,Secretary of State,,Dem,Alex Padilla,590,120,470,Sonoma
7514,Secretary of State,,Dem,Alex Padilla,1026,228,798,Sonoma
7515,Secretary of State,,Dem,Alex Padilla,581,93,488,Sonoma
7516,Secretary of State,,Dem,Alex Padilla,782,209,573,Sonoma
7517,Secretary of State,,Dem,Alex Padilla,9,0,9,Sonoma
7518,Secretary of State,,Dem,Alex Padilla,49,0,49,Sonoma
7519,Secretary of State,,Dem,Alex Padilla,377,91,286,Sonoma
7520,Secretary of State,,Dem,Alex Padilla,278,89,189,Sonoma
7521,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7522,Secretary of State,,Dem,Alex Padilla,77,0,77,Sonoma
7523,Secretary of State,,Dem,Alex Padilla,304,88,216,Sonoma
7524,Secretary of State,,Dem,Alex Padilla,112,0,112,Sonoma
7525,Secretary of State,,Dem,Alex Padilla,23,0,23,Sonoma
7526,Secretary of State,,Dem,Alex Padilla,29,0,29,Sonoma
7527,Secretary of State,,Dem,Alex Padilla,878,193,685,Sonoma
7528,Secretary of State,,Dem,Alex Padilla,567,147,420,Sonoma
7529,Secretary of State,,Dem,Alex Padilla,8,0,8,Sonoma
7530,Secretary of State,,Dem,Alex Padilla,8,0,8,Sonoma
7531,Secretary of State,,Dem,Alex Padilla,491,108,383,Sonoma
7532,Secretary of State,,Dem,Alex Padilla,589,124,465,Sonoma
7533,Secretary of State,,Dem,Alex Padilla,836,219,617,Sonoma
7534,Secretary of State,,Dem,Alex Padilla,140,0,140,Sonoma
7535,Secretary of State,,Dem,Alex Padilla,368,78,290,Sonoma
7536,Secretary of State,,Dem,Alex Padilla,128,0,128,Sonoma
7537,Secretary of State,,Dem,Alex Padilla,140,0,140,Sonoma
7538,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7539,Secretary of State,,Dem,Alex Padilla,650,133,517,Sonoma
7540,Secretary of State,,Dem,Alex Padilla,1354,312,1042,Sonoma
7541,Secretary of State,,Dem,Alex Padilla,527,128,399,Sonoma
7542,Secretary of State,,Dem,Alex Padilla,644,152,492,Sonoma
7543,Secretary of State,,Dem,Alex Padilla,33,0,33,Sonoma
7544,Secretary of State,,Dem,Alex Padilla,763,170,593,Sonoma
7545,Secretary of State,,Dem,Alex Padilla,97,0,97,Sonoma
7546,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7547,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7548,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7549,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7550,Secretary of State,,Dem,Alex Padilla,64,0,64,Sonoma
7551,Secretary of State,,Dem,Alex Padilla,25,0,25,Sonoma
7552,Secretary of State,,Dem,Alex Padilla,607,114,493,Sonoma
7553,Secretary of State,,Dem,Alex Padilla,20,0,20,Sonoma
7554,Secretary of State,,Dem,Alex Padilla,1549,317,1232,Sonoma
7555,Secretary of State,,Dem,Alex Padilla,124,0,124,Sonoma
7556,Secretary of State,,Dem,Alex Padilla,15,0,15,Sonoma
7557,Secretary of State,,Dem,Alex Padilla,297,50,247,Sonoma
7558,Secretary of State,,Dem,Alex Padilla,20,0,20,Sonoma
7559,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7560,Secretary of State,,Dem,Alex Padilla,601,69,532,Sonoma
7561,Secretary of State,,Dem,Alex Padilla,83,0,83,Sonoma
7562,Secretary of State,,Dem,Alex Padilla,10,0,10,Sonoma
7563,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7564,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7565,Secretary of State,,Dem,Alex Padilla,0,0,0,Sonoma
7566,Secretary of State,,Dem,Alex Padilla,1083,222,861,Sonoma
7567,Secretary of State,,Dem,Alex Padilla,1179,254,925,Sonoma
7568,Secretary of State,,Dem,Alex Padilla,1433,330,1103,Sonoma
7569,Secretary of State,,Dem,Alex Padilla,1110,267,843,Sonoma
7570,Secretary of State,,Dem,Alex Padilla,856,217,639,Sonoma
7571,Secretary of State,,Dem,Alex Padilla,109,0,109,Sonoma
1002,U.S. House,,NPP,Anthony Mills,5,0,5,Sonoma
1006,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1008,U.S. House,,NPP,Anthony Mills,26,0,26,Sonoma
1009,U.S. House,,NPP,Anthony Mills,21,0,21,Sonoma
1012,U.S. House,,NPP,Anthony Mills,1,0,1,Sonoma
1017,U.S. House,,NPP,Anthony Mills,84,36,48,Sonoma
1023,U.S. House,,NPP,Anthony Mills,185,48,137,Sonoma
1032,U.S. House,,NPP,Anthony Mills,17,0,17,Sonoma
1033,U.S. House,,NPP,Anthony Mills,9,0,9,Sonoma
1038,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
1039,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1040,U.S. House,,NPP,Anthony Mills,8,0,8,Sonoma
1041,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1043,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
1044,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1045,U.S. House,,NPP,Anthony Mills,7,0,7,Sonoma
1046,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1049,U.S. House,,NPP,Anthony Mills,6,0,6,Sonoma
1052,U.S. House,,NPP,Anthony Mills,18,0,18,Sonoma
1053,U.S. House,,NPP,Anthony Mills,24,0,24,Sonoma
1054,U.S. House,,NPP,Anthony Mills,1,0,1,Sonoma
1055,U.S. House,,NPP,Anthony Mills,40,0,40,Sonoma
1056,U.S. House,,NPP,Anthony Mills,23,0,23,Sonoma
1057,U.S. House,,NPP,Anthony Mills,4,0,4,Sonoma
1058,U.S. House,,NPP,Anthony Mills,1,0,1,Sonoma
1059,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1061,U.S. House,,NPP,Anthony Mills,8,0,8,Sonoma
1062,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1063,U.S. House,,NPP,Anthony Mills,8,0,8,Sonoma
1065,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
1067,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
1069,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1070,U.S. House,,NPP,Anthony Mills,5,0,5,Sonoma
1073,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1075,U.S. House,,NPP,Anthony Mills,6,0,6,Sonoma
1077,U.S. House,,NPP,Anthony Mills,46,12,34,Sonoma
1078,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
1079,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1080,U.S. House,,NPP,Anthony Mills,23,0,23,Sonoma
1083,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1084,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1085,U.S. House,,NPP,Anthony Mills,4,0,4,Sonoma
1086,U.S. House,,NPP,Anthony Mills,4,0,4,Sonoma
1104,U.S. House,,NPP,Anthony Mills,145,44,101,Sonoma
1105,U.S. House,,NPP,Anthony Mills,61,17,44,Sonoma
1106,U.S. House,,NPP,Anthony Mills,75,20,55,Sonoma
1109,U.S. House,,NPP,Anthony Mills,29,0,29,Sonoma
1110,U.S. House,,NPP,Anthony Mills,208,48,160,Sonoma
1111,U.S. House,,NPP,Anthony Mills,143,20,123,Sonoma
1114,U.S. House,,NPP,Anthony Mills,17,0,17,Sonoma
1115,U.S. House,,NPP,Anthony Mills,8,0,8,Sonoma
1119,U.S. House,,NPP,Anthony Mills,7,0,7,Sonoma
1120,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
1121,U.S. House,,NPP,Anthony Mills,248,54,194,Sonoma
1122,U.S. House,,NPP,Anthony Mills,118,15,103,Sonoma
1124,U.S. House,,NPP,Anthony Mills,219,16,203,Sonoma
1125,U.S. House,,NPP,Anthony Mills,9,0,9,Sonoma
1126,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1127,U.S. House,,NPP,Anthony Mills,65,15,50,Sonoma
1128,U.S. House,,NPP,Anthony Mills,196,49,147,Sonoma
1129,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
1130,U.S. House,,NPP,Anthony Mills,18,0,18,Sonoma
1133,U.S. House,,NPP,Anthony Mills,22,0,22,Sonoma
1134,U.S. House,,NPP,Anthony Mills,18,0,18,Sonoma
1136,U.S. House,,NPP,Anthony Mills,135,28,107,Sonoma
1144,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
1146,U.S. House,,NPP,Anthony Mills,26,0,26,Sonoma
1147,U.S. House,,NPP,Anthony Mills,13,0,13,Sonoma
1802,U.S. House,,NPP,Anthony Mills,196,45,151,Sonoma
1811,U.S. House,,NPP,Anthony Mills,16,0,16,Sonoma
1812,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
1814,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
2022,U.S. House,,NPP,Anthony Mills,14,0,14,Sonoma
2026,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
2028,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
2039,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
2301,U.S. House,,NPP,Anthony Mills,305,96,209,Sonoma
2601,U.S. House,,NPP,Anthony Mills,367,93,274,Sonoma
2602,U.S. House,,NPP,Anthony Mills,182,46,136,Sonoma
2604,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
2606,U.S. House,,NPP,Anthony Mills,287,84,203,Sonoma
3001,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
3002,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
3005,U.S. House,,NPP,Anthony Mills,35,7,28,Sonoma
3006,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
3011,U.S. House,,NPP,Anthony Mills,142,33,109,Sonoma
3017,U.S. House,,NPP,Anthony Mills,14,0,14,Sonoma
3021,U.S. House,,NPP,Anthony Mills,10,0,10,Sonoma
3024,U.S. House,,NPP,Anthony Mills,10,0,10,Sonoma
3102,U.S. House,,NPP,Anthony Mills,14,0,14,Sonoma
3104,U.S. House,,NPP,Anthony Mills,5,0,5,Sonoma
3105,U.S. House,,NPP,Anthony Mills,38,6,32,Sonoma
3110,U.S. House,,NPP,Anthony Mills,137,32,105,Sonoma
3111,U.S. House,,NPP,Anthony Mills,6,0,6,Sonoma
3114,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
3117,U.S. House,,NPP,Anthony Mills,101,23,78,Sonoma
3118,U.S. House,,NPP,Anthony Mills,1,0,1,Sonoma
3121,U.S. House,,NPP,Anthony Mills,4,0,4,Sonoma
3123,U.S. House,,NPP,Anthony Mills,46,10,36,Sonoma
3124,U.S. House,,NPP,Anthony Mills,111,31,80,Sonoma
3125,U.S. House,,NPP,Anthony Mills,22,0,22,Sonoma
3126,U.S. House,,NPP,Anthony Mills,140,22,118,Sonoma
3128,U.S. House,,NPP,Anthony Mills,221,67,154,Sonoma
3130,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
3133,U.S. House,,NPP,Anthony Mills,17,0,17,Sonoma
3137,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
3138,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
3142,U.S. House,,NPP,Anthony Mills,247,62,185,Sonoma
3601,U.S. House,,NPP,Anthony Mills,236,61,175,Sonoma
3602,U.S. House,,NPP,Anthony Mills,342,100,242,Sonoma
3603,U.S. House,,NPP,Anthony Mills,318,109,209,Sonoma
3605,U.S. House,,NPP,Anthony Mills,137,46,91,Sonoma
3609,U.S. House,,NPP,Anthony Mills,336,62,274,Sonoma
3611,U.S. House,,NPP,Anthony Mills,287,52,235,Sonoma
3614,U.S. House,,NPP,Anthony Mills,313,66,247,Sonoma
3616,U.S. House,,NPP,Anthony Mills,315,93,222,Sonoma
3618,U.S. House,,NPP,Anthony Mills,329,64,265,Sonoma
3621,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
3622,U.S. House,,NPP,Anthony Mills,60,0,60,Sonoma
4012,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
4015,U.S. House,,NPP,Anthony Mills,23,5,18,Sonoma
4017,U.S. House,,NPP,Anthony Mills,17,0,17,Sonoma
4018,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
4019,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
4027,U.S. House,,NPP,Anthony Mills,26,0,26,Sonoma
4037,U.S. House,,NPP,Anthony Mills,18,0,18,Sonoma
4039,U.S. House,,NPP,Anthony Mills,1,0,1,Sonoma
4054,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
4067,U.S. House,,NPP,Anthony Mills,8,0,8,Sonoma
4070,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
4101,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
4102,U.S. House,,NPP,Anthony Mills,7,0,7,Sonoma
4103,U.S. House,,NPP,Anthony Mills,191,46,145,Sonoma
4104,U.S. House,,NPP,Anthony Mills,30,0,30,Sonoma
4106,U.S. House,,NPP,Anthony Mills,14,0,14,Sonoma
4110,U.S. House,,NPP,Anthony Mills,254,55,199,Sonoma
4113,U.S. House,,NPP,Anthony Mills,22,0,22,Sonoma
4127,U.S. House,,NPP,Anthony Mills,158,38,120,Sonoma
4128,U.S. House,,NPP,Anthony Mills,9,0,9,Sonoma
4129,U.S. House,,NPP,Anthony Mills,10,0,10,Sonoma
5029,U.S. House,,NPP,Anthony Mills,16,0,16,Sonoma
5056,U.S. House,,NPP,Anthony Mills,21,0,21,Sonoma
5074,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
5101,U.S. House,,NPP,Anthony Mills,113,21,92,Sonoma
5104,U.S. House,,NPP,Anthony Mills,233,54,179,Sonoma
5107,U.S. House,,NPP,Anthony Mills,4,0,4,Sonoma
5108,U.S. House,,NPP,Anthony Mills,15,0,15,Sonoma
5110,U.S. House,,NPP,Anthony Mills,15,0,15,Sonoma
5114,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
5115,U.S. House,,NPP,Anthony Mills,96,27,69,Sonoma
5116,U.S. House,,NPP,Anthony Mills,26,0,26,Sonoma
5117,U.S. House,,NPP,Anthony Mills,24,0,24,Sonoma
5118,U.S. House,,NPP,Anthony Mills,28,0,28,Sonoma
5121,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
5122,U.S. House,,NPP,Anthony Mills,15,0,15,Sonoma
5124,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
5125,U.S. House,,NPP,Anthony Mills,23,0,23,Sonoma
5126,U.S. House,,NPP,Anthony Mills,26,0,26,Sonoma
7101,U.S. House,,NPP,Anthony Mills,34,0,34,Sonoma
7102,U.S. House,,NPP,Anthony Mills,48,10,38,Sonoma
7103,U.S. House,,NPP,Anthony Mills,7,0,7,Sonoma
7104,U.S. House,,NPP,Anthony Mills,86,14,72,Sonoma
7105,U.S. House,,NPP,Anthony Mills,12,0,12,Sonoma
7106,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7107,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
7108,U.S. House,,NPP,Anthony Mills,41,0,41,Sonoma
7109,U.S. House,,NPP,Anthony Mills,55,0,55,Sonoma
7110,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
7111,U.S. House,,NPP,Anthony Mills,25,0,25,Sonoma
7112,U.S. House,,NPP,Anthony Mills,101,21,80,Sonoma
7113,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7114,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7115,U.S. House,,NPP,Anthony Mills,7,0,7,Sonoma
7116,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7117,U.S. House,,NPP,Anthony Mills,10,0,10,Sonoma
7118,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7119,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7120,U.S. House,,NPP,Anthony Mills,129,45,84,Sonoma
7121,U.S. House,,NPP,Anthony Mills,6,0,6,Sonoma
7122,U.S. House,,NPP,Anthony Mills,5,0,5,Sonoma
7123,U.S. House,,NPP,Anthony Mills,42,5,37,Sonoma
7124,U.S. House,,NPP,Anthony Mills,9,0,9,Sonoma
7125,U.S. House,,NPP,Anthony Mills,8,0,8,Sonoma
7126,U.S. House,,NPP,Anthony Mills,4,0,4,Sonoma
7127,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7128,U.S. House,,NPP,Anthony Mills,5,0,5,Sonoma
7129,U.S. House,,NPP,Anthony Mills,10,0,10,Sonoma
7130,U.S. House,,NPP,Anthony Mills,11,0,11,Sonoma
7131,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7132,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
7133,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7134,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7135,U.S. House,,NPP,Anthony Mills,65,12,53,Sonoma
7136,U.S. House,,NPP,Anthony Mills,48,9,39,Sonoma
7137,U.S. House,,NPP,Anthony Mills,332,73,259,Sonoma
7138,U.S. House,,NPP,Anthony Mills,215,58,157,Sonoma
7139,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7140,U.S. House,,NPP,Anthony Mills,5,0,5,Sonoma
7141,U.S. House,,NPP,Anthony Mills,204,38,166,Sonoma
7142,U.S. House,,NPP,Anthony Mills,288,65,223,Sonoma
7143,U.S. House,,NPP,Anthony Mills,177,23,154,Sonoma
7144,U.S. House,,NPP,Anthony Mills,34,0,34,Sonoma
7145,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7146,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
7147,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7148,U.S. House,,NPP,Anthony Mills,156,34,122,Sonoma
7149,U.S. House,,NPP,Anthony Mills,95,34,61,Sonoma
7150,U.S. House,,NPP,Anthony Mills,4,0,4,Sonoma
7151,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7152,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7153,U.S. House,,NPP,Anthony Mills,47,13,34,Sonoma
7154,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7155,U.S. House,,NPP,Anthony Mills,6,0,6,Sonoma
7156,U.S. House,,NPP,Anthony Mills,100,19,81,Sonoma
7157,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7158,U.S. House,,NPP,Anthony Mills,2,0,2,Sonoma
7159,U.S. House,,NPP,Anthony Mills,19,0,19,Sonoma
7163,U.S. House,,NPP,Anthony Mills,4,0,4,Sonoma
7164,U.S. House,,NPP,Anthony Mills,3,0,3,Sonoma
7165,U.S. House,,NPP,Anthony Mills,19,0,19,Sonoma
7166,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7167,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7168,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7169,U.S. House,,NPP,Anthony Mills,9,0,9,Sonoma
7170,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7171,U.S. House,,NPP,Anthony Mills,369,86,283,Sonoma
7172,U.S. House,,NPP,Anthony Mills,24,0,24,Sonoma
7173,U.S. House,,NPP,Anthony Mills,90,20,70,Sonoma
7174,U.S. House,,NPP,Anthony Mills,117,18,99,Sonoma
7175,U.S. House,,NPP,Anthony Mills,231,64,167,Sonoma
7176,U.S. House,,NPP,Anthony Mills,145,33,112,Sonoma
7177,U.S. House,,NPP,Anthony Mills,36,0,36,Sonoma
7178,U.S. House,,NPP,Anthony Mills,216,46,170,Sonoma
7179,U.S. House,,NPP,Anthony Mills,257,57,200,Sonoma
7180,U.S. House,,NPP,Anthony Mills,23,0,23,Sonoma
7181,U.S. House,,NPP,Anthony Mills,8,0,8,Sonoma
7182,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7183,U.S. House,,NPP,Anthony Mills,293,37,256,Sonoma
7184,U.S. House,,NPP,Anthony Mills,199,38,161,Sonoma
7185,U.S. House,,NPP,Anthony Mills,205,46,159,Sonoma
7186,U.S. House,,NPP,Anthony Mills,223,46,177,Sonoma
7187,U.S. House,,NPP,Anthony Mills,208,48,160,Sonoma
7188,U.S. House,,NPP,Anthony Mills,175,25,150,Sonoma
7201,U.S. House,,NPP,Anthony Mills,40,0,40,Sonoma
7202,U.S. House,,NPP,Anthony Mills,0,0,0,Sonoma
7203,U.S. House,,NPP,Anthony Mills,408,103,305,Sonoma
