"","county","precinct","office","district","party","candidate","votes"
"16789","San Bernardino","UNI0786","Attorney General",NA,"Rep","Steven Bailey",35
"16790","San Bernardino","UNI0787","Attorney General",NA,"Rep","Steven Bailey",2
"16791","San Bernardino","UNI0789","Attorney General",NA,"Rep","Steven Bailey",3
"16792","San Bernardino","UNI0790","Attorney General",NA,"Rep","Steven Bailey",19
"16793","San Bernardino","UNI0791","Attorney General",NA,"Rep","Steven Bailey",4
"16794","San Bernardino","UNI0793","Attorney General",NA,"Rep","Steven Bailey",4
"16795","San Bernardino","UNI0795","Attorney General",NA,"Rep","Steven Bailey",4
"16796","San Bernardino","UNI0798","Attorney General",NA,"Rep","Steven Bailey",2
"16797","San Bernardino","UNI0834","Attorney General",NA,"Rep","Steven Bailey",46
"16798","San Bernardino","UNI0838","Attorney General",NA,"Rep","Steven Bailey",14
"16799","San Bernardino","UNI0839","Attorney General",NA,"Rep","Steven Bailey",34
"16800","San Bernardino","UNI0840","Attorney General",NA,"Rep","Steven Bailey",1027
"16801","San Bernardino","UNI0857","Attorney General",NA,"Rep","Steven Bailey",13
"16802","San Bernardino","UNI0858","Attorney General",NA,"Rep","Steven Bailey",4
"16803","San Bernardino","UNI0867","Attorney General",NA,"Rep","Steven Bailey",285
"16804","San Bernardino","UNI0869","Attorney General",NA,"Rep","Steven Bailey",210
"16805","San Bernardino","UNI0875","Attorney General",NA,"Rep","Steven Bailey",6
"16806","San Bernardino","UNI0876","Attorney General",NA,"Rep","Steven Bailey",24
"16807","San Bernardino","UNI0877","Attorney General",NA,"Rep","Steven Bailey",687
"16808","San Bernardino","UNI0915","Attorney General",NA,"Rep","Steven Bailey",48
"16809","San Bernardino","UNI0917","Attorney General",NA,"Rep","Steven Bailey",10
"16810","San Bernardino","UNI0918","Attorney General",NA,"Rep","Steven Bailey",2
"16811","San Bernardino","UNI0948","Attorney General",NA,"Rep","Steven Bailey",148
"16812","San Bernardino","UNI0992","Attorney General",NA,"Rep","Steven Bailey",63
"16813","San Bernardino","UNI0993","Attorney General",NA,"Rep","Steven Bailey",16
"16814","San Bernardino","UNI0994","Attorney General",NA,"Rep","Steven Bailey",24
"16815","San Bernardino","UNI0995","Attorney General",NA,"Rep","Steven Bailey",2
"16816","San Bernardino","UNI0996","Attorney General",NA,"Rep","Steven Bailey",0
"16817","San Bernardino","UNI1022","Attorney General",NA,"Rep","Steven Bailey",19
"16818","San Bernardino","UNI1023","Attorney General",NA,"Rep","Steven Bailey",138
"16819","San Bernardino","UNI1024","Attorney General",NA,"Rep","Steven Bailey",126
"16820","San Bernardino","UNI1025","Attorney General",NA,"Rep","Steven Bailey",44
"16821","San Bernardino","UNI1143","Attorney General",NA,"Rep","Steven Bailey",0
"16822","San Bernardino","UNI1144","Attorney General",NA,"Rep","Steven Bailey",3
"16823","San Bernardino","UNI1145","Attorney General",NA,"Rep","Steven Bailey",27
"16824","San Bernardino","UNI1146","Attorney General",NA,"Rep","Steven Bailey",12
"16825","San Bernardino","UNI1147","Attorney General",NA,"Rep","Steven Bailey",10
"16826","San Bernardino","UNI1148","Attorney General",NA,"Rep","Steven Bailey",8
"16827","San Bernardino","UNI1152","Attorney General",NA,"Rep","Steven Bailey",3
"16828","San Bernardino","UNI1153","Attorney General",NA,"Rep","Steven Bailey",14
"16829","San Bernardino","UNI1199","Attorney General",NA,"Rep","Steven Bailey",0
"16830","San Bernardino","UNI1200","Attorney General",NA,"Rep","Steven Bailey",169
"16831","San Bernardino","UNI1201","Attorney General",NA,"Rep","Steven Bailey",233
"16832","San Bernardino","UNI1202","Attorney General",NA,"Rep","Steven Bailey",331
"16833","San Bernardino","UNI1203","Attorney General",NA,"Rep","Steven Bailey",125
"16834","San Bernardino","UNI1204","Attorney General",NA,"Rep","Steven Bailey",126
"16835","San Bernardino","UNI1258","Attorney General",NA,"Rep","Steven Bailey",199
"16836","San Bernardino","UNI1259","Attorney General",NA,"Rep","Steven Bailey",52
"16837","San Bernardino","UNI1271","Attorney General",NA,"Rep","Steven Bailey",5
"16838","San Bernardino","UNI1274","Attorney General",NA,"Rep","Steven Bailey",254
"16839","San Bernardino","UNI1348","Attorney General",NA,"Rep","Steven Bailey",96
"16840","San Bernardino","UNI1349","Attorney General",NA,"Rep","Steven Bailey",37
"16841","San Bernardino","UNI1350","Attorney General",NA,"Rep","Steven Bailey",165
"16842","San Bernardino","UNI1351","Attorney General",NA,"Rep","Steven Bailey",160
"16843","San Bernardino","UNI1353","Attorney General",NA,"Rep","Steven Bailey",216
"16844","San Bernardino","UNI1354","Attorney General",NA,"Rep","Steven Bailey",275
"16845","San Bernardino","UNI1355","Attorney General",NA,"Rep","Steven Bailey",151
"16846","San Bernardino","UNI1357","Attorney General",NA,"Rep","Steven Bailey",30
"16847","San Bernardino","UNI1359","Attorney General",NA,"Rep","Steven Bailey",4
"16848","San Bernardino","UNI1457","Attorney General",NA,"Rep","Steven Bailey",138
"16849","San Bernardino","UNI1458","Attorney General",NA,"Rep","Steven Bailey",81
"16850","San Bernardino","UNI1459","Attorney General",NA,"Rep","Steven Bailey",92
"16851","San Bernardino","UNI1510","Attorney General",NA,"Rep","Steven Bailey",464
"16852","San Bernardino","UNI1511","Attorney General",NA,"Rep","Steven Bailey",8
"16853","San Bernardino","UNI1512","Attorney General",NA,"Rep","Steven Bailey",5
"16854","San Bernardino","UNI1513","Attorney General",NA,"Rep","Steven Bailey",6
"16855","San Bernardino","UNI1514","Attorney General",NA,"Rep","Steven Bailey",62
"16856","San Bernardino","UNI1515","Attorney General",NA,"Rep","Steven Bailey",2
"16857","San Bernardino","UNI1516","Attorney General",NA,"Rep","Steven Bailey",1
"16858","San Bernardino","UNI1517","Attorney General",NA,"Rep","Steven Bailey",322
"16859","San Bernardino","UNI1518","Attorney General",NA,"Rep","Steven Bailey",24
"16860","San Bernardino","UNI1527","Attorney General",NA,"Rep","Steven Bailey",161
"16861","San Bernardino","UNI1528","Attorney General",NA,"Rep","Steven Bailey",86
"16862","San Bernardino","UNI1529","Attorney General",NA,"Rep","Steven Bailey",128
"16863","San Bernardino","UNI1530","Attorney General",NA,"Rep","Steven Bailey",131
"16864","San Bernardino","UNI1531","Attorney General",NA,"Rep","Steven Bailey",141
"16865","San Bernardino","UNI1532","Attorney General",NA,"Rep","Steven Bailey",2
"16866","San Bernardino","UNI1566","Attorney General",NA,"Rep","Steven Bailey",11
"16867","San Bernardino","UNI1584","Attorney General",NA,"Rep","Steven Bailey",45
"16868","San Bernardino","UNI1585","Attorney General",NA,"Rep","Steven Bailey",36
"16869","San Bernardino","UNI1593","Attorney General",NA,"Rep","Steven Bailey",25
"16870","San Bernardino","UNI1594","Attorney General",NA,"Rep","Steven Bailey",1
"16871","San Bernardino","UNI1596","Attorney General",NA,"Rep","Steven Bailey",4
"16872","San Bernardino","UNI1597","Attorney General",NA,"Rep","Steven Bailey",429
"16873","San Bernardino","UNI1602","Attorney General",NA,"Rep","Steven Bailey",1
"16874","San Bernardino","UNI1603","Attorney General",NA,"Rep","Steven Bailey",31
"16875","San Bernardino","UNI1608","Attorney General",NA,"Rep","Steven Bailey",238
"16876","San Bernardino","UNI1613","Attorney General",NA,"Rep","Steven Bailey",12
"16877","San Bernardino","UNI1616","Attorney General",NA,"Rep","Steven Bailey",145
"16878","San Bernardino","UNI1627","Attorney General",NA,"Rep","Steven Bailey",55
"16879","San Bernardino","UNI1630","Attorney General",NA,"Rep","Steven Bailey",7
"16880","San Bernardino","UNI1637","Attorney General",NA,"Rep","Steven Bailey",21
"16881","San Bernardino","UNI1638","Attorney General",NA,"Rep","Steven Bailey",15
"16882","San Bernardino","UNI1652","Attorney General",NA,"Rep","Steven Bailey",0
"16883","San Bernardino","UNI1673","Attorney General",NA,"Rep","Steven Bailey",5
"16884","San Bernardino","UNI1676","Attorney General",NA,"Rep","Steven Bailey",3
"16885","San Bernardino","UNI1678","Attorney General",NA,"Rep","Steven Bailey",137
"16886","San Bernardino","UNI1681","Attorney General",NA,"Rep","Steven Bailey",4
"16887","San Bernardino","UNI1685","Attorney General",NA,"Rep","Steven Bailey",0
"16888","San Bernardino","UNI1686","Attorney General",NA,"Rep","Steven Bailey",39
"16889","San Bernardino","UNI1687","Attorney General",NA,"Rep","Steven Bailey",27
"16890","San Bernardino","UNI1689","Attorney General",NA,"Rep","Steven Bailey",16
"16891","San Bernardino","UNI1694","Attorney General",NA,"Rep","Steven Bailey",2
"16892","San Bernardino","UNI1711","Attorney General",NA,"Rep","Steven Bailey",26
"16893","San Bernardino","UNI1714","Attorney General",NA,"Rep","Steven Bailey",3
"16894","San Bernardino","UNI1729","Attorney General",NA,"Rep","Steven Bailey",1
"16895","San Bernardino","UNI1799","Attorney General",NA,"Rep","Steven Bailey",0
"16896","San Bernardino","UNI1801","Attorney General",NA,"Rep","Steven Bailey",7
"16897","San Bernardino","UNI1804","Attorney General",NA,"Rep","Steven Bailey",1
"16898","San Bernardino","UNI1805","Attorney General",NA,"Rep","Steven Bailey",0
"16899","San Bernardino","UNI1807","Attorney General",NA,"Rep","Steven Bailey",3
"16900","San Bernardino","UNI1819","Attorney General",NA,"Rep","Steven Bailey",105
"16901","San Bernardino","UNI1820","Attorney General",NA,"Rep","Steven Bailey",213
"16902","San Bernardino","UNI1906","Attorney General",NA,"Rep","Steven Bailey",67
"16903","San Bernardino","UNI1907","Attorney General",NA,"Rep","Steven Bailey",156
"16904","San Bernardino","UNI1908","Attorney General",NA,"Rep","Steven Bailey",79
"16905","San Bernardino","UNI1910","Attorney General",NA,"Rep","Steven Bailey",195
"16906","San Bernardino","UNI1911","Attorney General",NA,"Rep","Steven Bailey",318
"16907","San Bernardino","UNI1912","Attorney General",NA,"Rep","Steven Bailey",21
"16908","San Bernardino","UNI1913","Attorney General",NA,"Rep","Steven Bailey",182
"16909","San Bernardino","UNI1914","Attorney General",NA,"Rep","Steven Bailey",218
"16910","San Bernardino","UNI1915","Attorney General",NA,"Rep","Steven Bailey",25
"16911","San Bernardino","UNI1925","Attorney General",NA,"Rep","Steven Bailey",3
"16912","San Bernardino","UNI1939","Attorney General",NA,"Rep","Steven Bailey",98
"16913","San Bernardino","UNI1940","Attorney General",NA,"Rep","Steven Bailey",16
"16914","San Bernardino","UNI1941","Attorney General",NA,"Rep","Steven Bailey",56
"16915","San Bernardino","UNI1942","Attorney General",NA,"Rep","Steven Bailey",186
"16916","San Bernardino","UNI1943","Attorney General",NA,"Rep","Steven Bailey",100
"16917","San Bernardino","UNI1945","Attorney General",NA,"Rep","Steven Bailey",4
"16918","San Bernardino","UNI1949","Attorney General",NA,"Rep","Steven Bailey",1
"16919","San Bernardino","UNI1950","Attorney General",NA,"Rep","Steven Bailey",59
"16920","San Bernardino","UNI1952","Attorney General",NA,"Rep","Steven Bailey",175
"16921","San Bernardino","UNI1953","Attorney General",NA,"Rep","Steven Bailey",173
"16922","San Bernardino","UNI1979","Attorney General",NA,"Rep","Steven Bailey",30
"16923","San Bernardino","UNI1980","Attorney General",NA,"Rep","Steven Bailey",69
"16924","San Bernardino","UNI1981","Attorney General",NA,"Rep","Steven Bailey",33
"16925","San Bernardino","UNI1982","Attorney General",NA,"Rep","Steven Bailey",85
"16926","San Bernardino","UNI1983","Attorney General",NA,"Rep","Steven Bailey",47
"16927","San Bernardino","UNI1984","Attorney General",NA,"Rep","Steven Bailey",12
"16928","San Bernardino","UNI1997","Attorney General",NA,"Rep","Steven Bailey",186
"16929","San Bernardino","UNI2001","Attorney General",NA,"Rep","Steven Bailey",36
"16930","San Bernardino","UNI2009","Attorney General",NA,"Rep","Steven Bailey",107
"16931","San Bernardino","UNI2021","Attorney General",NA,"Rep","Steven Bailey",120
"16932","San Bernardino","UNI2022","Attorney General",NA,"Rep","Steven Bailey",25
"16933","San Bernardino","UNI2049","Attorney General",NA,"Rep","Steven Bailey",9
"16934","San Bernardino","UNI2050","Attorney General",NA,"Rep","Steven Bailey",114
"16935","San Bernardino","UNI2071","Attorney General",NA,"Rep","Steven Bailey",6
"16936","San Bernardino","UNI2075","Attorney General",NA,"Rep","Steven Bailey",121
"16937","San Bernardino","UNI2089","Attorney General",NA,"Rep","Steven Bailey",6
"16938","San Bernardino","UNI2090","Attorney General",NA,"Rep","Steven Bailey",13
"16939","San Bernardino","UNI2108","Attorney General",NA,"Rep","Steven Bailey",92
"16940","San Bernardino","UNI2120","Attorney General",NA,"Rep","Steven Bailey",2
"16941","San Bernardino","UNI2132","Attorney General",NA,"Rep","Steven Bailey",11
"16942","San Bernardino","UNI2133","Attorney General",NA,"Rep","Steven Bailey",54
"16943","San Bernardino","UNI2134","Attorney General",NA,"Rep","Steven Bailey",1
"16944","San Bernardino","UNI2135","Attorney General",NA,"Rep","Steven Bailey",9
"16945","San Bernardino","UNI2136","Attorney General",NA,"Rep","Steven Bailey",15
"16946","San Bernardino","UNI2171","Attorney General",NA,"Rep","Steven Bailey",2
"16947","San Bernardino","UNI2172","Attorney General",NA,"Rep","Steven Bailey",1
"16948","San Bernardino","UNI2184","Attorney General",NA,"Rep","Steven Bailey",49
"16949","San Bernardino","UNI2185","Attorney General",NA,"Rep","Steven Bailey",2
"16950","San Bernardino","UNI2189","Attorney General",NA,"Rep","Steven Bailey",246
"16951","San Bernardino","UNI2190","Attorney General",NA,"Rep","Steven Bailey",130
"16952","San Bernardino","UNI2191","Attorney General",NA,"Rep","Steven Bailey",40
"16953","San Bernardino","UNI2198","Attorney General",NA,"Rep","Steven Bailey",1
"16954","San Bernardino","UNI2200","Attorney General",NA,"Rep","Steven Bailey",418
"16955","San Bernardino","UNI2202","Attorney General",NA,"Rep","Steven Bailey",0
"16956","San Bernardino","UP10841","Attorney General",NA,"Rep","Steven Bailey",750
"16957","San Bernardino","UP10842","Attorney General",NA,"Rep","Steven Bailey",872
"16958","San Bernardino","UP10843","Attorney General",NA,"Rep","Steven Bailey",567
"16959","San Bernardino","UP10851","Attorney General",NA,"Rep","Steven Bailey",754
"16960","San Bernardino","UP10852","Attorney General",NA,"Rep","Steven Bailey",526
"16961","San Bernardino","UP10853","Attorney General",NA,"Rep","Steven Bailey",573
"16962","San Bernardino","UP11277","Attorney General",NA,"Rep","Steven Bailey",343
"16963","San Bernardino","UP11278","Attorney General",NA,"Rep","Steven Bailey",6
"16964","San Bernardino","UP11279","Attorney General",NA,"Rep","Steven Bailey",2
"16965","San Bernardino","UP11834","Attorney General",NA,"Rep","Steven Bailey",50
"16966","San Bernardino","UP11835","Attorney General",NA,"Rep","Steven Bailey",261
"16967","San Bernardino","UP20836","Attorney General",NA,"Rep","Steven Bailey",75
"16968","San Bernardino","UP20837","Attorney General",NA,"Rep","Steven Bailey",120
"16969","San Bernardino","UP20844","Attorney General",NA,"Rep","Steven Bailey",578
"16970","San Bernardino","UP20845","Attorney General",NA,"Rep","Steven Bailey",523
"16971","San Bernardino","UP20846","Attorney General",NA,"Rep","Steven Bailey",281
"16972","San Bernardino","UP20847","Attorney General",NA,"Rep","Steven Bailey",778
"16973","San Bernardino","UP20848","Attorney General",NA,"Rep","Steven Bailey",40
"16974","San Bernardino","UP20849","Attorney General",NA,"Rep","Steven Bailey",790
"16975","San Bernardino","UP20850","Attorney General",NA,"Rep","Steven Bailey",832
"16976","San Bernardino","UP20854","Attorney General",NA,"Rep","Steven Bailey",48
"16977","San Bernardino","UP20855","Attorney General",NA,"Rep","Steven Bailey",136
"16978","San Bernardino","UP21275","Attorney General",NA,"Rep","Steven Bailey",31
"16979","San Bernardino","UP21276","Attorney General",NA,"Rep","Steven Bailey",310
"16980","San Bernardino","UP21280","Attorney General",NA,"Rep","Steven Bailey",127
"16981","San Bernardino","UP21289","Attorney General",NA,"Rep","Steven Bailey",224
"16982","San Bernardino","UP21838","Attorney General",NA,"Rep","Steven Bailey",91
"16983","San Bernardino","UP31284","Attorney General",NA,"Rep","Steven Bailey",3
"16984","San Bernardino","UP31285","Attorney General",NA,"Rep","Steven Bailey",10
"16985","San Bernardino","UP31290","Attorney General",NA,"Rep","Steven Bailey",534
"16986","San Bernardino","UP31291","Attorney General",NA,"Rep","Steven Bailey",410
"16987","San Bernardino","UP31292","Attorney General",NA,"Rep","Steven Bailey",342
"16988","San Bernardino","UP31836","Attorney General",NA,"Rep","Steven Bailey",290
"16989","San Bernardino","UP41281","Attorney General",NA,"Rep","Steven Bailey",164
"16990","San Bernardino","UP41282","Attorney General",NA,"Rep","Steven Bailey",325
"16991","San Bernardino","UP41283","Attorney General",NA,"Rep","Steven Bailey",134
"16992","San Bernardino","UP41286","Attorney General",NA,"Rep","Steven Bailey",466
"16993","San Bernardino","UP41287","Attorney General",NA,"Rep","Steven Bailey",286
"16994","San Bernardino","UP41288","Attorney General",NA,"Rep","Steven Bailey",238
"16995","San Bernardino","UP41833","Attorney General",NA,"Rep","Steven Bailey",192
"16996","San Bernardino","UP41837","Attorney General",NA,"Rep","Steven Bailey",0
"16997","San Bernardino","VIC0368","Attorney General",NA,"Rep","Steven Bailey",100
"16998","San Bernardino","VIC0369","Attorney General",NA,"Rep","Steven Bailey",466
"16999","San Bernardino","VIC0377","Attorney General",NA,"Rep","Steven Bailey",247
"17000","San Bernardino","VIC0378","Attorney General",NA,"Rep","Steven Bailey",201
"17001","San Bernardino","VIC0379","Attorney General",NA,"Rep","Steven Bailey",9
"17002","San Bernardino","VIC0418","Attorney General",NA,"Rep","Steven Bailey",0
"17003","San Bernardino","VIC0421","Attorney General",NA,"Rep","Steven Bailey",2
"17004","San Bernardino","VIC0426","Attorney General",NA,"Rep","Steven Bailey",5
"17005","San Bernardino","VIC0427","Attorney General",NA,"Rep","Steven Bailey",219
"17006","San Bernardino","VIC0428","Attorney General",NA,"Rep","Steven Bailey",176
"17007","San Bernardino","VIC0429","Attorney General",NA,"Rep","Steven Bailey",68
"17008","San Bernardino","VIC0431","Attorney General",NA,"Rep","Steven Bailey",260
"17009","San Bernardino","VIC0432","Attorney General",NA,"Rep","Steven Bailey",230
"17010","San Bernardino","VIC0433","Attorney General",NA,"Rep","Steven Bailey",173
"17011","San Bernardino","VIC0434","Attorney General",NA,"Rep","Steven Bailey",4
"17012","San Bernardino","VIC0435","Attorney General",NA,"Rep","Steven Bailey",241
"17013","San Bernardino","VIC0436","Attorney General",NA,"Rep","Steven Bailey",216
"17014","San Bernardino","VIC0437","Attorney General",NA,"Rep","Steven Bailey",192
"17015","San Bernardino","VIC0438","Attorney General",NA,"Rep","Steven Bailey",240
"17016","San Bernardino","VIC0439","Attorney General",NA,"Rep","Steven Bailey",61
"17017","San Bernardino","VIC0440","Attorney General",NA,"Rep","Steven Bailey",270
"17018","San Bernardino","VIC0441","Attorney General",NA,"Rep","Steven Bailey",7
"17019","San Bernardino","VIC0442","Attorney General",NA,"Rep","Steven Bailey",258
"17020","San Bernardino","VIC0443","Attorney General",NA,"Rep","Steven Bailey",75
"17021","San Bernardino","VIC0444","Attorney General",NA,"Rep","Steven Bailey",110
"17022","San Bernardino","VIC0445","Attorney General",NA,"Rep","Steven Bailey",247
"17023","San Bernardino","VIC0446","Attorney General",NA,"Rep","Steven Bailey",416
"17024","San Bernardino","VIC0447","Attorney General",NA,"Rep","Steven Bailey",284
"17025","San Bernardino","VIC0449","Attorney General",NA,"Rep","Steven Bailey",192
"17026","San Bernardino","VIC0450","Attorney General",NA,"Rep","Steven Bailey",328
"17027","San Bernardino","VIC0451","Attorney General",NA,"Rep","Steven Bailey",441
"17028","San Bernardino","VIC0452","Attorney General",NA,"Rep","Steven Bailey",213
"17029","San Bernardino","VIC0453","Attorney General",NA,"Rep","Steven Bailey",282
"17030","San Bernardino","VIC0454","Attorney General",NA,"Rep","Steven Bailey",381
"17031","San Bernardino","VIC0455","Attorney General",NA,"Rep","Steven Bailey",393
"17032","San Bernardino","VIC0456","Attorney General",NA,"Rep","Steven Bailey",221
"17033","San Bernardino","VIC0457","Attorney General",NA,"Rep","Steven Bailey",375
"17034","San Bernardino","VIC0458","Attorney General",NA,"Rep","Steven Bailey",428
"17035","San Bernardino","VIC0459","Attorney General",NA,"Rep","Steven Bailey",25
"17036","San Bernardino","VIC0460","Attorney General",NA,"Rep","Steven Bailey",479
"17037","San Bernardino","VIC1604","Attorney General",NA,"Rep","Steven Bailey",112
"17038","San Bernardino","VIC1605","Attorney General",NA,"Rep","Steven Bailey",110
"17039","San Bernardino","VIC1617","Attorney General",NA,"Rep","Steven Bailey",11
"17040","San Bernardino","VIC1618","Attorney General",NA,"Rep","Steven Bailey",11
"17041","San Bernardino","VIC1821","Attorney General",NA,"Rep","Steven Bailey",21
"17042","San Bernardino","VIC1822","Attorney General",NA,"Rep","Steven Bailey",2
"17043","San Bernardino","VIC1823","Attorney General",NA,"Rep","Steven Bailey",54
"17044","San Bernardino","VIC1931","Attorney General",NA,"Rep","Steven Bailey",19
"17045","San Bernardino","VIC1932","Attorney General",NA,"Rep","Steven Bailey",1
"17046","San Bernardino","VIC1933","Attorney General",NA,"Rep","Steven Bailey",73
"17047","San Bernardino","VIC1934","Attorney General",NA,"Rep","Steven Bailey",300
"17048","San Bernardino","VIC1938","Attorney General",NA,"Rep","Steven Bailey",159
"17049","San Bernardino","VIC2041","Attorney General",NA,"Rep","Steven Bailey",3
"17050","San Bernardino","VIC2195","Attorney General",NA,"Rep","Steven Bailey",21
"17051","San Bernardino","VIC2196","Attorney General",NA,"Rep","Steven Bailey",188
"17052","San Bernardino","VIC2197","Attorney General",NA,"Rep","Steven Bailey",78
"17053","San Bernardino","VIC2201","Attorney General",NA,"Rep","Steven Bailey",178
"17054","San Bernardino","VY11898","Attorney General",NA,"Rep","Steven Bailey",141
"17055","San Bernardino","YU10781","Attorney General",NA,"Rep","Steven Bailey",1
"17056","San Bernardino","YU10800","Attorney General",NA,"Rep","Steven Bailey",492
"17057","San Bernardino","YU10802","Attorney General",NA,"Rep","Steven Bailey",812
"17058","San Bernardino","YU10803","Attorney General",NA,"Rep","Steven Bailey",748
"17059","San Bernardino","YU10810","Attorney General",NA,"Rep","Steven Bailey",238
"17060","San Bernardino","YU10815","Attorney General",NA,"Rep","Steven Bailey",3
"17061","San Bernardino","YU10829","Attorney General",NA,"Rep","Steven Bailey",107
"17062","San Bernardino","YU12095","Attorney General",NA,"Rep","Steven Bailey",47
"17063","San Bernardino","YU12104","Attorney General",NA,"Rep","Steven Bailey",2
"17064","San Bernardino","YU12164","Attorney General",NA,"Rep","Steven Bailey",103
"17065","San Bernardino","YU12165","Attorney General",NA,"Rep","Steven Bailey",258
"17066","San Bernardino","YU20801","Attorney General",NA,"Rep","Steven Bailey",0
"17067","San Bernardino","YU20811","Attorney General",NA,"Rep","Steven Bailey",304
"17068","San Bernardino","YU20812","Attorney General",NA,"Rep","Steven Bailey",484
"17069","San Bernardino","YU20817","Attorney General",NA,"Rep","Steven Bailey",160
"17070","San Bernardino","YU20821","Attorney General",NA,"Rep","Steven Bailey",717
"17071","San Bernardino","YU20828","Attorney General",NA,"Rep","Steven Bailey",2
"17072","San Bernardino","YU21779","Attorney General",NA,"Rep","Steven Bailey",438
"17073","San Bernardino","YU22096","Attorney General",NA,"Rep","Steven Bailey",24
"17074","San Bernardino","YU22097","Attorney General",NA,"Rep","Steven Bailey",157
"17075","San Bernardino","YU30813","Attorney General",NA,"Rep","Steven Bailey",423
"17076","San Bernardino","YU31777","Attorney General",NA,"Rep","Steven Bailey",240
"17077","San Bernardino","YU31778","Attorney General",NA,"Rep","Steven Bailey",365
"17078","San Bernardino","YU32099","Attorney General",NA,"Rep","Steven Bailey",54
"17079","San Bernardino","YU32100","Attorney General",NA,"Rep","Steven Bailey",301
"17080","San Bernardino","YU32101","Attorney General",NA,"Rep","Steven Bailey",198
"17081","San Bernardino","YU32102","Attorney General",NA,"Rep","Steven Bailey",170
"17082","San Bernardino","YU40806","Attorney General",NA,"Rep","Steven Bailey",743
"17083","San Bernardino","YU40807","Attorney General",NA,"Rep","Steven Bailey",980
"17084","San Bernardino","YU40819","Attorney General",NA,"Rep","Steven Bailey",295
"17085","San Bernardino","YU40824","Attorney General",NA,"Rep","Steven Bailey",166
"17086","San Bernardino","YU42103","Attorney General",NA,"Rep","Steven Bailey",144
"17087","San Bernardino","YU42105","Attorney General",NA,"Rep","Steven Bailey",126
"17088","San Bernardino","YU50814","Attorney General",NA,"Rep","Steven Bailey",104
"17089","San Bernardino","YU50816","Attorney General",NA,"Rep","Steven Bailey",1051
"17090","San Bernardino","YU50818","Attorney General",NA,"Rep","Steven Bailey",805
"17091","San Bernardino","YU50820","Attorney General",NA,"Rep","Steven Bailey",924
"17092","San Bernardino","YU50822","Attorney General",NA,"Rep","Steven Bailey",2
"17093","San Bernardino","YU50823","Attorney General",NA,"Rep","Steven Bailey",3
"17094","San Bernardino","YU50830","Attorney General",NA,"Rep","Steven Bailey",163
"17095","San Bernardino","YU50833","Attorney General",NA,"Rep","Steven Bailey",2
"17096","San Bernardino","YU51776","Attorney General",NA,"Rep","Steven Bailey",2
"17097","San Bernardino","YU52098","Attorney General",NA,"Rep","Steven Bailey",0
"17098","San Bernardino","YV10265","Attorney General",NA,"Rep","Steven Bailey",367
"17099","San Bernardino","YV11896","Attorney General",NA,"Rep","Steven Bailey",106
"17100","San Bernardino","YV11897","Attorney General",NA,"Rep","Steven Bailey",57
"17101","San Bernardino","YV20267","Attorney General",NA,"Rep","Steven Bailey",7
"17102","San Bernardino","YV20268","Attorney General",NA,"Rep","Steven Bailey",266
"17103","San Bernardino","YV20272","Attorney General",NA,"Rep","Steven Bailey",359
"17104","San Bernardino","YV21895","Attorney General",NA,"Rep","Steven Bailey",5
"17105","San Bernardino","YV22126","Attorney General",NA,"Rep","Steven Bailey",23
"17106","San Bernardino","YV22130","Attorney General",NA,"Rep","Steven Bailey",106
"17107","San Bernardino","YV22186","Attorney General",NA,"Rep","Steven Bailey",3
"17108","San Bernardino","YV30266","Attorney General",NA,"Rep","Steven Bailey",260
"17109","San Bernardino","YV30270","Attorney General",NA,"Rep","Steven Bailey",27
"17110","San Bernardino","YV30271","Attorney General",NA,"Rep","Steven Bailey",605
"17111","San Bernardino","YV31899","Attorney General",NA,"Rep","Steven Bailey",31
"17112","San Bernardino","YV32137","Attorney General",NA,"Rep","Steven Bailey",50
"17113","San Bernardino","YV40273","Attorney General",NA,"Rep","Steven Bailey",37
"17114","San Bernardino","YV40275","Attorney General",NA,"Rep","Steven Bailey",477
"17115","San Bernardino","YV41902","Attorney General",NA,"Rep","Steven Bailey",382
"17116","San Bernardino","YV41903","Attorney General",NA,"Rep","Steven Bailey",12
"17117","San Bernardino","YV41904","Attorney General",NA,"Rep","Steven Bailey",68
"17118","San Bernardino","YV42127","Attorney General",NA,"Rep","Steven Bailey",8
"17119","San Bernardino","YV42129","Attorney General",NA,"Rep","Steven Bailey",16
"17120","San Bernardino","YV50274","Attorney General",NA,"Rep","Steven Bailey",575
"17121","San Bernardino","YV51900","Attorney General",NA,"Rep","Steven Bailey",14
"17122","San Bernardino","YV51901","Attorney General",NA,"Rep","Steven Bailey",201
"17123","San Bernardino","YV52128","Attorney General",NA,"Rep","Steven Bailey",58
"17124","San Bernardino","SAN BERNARDINO","Attorney General",NA,"Rep","Steven Bailey",245656
"17125","San Bernardino","ADE0111","Insurance Commissioner",NA,"Dem","Ricardo Lara",0
"17126","San Bernardino","ADE0380","Insurance Commissioner",NA,"Dem","Ricardo Lara",357
"17127","San Bernardino","ADE0381","Insurance Commissioner",NA,"Dem","Ricardo Lara",198
"17128","San Bernardino","ADE0382","Insurance Commissioner",NA,"Dem","Ricardo Lara",450
"17129","San Bernardino","ADE0383","Insurance Commissioner",NA,"Dem","Ricardo Lara",622
"17130","San Bernardino","ADE0388","Insurance Commissioner",NA,"Dem","Ricardo Lara",2
