county,precinct,office,district,party,candidate,election_day,mail,total
Contra Costa,SRAM136 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM136 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM136 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM136 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM136 0,President,,REP,DONALD J. TRUMP,45,182,227
Contra Costa,SRAM137 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM137 0,President,,DEM,JOSEPH R. BIDEN,36,784,820
Contra Costa,SRAM137 0,President,,GRN,HOWIE HAWKINS,1,6,7
Contra Costa,SRAM137 0,President,,LIB,JO JORGENSEN,0,5,5
Contra Costa,SRAM137 0,President,,PFR,GLORIA LA RIVA,0,3,3
Contra Costa,SRAM137 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM137 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM137 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM137 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM137 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM137 0,President,,REP,DONALD J. TRUMP,33,211,244
Contra Costa,SRAM138 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,3,3
Contra Costa,SRAM138 0,President,,DEM,JOSEPH R. BIDEN,19,723,742
Contra Costa,SRAM138 0,President,,GRN,HOWIE HAWKINS,1,2,3
Contra Costa,SRAM138 0,President,,LIB,JO JORGENSEN,4,8,12
Contra Costa,SRAM138 0,President,,PFR,GLORIA LA RIVA,0,3,3
Contra Costa,SRAM138 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM138 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM138 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM138 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM138 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM138 0,President,,REP,DONALD J. TRUMP,22,152,174
Contra Costa,SRAM139 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM139 0,President,,DEM,JOSEPH R. BIDEN,26,541,567
Contra Costa,SRAM139 0,President,,GRN,HOWIE HAWKINS,0,8,8
Contra Costa,SRAM139 0,President,,LIB,JO JORGENSEN,1,10,11
Contra Costa,SRAM139 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM139 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM139 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM139 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM139 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM139 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM139 0,President,,REP,DONALD J. TRUMP,26,185,211
Contra Costa,SRAM140 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,4,4
Contra Costa,SRAM140 0,President,,DEM,JOSEPH R. BIDEN,33,616,649
Contra Costa,SRAM140 0,President,,GRN,HOWIE HAWKINS,0,6,6
Contra Costa,SRAM140 0,President,,LIB,JO JORGENSEN,0,8,8
Contra Costa,SRAM140 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM140 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM140 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM140 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM140 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM140 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM140 0,President,,REP,DONALD J. TRUMP,10,181,191
Contra Costa,SRAM141 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,6,6
Contra Costa,SRAM141 0,President,,DEM,JOSEPH R. BIDEN,24,521,545
Contra Costa,SRAM141 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,SRAM141 0,President,,LIB,JO JORGENSEN,3,8,11
Contra Costa,SRAM141 0,President,,PFR,GLORIA LA RIVA,0,3,3
Contra Costa,SRAM141 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM141 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM141 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM141 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM141 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM141 0,President,,REP,DONALD J. TRUMP,41,227,268
Contra Costa,SRAM142 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",2,1,3
Contra Costa,SRAM142 0,President,,DEM,JOSEPH R. BIDEN,32,572,604
Contra Costa,SRAM142 0,President,,GRN,HOWIE HAWKINS,0,4,4
Contra Costa,SRAM142 0,President,,LIB,JO JORGENSEN,0,8,8
Contra Costa,SRAM142 0,President,,PFR,GLORIA LA RIVA,0,5,5
Contra Costa,SRAM142 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM142 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM142 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM142 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM142 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM142 0,President,,REP,DONALD J. TRUMP,36,127,163
Contra Costa,SRAM143 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM143 0,President,,DEM,JOSEPH R. BIDEN,23,480,503
Contra Costa,SRAM143 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,SRAM143 0,President,,LIB,JO JORGENSEN,0,3,3
Contra Costa,SRAM143 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,SRAM143 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM143 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM143 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM143 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM143 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM143 0,President,,REP,DONALD J. TRUMP,39,209,248
Contra Costa,SRAM144 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM144 0,President,,DEM,JOSEPH R. BIDEN,34,605,639
Contra Costa,SRAM144 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM144 0,President,,LIB,JO JORGENSEN,0,4,4
Contra Costa,SRAM144 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM144 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM144 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM144 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM144 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM144 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM144 0,President,,REP,DONALD J. TRUMP,14,124,138
Contra Costa,SRAM145 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM145 0,President,,DEM,JOSEPH R. BIDEN,22,405,427
Contra Costa,SRAM145 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM145 0,President,,LIB,JO JORGENSEN,0,5,5
Contra Costa,SRAM145 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,SRAM145 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM145 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM145 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM145 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM145 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM145 0,President,,REP,DONALD J. TRUMP,16,117,133
Contra Costa,SRAM146 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM146 0,President,,DEM,JOSEPH R. BIDEN,6,351,357
Contra Costa,SRAM146 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM146 0,President,,LIB,JO JORGENSEN,1,5,6
Contra Costa,SRAM146 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM146 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM146 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM146 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM146 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM146 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM146 0,President,,REP,DONALD J. TRUMP,27,168,195
Contra Costa,SRAM801 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM801 0,President,,DEM,JOSEPH R. BIDEN,7,160,167
Contra Costa,SRAM801 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,SRAM801 0,President,,LIB,JO JORGENSEN,0,1,1
Contra Costa,SRAM801 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM801 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM801 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM801 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM801 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM801 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM801 0,President,,REP,DONALD J. TRUMP,5,36,41
Contra Costa,SRAM802 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,N/A,N/A
Contra Costa,SRAM802 0,President,,DEM,JOSEPH R. BIDEN,0,N/A,N/A
Contra Costa,SRAM802 0,President,,GRN,HOWIE HAWKINS,0,N/A,N/A
Contra Costa,SRAM802 0,President,,LIB,JO JORGENSEN,0,N/A,N/A
Contra Costa,SRAM802 0,President,,PFR,GLORIA LA RIVA,0,N/A,N/A
Contra Costa,SRAM802 0,President,,Qualified Write In,BRIAN CARROLL,0,N/A,N/A
Contra Costa,SRAM802 0,President,,Qualified Write In,BROCK PIERCE,0,N/A,N/A
Contra Costa,SRAM802 0,President,,Qualified Write In,JESSE VENTURA,0,N/A,N/A
Contra Costa,SRAM802 0,President,,Qualified Write In,JOSEPH KISHORE,0,N/A,N/A
Contra Costa,SRAM802 0,President,,Qualified Write In,MARK CHARLES,0,N/A,N/A
Contra Costa,SRAM802 0,President,,REP,DONALD J. TRUMP,0,N/A,N/A
Contra Costa,SRAM803 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,SRAM803 0,President,,DEM,JOSEPH R. BIDEN,N/A,42,43
Contra Costa,SRAM803 0,President,,GRN,HOWIE HAWKINS,N/A,1,1
Contra Costa,SRAM803 0,President,,LIB,JO JORGENSEN,N/A,0,0
Contra Costa,SRAM803 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,SRAM803 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,SRAM803 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,SRAM803 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,SRAM803 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,SRAM803 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,SRAM803 0,President,,REP,DONALD J. TRUMP,N/A,7,10
Contra Costa,SRAM804 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM804 0,President,,DEM,JOSEPH R. BIDEN,20,292,312
Contra Costa,SRAM804 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,SRAM804 0,President,,LIB,JO JORGENSEN,0,1,1
Contra Costa,SRAM804 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM804 0,President,,Qualified Write In,BRIAN CARROLL,0,1,1
Contra Costa,SRAM804 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM804 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM804 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM804 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM804 0,President,,REP,DONALD J. TRUMP,17,116,133
Contra Costa,SRAM805 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM805 0,President,,DEM,JOSEPH R. BIDEN,5,161,166
Contra Costa,SRAM805 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM805 0,President,,LIB,JO JORGENSEN,0,7,7
Contra Costa,SRAM805 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM805 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM805 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM805 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM805 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM805 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM805 0,President,,REP,DONALD J. TRUMP,7,76,83
Contra Costa,SRAM806 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM806 0,President,,DEM,JOSEPH R. BIDEN,6,101,107
Contra Costa,SRAM806 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM806 0,President,,LIB,JO JORGENSEN,0,0,0
Contra Costa,SRAM806 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,SRAM806 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM806 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM806 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM806 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM806 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM806 0,President,,REP,DONALD J. TRUMP,4,42,46
Contra Costa,SRAM807 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM807 0,President,,DEM,JOSEPH R. BIDEN,19,176,195
Contra Costa,SRAM807 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM807 0,President,,LIB,JO JORGENSEN,0,4,4
Contra Costa,SRAM807 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM807 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM807 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM807 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM807 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM807 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM807 0,President,,REP,DONALD J. TRUMP,10,80,90
Contra Costa,SRAM808 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM808 0,President,,DEM,JOSEPH R. BIDEN,8,238,246
Contra Costa,SRAM808 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,SRAM808 0,President,,LIB,JO JORGENSEN,0,2,2
Contra Costa,SRAM808 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM808 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM808 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM808 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM808 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM808 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM808 0,President,,REP,DONALD J. TRUMP,15,71,86
Contra Costa,SRAM809 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM809 0,President,,DEM,JOSEPH R. BIDEN,10,199,209
Contra Costa,SRAM809 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,SRAM809 0,President,,LIB,JO JORGENSEN,0,6,6
Contra Costa,SRAM809 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM809 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM809 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM809 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM809 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM809 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM809 0,President,,REP,DONALD J. TRUMP,9,79,88
Contra Costa,SRAM810 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM810 0,President,,DEM,JOSEPH R. BIDEN,8,292,300
Contra Costa,SRAM810 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,SRAM810 0,President,,LIB,JO JORGENSEN,1,5,6
Contra Costa,SRAM810 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM810 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM810 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM810 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM810 0,President,,Qualified Write In,JOSEPH KISHORE,0,1,1
Contra Costa,SRAM810 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM810 0,President,,REP,DONALD J. TRUMP,7,82,89
Contra Costa,SRAM811 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,SRAM811 0,President,,DEM,JOSEPH R. BIDEN,N/A,200,202
Contra Costa,SRAM811 0,President,,GRN,HOWIE HAWKINS,N/A,2,2
Contra Costa,SRAM811 0,President,,LIB,JO JORGENSEN,N/A,0,0
Contra Costa,SRAM811 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,SRAM811 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,SRAM811 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,SRAM811 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,SRAM811 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,SRAM811 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,SRAM811 0,President,,REP,DONALD J. TRUMP,N/A,52,58
Contra Costa,SRAM812 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,SRAM812 0,President,,DEM,JOSEPH R. BIDEN,5,156,161
Contra Costa,SRAM812 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,SRAM812 0,President,,LIB,JO JORGENSEN,0,0,0
Contra Costa,SRAM812 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM812 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM812 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM812 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM812 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM812 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM812 0,President,,REP,DONALD J. TRUMP,8,39,47
Contra Costa,SRAM813 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,SRAM813 0,President,,DEM,JOSEPH R. BIDEN,N/A,65,69
Contra Costa,SRAM813 0,President,,GRN,HOWIE HAWKINS,N/A,0,0
Contra Costa,SRAM813 0,President,,LIB,JO JORGENSEN,N/A,0,0
Contra Costa,SRAM813 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,SRAM813 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,SRAM813 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,SRAM813 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,SRAM813 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,SRAM813 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,SRAM813 0,President,,REP,DONALD J. TRUMP,N/A,17,18
Contra Costa,SRAM814 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,SRAM814 0,President,,DEM,JOSEPH R. BIDEN,N/A,60,63
Contra Costa,SRAM814 0,President,,GRN,HOWIE HAWKINS,N/A,0,0
Contra Costa,SRAM814 0,President,,LIB,JO JORGENSEN,N/A,0,0
Contra Costa,SRAM814 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,SRAM814 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,SRAM814 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,SRAM814 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,SRAM814 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,SRAM814 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,SRAM814 0,President,,REP,DONALD J. TRUMP,N/A,23,24
Contra Costa,SRAM815 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM815 0,President,,DEM,JOSEPH R. BIDEN,13,212,225
Contra Costa,SRAM815 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,SRAM815 0,President,,LIB,JO JORGENSEN,1,3,4
Contra Costa,SRAM815 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM815 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM815 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM815 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM815 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM815 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM815 0,President,,REP,DONALD J. TRUMP,20,42,62
Contra Costa,SRAM817 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM817 0,President,,DEM,JOSEPH R. BIDEN,12,241,253
Contra Costa,SRAM817 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM817 0,President,,LIB,JO JORGENSEN,0,3,3
Contra Costa,SRAM817 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM817 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM817 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM817 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM817 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM817 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM817 0,President,,REP,DONALD J. TRUMP,6,63,69
Contra Costa,SRAM818 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,SRAM818 0,President,,DEM,JOSEPH R. BIDEN,N/A,151,154
Contra Costa,SRAM818 0,President,,GRN,HOWIE HAWKINS,N/A,6,6
Contra Costa,SRAM818 0,President,,LIB,JO JORGENSEN,N/A,1,1
Contra Costa,SRAM818 0,President,,PFR,GLORIA LA RIVA,N/A,1,1
Contra Costa,SRAM818 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,SRAM818 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,SRAM818 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,SRAM818 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,SRAM818 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,SRAM818 0,President,,REP,DONALD J. TRUMP,N/A,29,30
Contra Costa,SRAM819 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,SRAM819 0,President,,DEM,JOSEPH R. BIDEN,10,261,271
Contra Costa,SRAM819 0,President,,GRN,HOWIE HAWKINS,0,4,4
Contra Costa,SRAM819 0,President,,LIB,JO JORGENSEN,0,2,2
Contra Costa,SRAM819 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,SRAM819 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM819 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM819 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM819 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM819 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM819 0,President,,REP,DONALD J. TRUMP,6,60,66
Contra Costa,SRAM820 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,SRAM820 0,President,,DEM,JOSEPH R. BIDEN,9,361,370
Contra Costa,SRAM820 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,SRAM820 0,President,,LIB,JO JORGENSEN,0,1,1
Contra Costa,SRAM820 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,SRAM820 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,SRAM820 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,SRAM820 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,SRAM820 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,SRAM820 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,SRAM820 0,President,,REP,DONALD J. TRUMP,9,91,100
