county,precinct,office,district,party,candidate,election_day,mail,total
Contra Costa,PTTS104 1,State House,14,DEM,TIM GRAYSON,32,468,500
Contra Costa,PTTS104 1,State House,14,REP,JANELL ELIZABETH PROCTOR,37,156,193
Contra Costa,PTTS105 0,State House,14,DEM,TIM GRAYSON,N/A,19,24
Contra Costa,PTTS105 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,7,9
Contra Costa,PTTS105 1,State House,14,DEM,TIM GRAYSON,19,272,291
Contra Costa,PTTS105 1,State House,14,REP,JANELL ELIZABETH PROCTOR,15,95,110
Contra Costa,PTTS106 0,State House,14,DEM,TIM GRAYSON,N/A,N/A,7
Contra Costa,PTTS106 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,N/A,3
Contra Costa,PTTS106 1,State House,14,DEM,TIM GRAYSON,38,534,572
Contra Costa,PTTS106 1,State House,14,REP,JANELL ELIZABETH PROCTOR,30,174,204
Contra Costa,PTTS107 0,State House,14,DEM,TIM GRAYSON,14,150,164
Contra Costa,PTTS107 0,State House,14,REP,JANELL ELIZABETH PROCTOR,13,62,75
Contra Costa,PTTS107 1,State House,14,DEM,TIM GRAYSON,29,497,526
Contra Costa,PTTS107 1,State House,14,REP,JANELL ELIZABETH PROCTOR,33,180,213
Contra Costa,PTTS109 0,State House,14,DEM,TIM GRAYSON,57,586,643
Contra Costa,PTTS109 0,State House,14,REP,JANELL ELIZABETH PROCTOR,33,149,182
Contra Costa,PTTS110 0,State House,14,DEM,TIM GRAYSON,60,576,636
Contra Costa,PTTS110 0,State House,14,REP,JANELL ELIZABETH PROCTOR,22,158,180
Contra Costa,PTTS111 0,State House,14,DEM,TIM GRAYSON,36,507,543
Contra Costa,PTTS111 0,State House,14,REP,JANELL ELIZABETH PROCTOR,36,205,241
Contra Costa,PTTS112 0,State House,14,DEM,TIM GRAYSON,36,460,496
Contra Costa,PTTS112 0,State House,14,REP,JANELL ELIZABETH PROCTOR,31,171,202
Contra Costa,PTTS113 0,State House,14,DEM,TIM GRAYSON,24,280,304
Contra Costa,PTTS113 0,State House,14,REP,JANELL ELIZABETH PROCTOR,19,68,87
Contra Costa,PTTS113 1,State House,14,DEM,TIM GRAYSON,19,252,271
Contra Costa,PTTS113 1,State House,14,REP,JANELL ELIZABETH PROCTOR,17,72,89
Contra Costa,PTTS117 0,State House,14,DEM,TIM GRAYSON,20,362,382
Contra Costa,PTTS117 0,State House,14,REP,JANELL ELIZABETH PROCTOR,29,157,186
Contra Costa,PTTS118 0,State House,14,DEM,TIM GRAYSON,33,531,564
Contra Costa,PTTS118 0,State House,14,REP,JANELL ELIZABETH PROCTOR,38,167,205
Contra Costa,PTTS121 0,State House,14,DEM,TIM GRAYSON,60,454,514
Contra Costa,PTTS121 0,State House,14,REP,JANELL ELIZABETH PROCTOR,42,148,190
Contra Costa,PTTS122 0,State House,14,DEM,TIM GRAYSON,31,477,508
Contra Costa,PTTS122 0,State House,14,REP,JANELL ELIZABETH PROCTOR,28,123,151
Contra Costa,PTTS123 0,State House,14,DEM,TIM GRAYSON,46,392,438
Contra Costa,PTTS123 0,State House,14,REP,JANELL ELIZABETH PROCTOR,24,94,118
Contra Costa,PTTS124 0,State House,14,DEM,TIM GRAYSON,33,355,388
Contra Costa,PTTS124 0,State House,14,REP,JANELL ELIZABETH PROCTOR,14,93,107
Contra Costa,PTTS125 0,State House,14,DEM,TIM GRAYSON,74,726,800
Contra Costa,PTTS125 0,State House,14,REP,JANELL ELIZABETH PROCTOR,40,161,201
Contra Costa,PTTS126 0,State House,14,DEM,TIM GRAYSON,32,467,499
Contra Costa,PTTS126 0,State House,14,REP,JANELL ELIZABETH PROCTOR,23,89,112
Contra Costa,PTTS127 0,State House,14,DEM,TIM GRAYSON,46,433,479
Contra Costa,PTTS127 0,State House,14,REP,JANELL ELIZABETH PROCTOR,15,100,115
Contra Costa,PTTS128 0,State House,14,DEM,TIM GRAYSON,47,701,748
Contra Costa,PTTS128 0,State House,14,REP,JANELL ELIZABETH PROCTOR,31,197,228
Contra Costa,PTTS129 0,State House,14,DEM,TIM GRAYSON,57,825,882
Contra Costa,PTTS129 0,State House,14,REP,JANELL ELIZABETH PROCTOR,24,240,264
Contra Costa,PTTS130 0,State House,14,DEM,TIM GRAYSON,25,468,493
Contra Costa,PTTS130 0,State House,14,REP,JANELL ELIZABETH PROCTOR,34,160,194
Contra Costa,PTTS131 0,State House,14,DEM,TIM GRAYSON,27,590,617
Contra Costa,PTTS131 0,State House,14,REP,JANELL ELIZABETH PROCTOR,21,168,189
Contra Costa,PTTS132 0,State House,14,DEM,TIM GRAYSON,40,666,706
Contra Costa,PTTS132 0,State House,14,REP,JANELL ELIZABETH PROCTOR,54,245,299
Contra Costa,PTTS133 0,State House,14,DEM,TIM GRAYSON,62,497,559
Contra Costa,PTTS133 0,State House,14,REP,JANELL ELIZABETH PROCTOR,36,157,193
Contra Costa,PTTS802 0,State House,14,DEM,TIM GRAYSON,N/A,0,N/A
Contra Costa,PTTS802 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,0,N/A
Contra Costa,RODO101 0,State House,14,DEM,TIM GRAYSON,31,570,601
Contra Costa,RODO101 0,State House,14,REP,JANELL ELIZABETH PROCTOR,44,205,249
Contra Costa,RODO102 0,State House,14,DEM,TIM GRAYSON,37,676,713
Contra Costa,RODO102 0,State House,14,REP,JANELL ELIZABETH PROCTOR,33,228,261
Contra Costa,RODO103 0,State House,14,DEM,TIM GRAYSON,90,735,825
Contra Costa,RODO103 0,State House,14,REP,JANELL ELIZABETH PROCTOR,76,267,343
Contra Costa,RODO104 0,State House,14,DEM,TIM GRAYSON,44,702,746
Contra Costa,RODO104 0,State House,14,REP,JANELL ELIZABETH PROCTOR,35,231,266
Contra Costa,RODO104 1,State House,14,DEM,TIM GRAYSON,N/A,N/A,N/A
Contra Costa,RODO104 1,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,N/A,N/A
Contra Costa,TASJ802 0,State House,14,DEM,TIM GRAYSON,N/A,59,59
Contra Costa,TASJ802 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,85,87
Contra Costa,TASJ802 1,State House,14,DEM,TIM GRAYSON,0,N/A,N/A
Contra Costa,TASJ802 1,State House,14,REP,JANELL ELIZABETH PROCTOR,0,N/A,N/A
Contra Costa,TASJ803 0,State House,14,DEM,TIM GRAYSON,N/A,12,12
Contra Costa,TASJ803 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,26,27
Contra Costa,TASJ803 1,State House,14,DEM,TIM GRAYSON,N/A,N/A,N/A
Contra Costa,TASJ803 1,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,N/A,N/A
Contra Costa,TASJ805 0,State House,14,DEM,TIM GRAYSON,6,72,78
Contra Costa,TASJ805 0,State House,14,REP,JANELL ELIZABETH PROCTOR,9,110,119
Contra Costa,TASJ806 0,State House,14,DEM,TIM GRAYSON,N/A,45,46
Contra Costa,TASJ806 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,60,66
Contra Costa,TESO801 0,State House,14,DEM,TIM GRAYSON,0,0,0
Contra Costa,TESO801 0,State House,14,REP,JANELL ELIZABETH PROCTOR,0,0,0
Contra Costa,VINE101 0,State House,14,DEM,TIM GRAYSON,25,283,308
Contra Costa,VINE101 0,State House,14,REP,JANELL ELIZABETH PROCTOR,32,143,175
Contra Costa,VINE101 1,State House,14,DEM,TIM GRAYSON,19,305,324
Contra Costa,VINE101 1,State House,14,REP,JANELL ELIZABETH PROCTOR,18,163,181
Contra Costa,VINE102 0,State House,14,DEM,TIM GRAYSON,30,322,352
Contra Costa,VINE102 0,State House,14,REP,JANELL ELIZABETH PROCTOR,51,156,207
Contra Costa,VINE801 0,State House,14,DEM,TIM GRAYSON,0,0,0
Contra Costa,VINE801 0,State House,14,REP,JANELL ELIZABETH PROCTOR,0,0,0
Contra Costa,VINE801 1,State House,14,DEM,TIM GRAYSON,N/A,74,77
Contra Costa,VINE801 1,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,64,69
Contra Costa,VINE802 0,State House,14,DEM,TIM GRAYSON,N/A,65,69
Contra Costa,VINE802 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,36,38
Contra Costa,VINE803 0,State House,14,DEM,TIM GRAYSON,N/A,22,22
Contra Costa,VINE803 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,12,16
Contra Costa,VINE804 0,State House,14,DEM,TIM GRAYSON,0,0,0
Contra Costa,VINE804 0,State House,14,REP,JANELL ELIZABETH PROCTOR,0,0,0
Contra Costa,VINE804 1,State House,14,DEM,TIM GRAYSON,0,0,0
Contra Costa,VINE804 1,State House,14,REP,JANELL ELIZABETH PROCTOR,0,0,0
Contra Costa,VINE805 0,State House,14,DEM,TIM GRAYSON,0,8,8
Contra Costa,VINE805 0,State House,14,REP,JANELL ELIZABETH PROCTOR,0,5,5
Contra Costa,WALD101 0,State House,14,DEM,TIM GRAYSON,20,591,611
Contra Costa,WALD101 0,State House,14,REP,JANELL ELIZABETH PROCTOR,30,191,221
Contra Costa,WALD104 0,State House,14,DEM,TIM GRAYSON,43,898,941
Contra Costa,WALD104 0,State House,14,REP,JANELL ELIZABETH PROCTOR,51,317,368
Contra Costa,WALD801 0,State House,14,DEM,TIM GRAYSON,N/A,90,91
Contra Costa,WALD801 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,26,29
Contra Costa,WALD802 0,State House,14,DEM,TIM GRAYSON,54,581,635
Contra Costa,WALD802 0,State House,14,REP,JANELL ELIZABETH PROCTOR,26,147,173
Contra Costa,WALD803 0,State House,14,DEM,TIM GRAYSON,0,10,10
Contra Costa,WALD803 0,State House,14,REP,JANELL ELIZABETH PROCTOR,0,5,5
Contra Costa,WALD804 0,State House,14,DEM,TIM GRAYSON,27,222,249
Contra Costa,WALD804 0,State House,14,REP,JANELL ELIZABETH PROCTOR,16,67,83
Contra Costa,WLCR115 0,State House,14,DEM,TIM GRAYSON,16,396,412
Contra Costa,WLCR115 0,State House,14,REP,JANELL ELIZABETH PROCTOR,25,164,189
Contra Costa,WLCR115 1,State House,14,DEM,TIM GRAYSON,0,16,16
Contra Costa,WLCR115 1,State House,14,REP,JANELL ELIZABETH PROCTOR,0,9,9
Contra Costa,WLCR118 0,State House,14,DEM,TIM GRAYSON,9,323,332
Contra Costa,WLCR118 0,State House,14,REP,JANELL ELIZABETH PROCTOR,22,142,164
Contra Costa,WLCR119 0,State House,14,DEM,TIM GRAYSON,31,752,783
Contra Costa,WLCR119 0,State House,14,REP,JANELL ELIZABETH PROCTOR,54,238,292
Contra Costa,WLCR130 0,State House,14,DEM,TIM GRAYSON,21,471,492
Contra Costa,WLCR130 0,State House,14,REP,JANELL ELIZABETH PROCTOR,31,223,254
Contra Costa,WLCR138 0,State House,14,DEM,TIM GRAYSON,31,609,640
Contra Costa,WLCR138 0,State House,14,REP,JANELL ELIZABETH PROCTOR,54,299,353
Contra Costa,WLCR139 0,State House,14,DEM,TIM GRAYSON,21,657,678
Contra Costa,WLCR139 0,State House,14,REP,JANELL ELIZABETH PROCTOR,53,284,337
Contra Costa,WLCR140 0,State House,14,DEM,TIM GRAYSON,29,676,705
Contra Costa,WLCR140 0,State House,14,REP,JANELL ELIZABETH PROCTOR,58,310,368
Contra Costa,WLCR141 0,State House,14,DEM,TIM GRAYSON,28,582,610
Contra Costa,WLCR141 0,State House,14,REP,JANELL ELIZABETH PROCTOR,29,292,321
Contra Costa,WLCR141 1,State House,14,DEM,TIM GRAYSON,4,117,121
Contra Costa,WLCR141 1,State House,14,REP,JANELL ELIZABETH PROCTOR,5,48,53
Contra Costa,WLCR801 0,State House,14,DEM,TIM GRAYSON,N/A,153,154
Contra Costa,WLCR801 0,State House,14,REP,JANELL ELIZABETH PROCTOR,N/A,78,83
Contra Costa,WLCR804 0,State House,14,DEM,TIM GRAYSON,3,152,155
Contra Costa,WLCR804 0,State House,14,REP,JANELL ELIZABETH PROCTOR,7,66,73
Contra Costa,WLCR805 0,State House,14,DEM,TIM GRAYSON,0,N/A,N/A
Contra Costa,WLCR805 0,State House,14,REP,JANELL ELIZABETH PROCTOR,0,N/A,N/A
Contra Costa,ELCR101 0,State House,15,DEM,BUFFY WICKS,30,1051,1081
Contra Costa,ELCR101 0,State House,15,NPP,SARA BRINK,11,109,120
Contra Costa,ELCR102 0,State House,15,DEM,BUFFY WICKS,29,1001,1030
Contra Costa,ELCR102 0,State House,15,NPP,SARA BRINK,17,128,145
Contra Costa,ELCR103 0,State House,15,DEM,BUFFY WICKS,55,681,736
Contra Costa,ELCR103 0,State House,15,NPP,SARA BRINK,21,162,183
Contra Costa,ELCR104 0,State House,15,DEM,BUFFY WICKS,44,1035,1079
Contra Costa,ELCR104 0,State House,15,NPP,SARA BRINK,17,168,185
Contra Costa,ELCR105 0,State House,15,DEM,BUFFY WICKS,28,741,769
Contra Costa,ELCR105 0,State House,15,NPP,SARA BRINK,13,129,142
Contra Costa,ELCR106 0,State House,15,DEM,BUFFY WICKS,25,599,624
Contra Costa,ELCR106 0,State House,15,NPP,SARA BRINK,9,82,91
Contra Costa,ELCR107 0,State House,15,DEM,BUFFY WICKS,27,607,634
Contra Costa,ELCR107 0,State House,15,NPP,SARA BRINK,17,102,119
Contra Costa,ELCR108 0,State House,15,DEM,BUFFY WICKS,18,730,748
Contra Costa,ELCR108 0,State House,15,NPP,SARA BRINK,11,113,124
Contra Costa,ELCR109 0,State House,15,DEM,BUFFY WICKS,48,935,983
Contra Costa,ELCR109 0,State House,15,NPP,SARA BRINK,18,96,114
Contra Costa,ELCR110 0,State House,15,DEM,BUFFY WICKS,42,924,966
Contra Costa,ELCR110 0,State House,15,NPP,SARA BRINK,11,112,123
Contra Costa,ELCR111 0,State House,15,DEM,BUFFY WICKS,26,734,760
Contra Costa,ELCR111 0,State House,15,NPP,SARA BRINK,8,107,115
Contra Costa,ELCR112 0,State House,15,DEM,BUFFY WICKS,29,705,734
Contra Costa,ELCR112 0,State House,15,NPP,SARA BRINK,13,124,137
Contra Costa,ELCR113 0,State House,15,DEM,BUFFY WICKS,59,1030,1089
Contra Costa,ELCR113 0,State House,15,NPP,SARA BRINK,14,131,145
Contra Costa,ELCR114 0,State House,15,DEM,BUFFY WICKS,30,588,618
Contra Costa,ELCR114 0,State House,15,NPP,SARA BRINK,6,72,78
Contra Costa,ELCR115 0,State House,15,DEM,BUFFY WICKS,31,529,560
Contra Costa,ELCR115 0,State House,15,NPP,SARA BRINK,12,112,124
Contra Costa,ELSO101 0,State House,15,DEM,BUFFY WICKS,58,676,734
Contra Costa,ELSO101 0,State House,15,NPP,SARA BRINK,36,164,200
Contra Costa,ELSO102 0,State House,15,DEM,BUFFY WICKS,47,805,852
Contra Costa,ELSO102 0,State House,15,NPP,SARA BRINK,32,222,254
Contra Costa,ELSO104 0,State House,15,DEM,BUFFY WICKS,21,629,650
Contra Costa,ELSO104 0,State House,15,NPP,SARA BRINK,11,178,189
Contra Costa,ELSO105 0,State House,15,DEM,BUFFY WICKS,37,725,762
Contra Costa,ELSO105 0,State House,15,NPP,SARA BRINK,36,218,254
Contra Costa,ELSO106 0,State House,15,DEM,BUFFY WICKS,34,589,623
Contra Costa,ELSO106 0,State House,15,NPP,SARA BRINK,21,139,160
Contra Costa,ELSO107 0,State House,15,DEM,BUFFY WICKS,25,362,387
Contra Costa,ELSO107 0,State House,15,NPP,SARA BRINK,10,80,90
Contra Costa,ELSO803 0,State House,15,DEM,BUFFY WICKS,N/A,16,16
Contra Costa,ELSO803 0,State House,15,NPP,SARA BRINK,N/A,2,4
Contra Costa,ELSO804 0,State House,15,DEM,BUFFY WICKS,27,420,447
Contra Costa,ELSO804 0,State House,15,NPP,SARA BRINK,24,112,136
Contra Costa,ELSO805 0,State House,15,DEM,BUFFY WICKS,N/A,76,77
Contra Costa,ELSO805 0,State House,15,NPP,SARA BRINK,N/A,18,18
Contra Costa,ELSO806 0,State House,15,DEM,BUFFY WICKS,N/A,77,80
Contra Costa,ELSO806 0,State House,15,NPP,SARA BRINK,N/A,21,24
Contra Costa,ELSO807 0,State House,15,DEM,BUFFY WICKS,N/A,N/A,N/A
Contra Costa,ELSO807 0,State House,15,NPP,SARA BRINK,N/A,N/A,N/A
Contra Costa,ELSO808 0,State House,15,DEM,BUFFY WICKS,N/A,N/A,N/A
Contra Costa,ELSO808 0,State House,15,NPP,SARA BRINK,N/A,N/A,N/A
Contra Costa,ELSO809 0,State House,15,DEM,BUFFY WICKS,N/A,N/A,N/A
Contra Costa,ELSO809 0,State House,15,NPP,SARA BRINK,N/A,N/A,N/A
Contra Costa,ELSO810 0,State House,15,DEM,BUFFY WICKS,N/A,61,64
Contra Costa,ELSO810 0,State House,15,NPP,SARA BRINK,N/A,17,20
Contra Costa,ERIC101 0,State House,15,DEM,BUFFY WICKS,56,847,903
Contra Costa,ERIC101 0,State House,15,NPP,SARA BRINK,15,149,164
Contra Costa,ERIC102 0,State House,15,DEM,BUFFY WICKS,46,921,967
Contra Costa,ERIC102 0,State House,15,NPP,SARA BRINK,17,143,160
Contra Costa,ERIC103 0,State House,15,DEM,BUFFY WICKS,14,350,364
Contra Costa,ERIC103 0,State House,15,NPP,SARA BRINK,9,89,98
Contra Costa,ERIC801 0,State House,15,DEM,BUFFY WICKS,0,13,13
Contra Costa,ERIC801 0,State House,15,NPP,SARA BRINK,0,2,2
Contra Costa,ERIC802 0,State House,15,DEM,BUFFY WICKS,N/A,16,16
Contra Costa,ERIC802 0,State House,15,NPP,SARA BRINK,N/A,4,4
Contra Costa,ERIC803 0,State House,15,DEM,BUFFY WICKS,0,0,0
Contra Costa,ERIC803 0,State House,15,NPP,SARA BRINK,0,0,0
Contra Costa,GIAN801 0,State House,15,DEM,BUFFY WICKS,11,235,246
Contra Costa,GIAN801 0,State House,15,NPP,SARA BRINK,12,62,74
Contra Costa,GIAN802 0,State House,15,DEM,BUFFY WICKS,14,193,207
Contra Costa,GIAN802 0,State House,15,NPP,SARA BRINK,3,39,42
Contra Costa,GIAN803 0,State House,15,DEM,BUFFY WICKS,10,214,224
Contra Costa,GIAN803 0,State House,15,NPP,SARA BRINK,3,54,57
Contra Costa,GIAN804 0,State House,15,DEM,BUFFY WICKS,11,264,275
Contra Costa,GIAN804 0,State House,15,NPP,SARA BRINK,8,53,61
Contra Costa,GIAN805 0,State House,15,DEM,BUFFY WICKS,N/A,155,158
Contra Costa,GIAN805 0,State House,15,NPP,SARA BRINK,N/A,54,57
Contra Costa,GIAN806 0,State House,15,DEM,BUFFY WICKS,5,240,245
Contra Costa,GIAN806 0,State House,15,NPP,SARA BRINK,5,66,71
Contra Costa,GIAN807 0,State House,15,DEM,BUFFY WICKS,N/A,249,251
Contra Costa,GIAN807 0,State House,15,NPP,SARA BRINK,N/A,67,71
Contra Costa,GIAN808 0,State House,15,DEM,BUFFY WICKS,9,184,193
Contra Costa,GIAN808 0,State House,15,NPP,SARA BRINK,7,54,61
Contra Costa,GIAN809 0,State House,15,DEM,BUFFY WICKS,8,224,232
Contra Costa,GIAN809 0,State House,15,NPP,SARA BRINK,6,76,82
Contra Costa,GIAN810 0,State House,15,DEM,BUFFY WICKS,7,159,166
Contra Costa,GIAN810 0,State House,15,NPP,SARA BRINK,4,59,63
Contra Costa,GIAN811 0,State House,15,DEM,BUFFY WICKS,4,200,204
Contra Costa,GIAN811 0,State House,15,NPP,SARA BRINK,7,60,67
Contra Costa,GIAN812 0,State House,15,DEM,BUFFY WICKS,N/A,161,162
Contra Costa,GIAN812 0,State House,15,NPP,SARA BRINK,N/A,46,53
Contra Costa,GIAN813 0,State House,15,DEM,BUFFY WICKS,N/A,94,97
Contra Costa,GIAN813 0,State House,15,NPP,SARA BRINK,N/A,33,35
Contra Costa,GIAN814 0,State House,15,DEM,BUFFY WICKS,15,230,245
Contra Costa,GIAN814 0,State House,15,NPP,SARA BRINK,8,59,67
Contra Costa,GIAN815 0,State House,15,DEM,BUFFY WICKS,N/A,148,152
Contra Costa,GIAN815 0,State House,15,NPP,SARA BRINK,N/A,37,40
Contra Costa,HERC101 0,State House,15,DEM,BUFFY WICKS,55,926,981
Contra Costa,HERC101 0,State House,15,NPP,SARA BRINK,31,238,269
Contra Costa,HERC102 0,State House,15,DEM,BUFFY WICKS,56,891,947
Contra Costa,HERC102 0,State House,15,NPP,SARA BRINK,23,227,250
Contra Costa,HERC103 0,State House,15,DEM,BUFFY WICKS,37,521,558
Contra Costa,HERC103 0,State House,15,NPP,SARA BRINK,23,106,129
Contra Costa,HERC104 0,State House,15,DEM,BUFFY WICKS,41,666,707
Contra Costa,HERC104 0,State House,15,NPP,SARA BRINK,30,145,175
Contra Costa,HERC105 0,State House,15,DEM,BUFFY WICKS,30,473,503
Contra Costa,HERC105 0,State House,15,NPP,SARA BRINK,19,137,156
Contra Costa,HERC106 0,State House,15,DEM,BUFFY WICKS,33,694,727
Contra Costa,HERC106 0,State House,15,NPP,SARA BRINK,15,177,192
Contra Costa,HERC107 0,State House,15,DEM,BUFFY WICKS,49,816,865
Contra Costa,HERC107 0,State House,15,NPP,SARA BRINK,29,171,200
Contra Costa,HERC108 0,State House,15,DEM,BUFFY WICKS,38,642,680
Contra Costa,HERC108 0,State House,15,NPP,SARA BRINK,16,169,185
Contra Costa,HERC109 0,State House,15,DEM,BUFFY WICKS,46,843,889
Contra Costa,HERC109 0,State House,15,NPP,SARA BRINK,15,161,176
Contra Costa,HERC110 0,State House,15,DEM,BUFFY WICKS,19,540,559
Contra Costa,HERC110 0,State House,15,NPP,SARA BRINK,24,152,176
Contra Costa,HERC111 0,State House,15,DEM,BUFFY WICKS,19,634,653
Contra Costa,HERC111 0,State House,15,NPP,SARA BRINK,20,177,197
Contra Costa,HERC113 0,State House,15,DEM,BUFFY WICKS,40,727,767
Contra Costa,HERC113 0,State House,15,NPP,SARA BRINK,16,198,214
Contra Costa,HERC114 0,State House,15,DEM,BUFFY WICKS,38,660,698
Contra Costa,HERC114 0,State House,15,NPP,SARA BRINK,20,147,167
Contra Costa,HERC115 0,State House,15,DEM,BUFFY WICKS,13,429,442
Contra Costa,HERC115 0,State House,15,NPP,SARA BRINK,9,101,110
Contra Costa,HERC802 0,State House,15,DEM,BUFFY WICKS,4,142,146
Contra Costa,HERC802 0,State House,15,NPP,SARA BRINK,9,33,42
Contra Costa,KENS101 0,State House,15,DEM,BUFFY WICKS,23,569,592
Contra Costa,KENS101 0,State House,15,NPP,SARA BRINK,6,61,67
Contra Costa,KENS102 0,State House,15,DEM,BUFFY WICKS,27,670,697
Contra Costa,KENS102 0,State House,15,NPP,SARA BRINK,7,76,83
Contra Costa,KENS103 0,State House,15,DEM,BUFFY WICKS,43,1075,1118
Contra Costa,KENS103 0,State House,15,NPP,SARA BRINK,16,130,146
Contra Costa,KENS104 0,State House,15,DEM,BUFFY WICKS,36,923,959
Contra Costa,KENS104 0,State House,15,NPP,SARA BRINK,10,92,102
Contra Costa,KENS802 0,State House,15,DEM,BUFFY WICKS,0,N/A,N/A
Contra Costa,KENS802 0,State House,15,NPP,SARA BRINK,0,N/A,N/A
Contra Costa,KENS803 0,State House,15,DEM,BUFFY WICKS,0,0,0
Contra Costa,KENS803 0,State House,15,NPP,SARA BRINK,0,0,0
Contra Costa,NRIC102 0,State House,15,DEM,BUFFY WICKS,29,297,326
Contra Costa,NRIC102 0,State House,15,NPP,SARA BRINK,11,70,81
Contra Costa,NRIC801 0,State House,15,DEM,BUFFY WICKS,5,83,88
Contra Costa,NRIC801 0,State House,15,NPP,SARA BRINK,4,14,18
Contra Costa,NRIC802 0,State House,15,DEM,BUFFY WICKS,N/A,N/A,N/A
Contra Costa,NRIC802 0,State House,15,NPP,SARA BRINK,N/A,N/A,N/A
Contra Costa,NRIC802 1,State House,15,DEM,BUFFY WICKS,0,0,0
Contra Costa,NRIC802 1,State House,15,NPP,SARA BRINK,0,0,0
Contra Costa,NRIC803 0,State House,15,DEM,BUFFY WICKS,19,276,295
Contra Costa,NRIC803 0,State House,15,NPP,SARA BRINK,10,68,78
Contra Costa,PINL102 0,State House,15,DEM,BUFFY WICKS,44,574,618
Contra Costa,PINL102 0,State House,15,NPP,SARA BRINK,30,133,163
Contra Costa,PINL103 0,State House,15,DEM,BUFFY WICKS,44,659,703
Contra Costa,PINL103 0,State House,15,NPP,SARA BRINK,35,155,190
Contra Costa,PINL104 0,State House,15,DEM,BUFFY WICKS,35,478,513
Contra Costa,PINL104 0,State House,15,NPP,SARA BRINK,27,150,177
Contra Costa,PINL105 0,State House,15,DEM,BUFFY WICKS,34,682,716
Contra Costa,PINL105 0,State House,15,NPP,SARA BRINK,20,182,202
Contra Costa,PINL106 0,State House,15,DEM,BUFFY WICKS,20,536,556
Contra Costa,PINL106 0,State House,15,NPP,SARA BRINK,13,145,158
Contra Costa,PINL107 0,State House,15,DEM,BUFFY WICKS,32,442,474
Contra Costa,PINL107 0,State House,15,NPP,SARA BRINK,14,131,145
Contra Costa,PINL108 0,State House,15,DEM,BUFFY WICKS,20,699,719
Contra Costa,PINL108 0,State House,15,NPP,SARA BRINK,26,166,192
Contra Costa,PINL109 0,State House,15,DEM,BUFFY WICKS,22,449,471
Contra Costa,PINL109 0,State House,15,NPP,SARA BRINK,14,113,127
Contra Costa,PINL110 0,State House,15,DEM,BUFFY WICKS,29,719,748
Contra Costa,PINL110 0,State House,15,NPP,SARA BRINK,24,219,243
Contra Costa,PINL111 0,State House,15,DEM,BUFFY WICKS,33,638,671
Contra Costa,PINL111 0,State House,15,NPP,SARA BRINK,27,200,227
Contra Costa,PINL112 0,State House,15,DEM,BUFFY WICKS,36,646,682
Contra Costa,PINL112 0,State House,15,NPP,SARA BRINK,33,187,220
Contra Costa,PINL801 0,State House,15,DEM,BUFFY WICKS,N/A,6,6
Contra Costa,PINL801 0,State House,15,NPP,SARA BRINK,N/A,2,2
Contra Costa,PINL802 0,State House,15,DEM,BUFFY WICKS,N/A,163,164
Contra Costa,PINL802 0,State House,15,NPP,SARA BRINK,N/A,51,53
Contra Costa,PINL803 0,State House,15,DEM,BUFFY WICKS,N/A,49,51
Contra Costa,PINL803 0,State House,15,NPP,SARA BRINK,N/A,18,21
Contra Costa,RICH101 0,State House,15,DEM,BUFFY WICKS,46,764,810
Contra Costa,RICH101 0,State House,15,NPP,SARA BRINK,13,124,137
Contra Costa,RICH102 0,State House,15,DEM,BUFFY WICKS,30,464,494
Contra Costa,RICH102 0,State House,15,NPP,SARA BRINK,22,61,83
Contra Costa,RICH103 0,State House,15,DEM,BUFFY WICKS,36,642,678
Contra Costa,RICH103 0,State House,15,NPP,SARA BRINK,9,99,108
Contra Costa,RICH104 0,State House,15,DEM,BUFFY WICKS,56,1013,1069
Contra Costa,RICH104 0,State House,15,NPP,SARA BRINK,24,171,195
Contra Costa,RICH105 0,State House,15,DEM,BUFFY WICKS,52,1121,1173
Contra Costa,RICH105 0,State House,15,NPP,SARA BRINK,23,177,200
Contra Costa,RICH106 0,State House,15,DEM,BUFFY WICKS,37,651,688
Contra Costa,RICH106 0,State House,15,NPP,SARA BRINK,13,152,165
Contra Costa,RICH108 0,State House,15,DEM,BUFFY WICKS,28,716,744
Contra Costa,RICH108 0,State House,15,NPP,SARA BRINK,17,122,139
Contra Costa,RICH109 0,State House,15,DEM,BUFFY WICKS,69,459,528
Contra Costa,RICH109 0,State House,15,NPP,SARA BRINK,13,78,91
Contra Costa,RICH110 0,State House,15,DEM,BUFFY WICKS,37,460,497
Contra Costa,RICH110 0,State House,15,NPP,SARA BRINK,6,78,84
Contra Costa,RICH111 0,State House,15,DEM,BUFFY WICKS,52,376,428
Contra Costa,RICH111 0,State House,15,NPP,SARA BRINK,16,60,76
