county,precinct,office,district,candidate,party,election_day,mail,votes
Marin,31215,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31215,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31215,U.S. House,2,Jared Huffman,DEM,37,845,882
Marin,31215,U.S. House,2,Dale K. Mensing,REP,29,143,172
Marin,31215,State Assembly,10,Marc Levine,DEM,30,617,647
Marin,31215,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,22,295,317
Marin,31216,Registered Voters,,,,,,486
Marin,31216,Ballots Cast,,,,21,409,430
Marin,31216,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,31216,President,,Howie Hawkins,GRN,0,1,1
Marin,31216,President,,Jo Jorgensen,LIB,0,7,7
Marin,31216,President,,Joseph R. Biden,DEM,15,330,345
Marin,31216,President,,Donald J. Trump,REP,6,61,67
Marin,31216,President,,Gloria La Riva,PF,0,2,2
Marin,31216,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31216,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31216,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31216,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31216,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31216,U.S. House,2,Jared Huffman,DEM,14,324,338
Marin,31216,U.S. House,2,Dale K. Mensing,REP,5,71,76
Marin,31216,State Assembly,10,Marc Levine,DEM,10,231,241
Marin,31216,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,7,135,142
Marin,31217,Registered Voters,,,,,,1562
Marin,31217,Ballots Cast,,,,106,1310,1416
Marin,31217,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,3,3
Marin,31217,President,,Howie Hawkins,GRN,0,2,2
Marin,31217,President,,Jo Jorgensen,LIB,0,15,15
Marin,31217,President,,Joseph R. Biden,DEM,57,1038,1095
Marin,31217,President,,Donald J. Trump,REP,48,224,272
Marin,31217,President,,Gloria La Riva,PF,0,3,3
Marin,31217,President,,Brian Carroll Qualified Write In,,0,1,1
Marin,31217,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31217,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31217,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31217,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31217,U.S. House,2,Jared Huffman,DEM,50,994,1044
Marin,31217,U.S. House,2,Dale K. Mensing,REP,48,240,288
Marin,31217,State Assembly,10,Marc Levine,DEM,51,793,844
Marin,31217,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,26,321,347
Marin,31218,Registered Voters,,,,,,339
Marin,31218,Ballots Cast,,,,25,278,303
Marin,31218,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,31218,President,,Howie Hawkins,GRN,0,0,0
Marin,31218,President,,Jo Jorgensen,LIB,0,5,5
Marin,31218,President,,Joseph R. Biden,DEM,21,235,256
Marin,31218,President,,Donald J. Trump,REP,4,34,38
Marin,31218,President,,Gloria La Riva,PF,0,0,0
Marin,31218,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31218,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31218,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31218,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31218,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31218,U.S. House,2,Jared Huffman,DEM,21,221,242
Marin,31218,U.S. House,2,Dale K. Mensing,REP,4,40,44
Marin,31218,State Assembly,10,Marc Levine,DEM,11,146,157
Marin,31218,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,10,85,95
Marin,31219,Registered Voters,,,,,,780
Marin,31219,Ballots Cast,,,,51,656,707
Marin,31219,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,31219,President,,Howie Hawkins,GRN,0,1,1
Marin,31219,President,,Jo Jorgensen,LIB,0,9,9
Marin,31219,President,,Joseph R. Biden,DEM,28,489,517
Marin,31219,President,,Donald J. Trump,REP,23,146,169
Marin,31219,President,,Gloria La Riva,PF,0,0,0
Marin,31219,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,31219,President,,Mark Charles Qualified Write In,,0,0,0
Marin,31219,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,31219,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,31219,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,31219,U.S. House,2,Jared Huffman,DEM,27,445,472
Marin,31219,U.S. House,2,Dale K. Mensing,REP,22,173,195
Marin,31219,State Assembly,10,Marc Levine,DEM,26,374,400
Marin,31219,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,11,165,176
Marin,40201,Registered Voters,,,,,,4850
Marin,40201,Ballots Cast,,,,302,4129,4431
Marin,40201,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,2,4,6
Marin,40201,President,,Howie Hawkins,GRN,3,19,22
Marin,40201,President,,Jo Jorgensen,LIB,2,34,36
Marin,40201,President,,Joseph R. Biden,DEM,184,3575,3759
Marin,40201,President,,Donald J. Trump,REP,106,438,544
Marin,40201,President,,Gloria La Riva,PF,1,5,6
Marin,40201,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,40201,President,,Mark Charles Qualified Write In,,0,0,0
Marin,40201,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,40201,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,40201,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,40201,U.S. House,2,Jared Huffman,DEM,185,3421,3606
Marin,40201,U.S. House,2,Dale K. Mensing,REP,96,493,589
Marin,40201,State Assembly,10,Marc Levine,DEM,154,2752,2906
Marin,40201,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,75,884,959
Marin,40202,Registered Voters,,,,,,1258
Marin,40202,Ballots Cast,,,,55,1081,1136
Marin,40202,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,5,5
Marin,40202,President,,Howie Hawkins,GRN,1,1,2
Marin,40202,President,,Jo Jorgensen,LIB,1,25,26
Marin,40202,President,,Joseph R. Biden,DEM,28,857,885
Marin,40202,President,,Donald J. Trump,REP,23,172,195
Marin,40202,President,,Gloria La Riva,PF,0,2,2
Marin,40202,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,40202,President,,Mark Charles Qualified Write In,,0,0,0
Marin,40202,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,40202,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,40202,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,40202,U.S. House,2,Jared Huffman,DEM,26,852,878
Marin,40202,U.S. House,2,Dale K. Mensing,REP,21,177,198
Marin,40202,State Assembly,10,Marc Levine,DEM,28,672,700
Marin,40202,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,13,271,284
Marin,40203,Registered Voters,,,,,,1115
Marin,40203,Ballots Cast,,,,57,937,994
Marin,40203,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,1,1
Marin,40203,President,,Howie Hawkins,GRN,1,9,10
Marin,40203,President,,Jo Jorgensen,LIB,1,9,10
Marin,40203,President,,Joseph R. Biden,DEM,33,806,839
Marin,40203,President,,Donald J. Trump,REP,21,97,118
Marin,40203,President,,Gloria La Riva,PF,1,0,1
Marin,40203,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,40203,President,,Mark Charles Qualified Write In,,0,0,0
Marin,40203,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,40203,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,40203,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,40203,U.S. House,2,Jared Huffman,DEM,36,773,809
Marin,40203,U.S. House,2,Dale K. Mensing,REP,20,116,136
Marin,40203,State Assembly,10,Marc Levine,DEM,29,601,630
Marin,40203,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,17,201,218
Marin,40404,Registered Voters,,,,,,353
Marin,40404,Ballots Cast,,,,18,305,323
Marin,40404,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,40404,President,,Howie Hawkins,GRN,1,0,1
Marin,40404,President,,Jo Jorgensen,LIB,0,2,2
Marin,40404,President,,Joseph R. Biden,DEM,10,240,250
Marin,40404,President,,Donald J. Trump,REP,7,54,61
Marin,40404,President,,Gloria La Riva,PF,0,0,0
Marin,40404,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,40404,President,,Mark Charles Qualified Write In,,0,0,0
Marin,40404,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,40404,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,40404,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,40404,U.S. House,2,Jared Huffman,DEM,14,233,247
Marin,40404,U.S. House,2,Dale K. Mensing,REP,4,57,61
Marin,40404,State Assembly,10,Marc Levine,DEM,13,211,224
Marin,40404,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,5,60,65
Marin,40405,Registered Voters,,,,,,677
Marin,40405,Ballots Cast,,,,48,524,572
Marin,40405,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,40405,President,,Howie Hawkins,GRN,1,0,1
Marin,40405,President,,Jo Jorgensen,LIB,2,5,7
Marin,40405,President,,Joseph R. Biden,DEM,31,442,473
Marin,40405,President,,Donald J. Trump,REP,14,68,82
Marin,40405,President,,Gloria La Riva,PF,0,0,0
Marin,40405,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,40405,President,,Mark Charles Qualified Write In,,0,0,0
Marin,40405,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,40405,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,40405,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,40405,U.S. House,2,Jared Huffman,DEM,32,439,471
Marin,40405,U.S. House,2,Dale K. Mensing,REP,13,66,79
Marin,40405,State Assembly,10,Marc Levine,DEM,25,278,303
Marin,40405,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,17,175,192
Marin,40606,Registered Voters,,,,,,3949
Marin,40606,Ballots Cast,,,,310,3292,3602
Marin,40606,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,2,8,10
Marin,40606,President,,Howie Hawkins,GRN,0,16,16
Marin,40606,President,,Jo Jorgensen,LIB,6,39,45
Marin,40606,President,,Joseph R. Biden,DEM,140,2413,2553
Marin,40606,President,,Donald J. Trump,REP,156,754,910
Marin,40606,President,,Gloria La Riva,PF,0,5,5
Marin,40606,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,40606,President,,Mark Charles Qualified Write In,,0,1,1
Marin,40606,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,40606,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,40606,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,40606,U.S. House,2,Jared Huffman,DEM,136,2364,2500
Marin,40606,U.S. House,2,Dale K. Mensing,REP,152,753,905
Marin,40606,State Assembly,10,Marc Levine,DEM,123,1886,2009
Marin,40606,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,118,901,1019
Marin,40607,Registered Voters,,,,,,1314
Marin,40607,Ballots Cast,,,,102,1106,1208
Marin,40607,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,1,1
Marin,40607,President,,Howie Hawkins,GRN,0,7,7
Marin,40607,President,,Jo Jorgensen,LIB,0,14,14
Marin,40607,President,,Joseph R. Biden,DEM,54,799,853
Marin,40607,President,,Donald J. Trump,REP,45,264,309
Marin,40607,President,,Gloria La Riva,PF,0,0,0
Marin,40607,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,40607,President,,Mark Charles Qualified Write In,,0,0,0
Marin,40607,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,40607,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,40607,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,40607,U.S. House,2,Jared Huffman,DEM,54,772,826
Marin,40607,U.S. House,2,Dale K. Mensing,REP,41,279,320
Marin,40607,State Assembly,10,Marc Levine,DEM,57,661,718
Marin,40607,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,19,293,312
Marin,40908,Registered Voters,,,,,,2521
Marin,40908,Ballots Cast,,,,222,1814,2036
Marin,40908,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,8,9
Marin,40908,President,,Howie Hawkins,GRN,1,2,3
Marin,40908,President,,Jo Jorgensen,LIB,2,17,19
Marin,40908,President,,Joseph R. Biden,DEM,139,1481,1620
Marin,40908,President,,Donald J. Trump,REP,74,282,356
Marin,40908,President,,Gloria La Riva,PF,0,5,5
Marin,40908,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,40908,President,,Mark Charles Qualified Write In,,0,0,0
Marin,40908,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,40908,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,40908,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,40908,U.S. House,2,Jared Huffman,DEM,137,1476,1613
Marin,40908,U.S. House,2,Dale K. Mensing,REP,60,246,306
Marin,40908,State Assembly,10,Marc Levine,DEM,102,1036,1138
Marin,40908,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,77,564,641
Marin,41209,Registered Voters,,,,,,2584
Marin,41209,Ballots Cast,,,,182,2175,2357
Marin,41209,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,6,6
Marin,41209,President,,Howie Hawkins,GRN,1,14,15
Marin,41209,President,,Jo Jorgensen,LIB,4,17,21
Marin,41209,President,,Joseph R. Biden,DEM,146,1871,2017
Marin,41209,President,,Donald J. Trump,REP,25,235,260
Marin,41209,President,,Gloria La Riva,PF,1,9,10
Marin,41209,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,41209,President,,Mark Charles Qualified Write In,,0,0,0
Marin,41209,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,41209,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,41209,President,,Jesse Ventura Qualified Write In,,1,0,1
Marin,41209,U.S. House,2,Jared Huffman,DEM,151,1873,2024
Marin,41209,U.S. House,2,Dale K. Mensing,REP,19,216,235
Marin,41209,State Assembly,10,Marc Levine,DEM,113,1426,1539
Marin,41209,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,37,546,583
Marin,41210,Registered Voters,,,,,,3454
Marin,41210,Ballots Cast,,,,356,2821,3177
Marin,41210,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,2,2
Marin,41210,President,,Howie Hawkins,GRN,2,21,23
Marin,41210,President,,Jo Jorgensen,LIB,4,24,28
Marin,41210,President,,Joseph R. Biden,DEM,274,2474,2748
Marin,41210,President,,Donald J. Trump,REP,67,265,332
Marin,41210,President,,Gloria La Riva,PF,4,12,16
Marin,41210,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,41210,President,,Mark Charles Qualified Write In,,0,2,2
Marin,41210,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,41210,President,,Brock Pierce Qualified Write In,,0,1,1
Marin,41210,President,,Jesse Ventura Qualified Write In,,0,1,1
Marin,41210,U.S. House,2,Jared Huffman,DEM,265,2422,2687
Marin,41210,U.S. House,2,Dale K. Mensing,REP,62,271,333
Marin,41210,State Assembly,10,Marc Levine,DEM,195,1782,1977
Marin,41210,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,107,713,820
Marin,41211,Registered Voters,,,,,,871
Marin,41211,Ballots Cast,,,,58,740,798
Marin,41211,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,0,1
Marin,41211,President,,Howie Hawkins,GRN,0,3,3
Marin,41211,President,,Jo Jorgensen,LIB,1,4,5
Marin,41211,President,,Joseph R. Biden,DEM,15,542,557
Marin,41211,President,,Donald J. Trump,REP,39,182,221
Marin,41211,President,,Gloria La Riva,PF,0,0,0
Marin,41211,President,,Brian Carroll Qualified Write In,,0,1,1
Marin,41211,President,,Mark Charles Qualified Write In,,0,0,0
Marin,41211,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,41211,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,41211,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,41211,U.S. House,2,Jared Huffman,DEM,19,522,541
Marin,41211,U.S. House,2,Dale K. Mensing,REP,38,182,220
Marin,41211,State Assembly,10,Marc Levine,DEM,20,409,429
Marin,41211,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,15,204,219
Marin,41212,Registered Voters,,,,,,1526
Marin,41212,Ballots Cast,,,,211,1189,1400
Marin,41212,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,2,2
Marin,41212,President,,Howie Hawkins,GRN,6,5,11
Marin,41212,President,,Jo Jorgensen,LIB,2,8,10
Marin,41212,President,,Joseph R. Biden,DEM,180,1094,1274
Marin,41212,President,,Donald J. Trump,REP,17,67,84
Marin,41212,President,,Gloria La Riva,PF,4,5,9
Marin,41212,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,41212,President,,Mark Charles Qualified Write In,,0,0,0
Marin,41212,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,41212,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,41212,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,41212,U.S. House,2,Jared Huffman,DEM,176,1058,1234
Marin,41212,U.S. House,2,Dale K. Mensing,REP,18,88,106
Marin,41212,State Assembly,10,Marc Levine,DEM,131,755,886
Marin,41212,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,50,313,363
Marin,41213,Registered Voters,,,,,,315
Marin,41213,Ballots Cast,,,,5,282,287
Marin,41213,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,0,0
Marin,41213,President,,Howie Hawkins,GRN,0,0,0
Marin,41213,President,,Jo Jorgensen,LIB,0,1,1
Marin,41213,President,,Joseph R. Biden,DEM,4,263,267
Marin,41213,President,,Donald J. Trump,REP,1,14,15
Marin,41213,President,,Gloria La Riva,PF,0,1,1
Marin,41213,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,41213,President,,Mark Charles Qualified Write In,,0,0,0
Marin,41213,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,41213,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,41213,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,41213,U.S. House,2,Jared Huffman,DEM,4,254,258
Marin,41213,U.S. House,2,Dale K. Mensing,REP,1,16,17
Marin,41213,State Assembly,10,Marc Levine,DEM,2,175,177
Marin,41213,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,3,79,82
Marin,41214,Registered Voters,,,,,,2521
Marin,41214,Ballots Cast,,,,212,2137,2349
Marin,41214,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,8,9
Marin,41214,President,,Howie Hawkins,GRN,3,11,14
Marin,41214,President,,Jo Jorgensen,LIB,5,16,21
Marin,41214,President,,Joseph R. Biden,DEM,164,1913,2077
Marin,41214,President,,Donald J. Trump,REP,34,167,201
Marin,41214,President,,Gloria La Riva,PF,0,4,4
Marin,41214,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,41214,President,,Mark Charles Qualified Write In,,0,0,0
Marin,41214,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,41214,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,41214,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,41214,U.S. House,2,Jared Huffman,DEM,164,1851,2015
Marin,41214,U.S. House,2,Dale K. Mensing,REP,38,209,247
Marin,41214,State Assembly,10,Marc Levine,DEM,130,1447,1577
Marin,41214,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,53,458,511
Marin,50601,Registered Voters,,,,,,4177
Marin,50601,Ballots Cast,,,,358,3533,3891
Marin,50601,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,2,7,9
Marin,50601,President,,Howie Hawkins,GRN,2,21,23
Marin,50601,President,,Jo Jorgensen,LIB,8,42,50
Marin,50601,President,,Joseph R. Biden,DEM,166,2597,2763
Marin,50601,President,,Donald J. Trump,REP,173,809,982
Marin,50601,President,,Gloria La Riva,PF,1,3,4
Marin,50601,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,50601,President,,Mark Charles Qualified Write In,,0,0,0
Marin,50601,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,50601,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,50601,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,50601,U.S. House,2,Jared Huffman,DEM,163,2560,2723
Marin,50601,U.S. House,2,Dale K. Mensing,REP,161,798,959
Marin,50601,State Assembly,10,Marc Levine,DEM,143,2081,2224
Marin,50601,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,124,945,1069
Marin,50602,Registered Voters,,,,,,2485
Marin,50602,Ballots Cast,,,,189,2088,2277
Marin,50602,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,10,11
Marin,50602,President,,Howie Hawkins,GRN,0,7,7
Marin,50602,President,,Jo Jorgensen,LIB,0,22,22
Marin,50602,President,,Joseph R. Biden,DEM,98,1595,1693
Marin,50602,President,,Donald J. Trump,REP,87,417,504
Marin,50602,President,,Gloria La Riva,PF,1,3,4
Marin,50602,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,50602,President,,Mark Charles Qualified Write In,,0,0,0
Marin,50602,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,50602,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,50602,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,50602,U.S. House,2,Jared Huffman,DEM,92,1556,1648
Marin,50602,U.S. House,2,Dale K. Mensing,REP,86,422,508
Marin,50602,State Assembly,10,Marc Levine,DEM,82,1251,1333
Marin,50602,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,63,563,626
Marin,50603,Registered Voters,,,,,,2522
Marin,50603,Ballots Cast,,,,173,2069,2242
Marin,50603,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,7,8
Marin,50603,President,,Howie Hawkins,GRN,0,6,6
Marin,50603,President,,Jo Jorgensen,LIB,3,17,20
Marin,50603,President,,Joseph R. Biden,DEM,81,1534,1615
Marin,50603,President,,Donald J. Trump,REP,84,467,551
Marin,50603,President,,Gloria La Riva,PF,0,3,3
Marin,50603,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,50603,President,,Mark Charles Qualified Write In,,0,0,0
Marin,50603,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,50603,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,50603,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,50603,U.S. House,2,Jared Huffman,DEM,72,1511,1583
Marin,50603,U.S. House,2,Dale K. Mensing,REP,87,444,531
Marin,50603,State Assembly,10,Marc Levine,DEM,66,1171,1237
Marin,50603,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,62,607,669
Marin,50604,Registered Voters,,,,,,2120
Marin,50604,Ballots Cast,,,,199,1556,1755
Marin,50604,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,1,5,6
Marin,50604,President,,Howie Hawkins,GRN,2,14,16
Marin,50604,President,,Jo Jorgensen,LIB,4,18,22
Marin,50604,President,,Joseph R. Biden,DEM,119,1249,1368
Marin,50604,President,,Donald J. Trump,REP,67,249,316
Marin,50604,President,,Gloria La Riva,PF,0,4,4
Marin,50604,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,50604,President,,Mark Charles Qualified Write In,,0,0,0
Marin,50604,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,50604,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,50604,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,50604,U.S. House,2,Jared Huffman,DEM,121,1230,1351
Marin,50604,U.S. House,2,Dale K. Mensing,REP,62,258,320
Marin,50604,State Assembly,10,Marc Levine,DEM,79,929,1008
Marin,50604,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,78,429,507
Marin,50605,Registered Voters,,,,,,429
Marin,50605,Ballots Cast,,,,29,329,358
Marin,50605,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,1,1
Marin,50605,President,,Howie Hawkins,GRN,0,1,1
Marin,50605,President,,Jo Jorgensen,LIB,1,1,2
Marin,50605,President,,Joseph R. Biden,DEM,12,268,280
Marin,50605,President,,Donald J. Trump,REP,15,53,68
Marin,50605,President,,Gloria La Riva,PF,0,0,0
Marin,50605,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,50605,President,,Mark Charles Qualified Write In,,0,0,0
Marin,50605,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,50605,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,50605,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,50605,U.S. House,2,Jared Huffman,DEM,13,262,275
Marin,50605,U.S. House,2,Dale K. Mensing,REP,13,51,64
Marin,50605,State Assembly,10,Marc Levine,DEM,13,195,208
Marin,50605,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,7,95,102
Marin,50606,Registered Voters,,,,,,2183
Marin,50606,Ballots Cast,,,,188,1625,1813
Marin,50606,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,5,5
Marin,50606,President,,Howie Hawkins,GRN,0,7,7
Marin,50606,President,,Jo Jorgensen,LIB,3,6,9
Marin,50606,President,,Joseph R. Biden,DEM,103,1292,1395
Marin,50606,President,,Donald J. Trump,REP,80,290,370
Marin,50606,President,,Gloria La Riva,PF,1,5,6
Marin,50606,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,50606,President,,Mark Charles Qualified Write In,,0,0,0
Marin,50606,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,50606,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,50606,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,50606,U.S. House,2,Jared Huffman,DEM,107,1262,1369
Marin,50606,U.S. House,2,Dale K. Mensing,REP,71,293,364
Marin,50606,State Assembly,10,Marc Levine,DEM,76,966,1042
Marin,50606,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,70,470,540
Marin,50607,Registered Voters,,,,,,2294
Marin,50607,Ballots Cast,,,,133,1944,2077
Marin,50607,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,0,7,7
Marin,50607,President,,Howie Hawkins,GRN,2,7,9
Marin,50607,President,,Jo Jorgensen,LIB,2,21,23
Marin,50607,President,,Joseph R. Biden,DEM,58,1429,1487
Marin,50607,President,,Donald J. Trump,REP,68,445,513
Marin,50607,President,,Gloria La Riva,PF,0,1,1
Marin,50607,President,,Brian Carroll Qualified Write In,,0,0,0
Marin,50607,President,,Mark Charles Qualified Write In,,0,0,0
Marin,50607,President,,Joseph Kishore Qualified Write In,,0,0,0
Marin,50607,President,,Brock Pierce Qualified Write In,,0,0,0
Marin,50607,President,,Jesse Ventura Qualified Write In,,0,0,0
Marin,50607,U.S. House,2,Jared Huffman,DEM,60,1395,1455
Marin,50607,U.S. House,2,Dale K. Mensing,REP,67,450,517
Marin,50607,State Assembly,10,Marc Levine,DEM,49,1119,1168
Marin,50607,State Assembly,10,"Veronica ""Roni"" Jacobi",DEM,52,541,593
Marin,50608,Registered Voters,,,,,,5426
Marin,50608,Ballots Cast,,,,385,4438,4823
Marin,50608,President,,"Roque ""Rocky"" De La Fuente Guerra",AI,2,19,21
Marin,50608,President,,Howie Hawkins,GRN,1,18,19
Marin,50608,President,,Jo Jorgensen,LIB,4,44,48
Marin,50608,President,,Joseph R. Biden,DEM,192,3338,3530
Marin,50608,President,,Donald J. Trump,REP,177,943,1120
Marin,50608,President,,Gloria La Riva,PF,2,4,6
