county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,mail
Imperial,245225MB,State House,56,,Total Votes,221,3,4,9,205
Imperial,245225MB,State House,56,DEM,EDUARDO GARCIA,139,2,3,4,130
Imperial,245225MB,State House,56,REP,AMERICA FIGUEROA,82,1,1,5,75
Imperial,281011MB,State House,56,,Times Cast,11,1,0,4,6
Imperial,281011MB,State House,56,,Total Votes,10,1,0,3,6
Imperial,281011MB,State House,56,DEM,EDUARDO GARCIA,5,0,0,2,3
Imperial,281011MB,State House,56,REP,AMERICA FIGUEROA,5,1,0,1,3
Imperial,281045MB,State House,56,,Times Cast,16,0,0,2,14
Imperial,281045MB,State House,56,,Total Votes,16,0,0,2,14
Imperial,281045MB,State House,56,DEM,EDUARDO GARCIA,13,0,0,2,11
Imperial,281045MB,State House,56,REP,AMERICA FIGUEROA,3,0,0,0,3
Imperial,285001MB,State House,56,,Times Cast,39,1,2,1,35
Imperial,285001MB,State House,56,,Total Votes,38,1,2,0,35
Imperial,285001MB,State House,56,DEM,EDUARDO GARCIA,23,1,0,0,22
Imperial,285001MB,State House,56,REP,AMERICA FIGUEROA,15,0,2,0,13
Imperial,285002MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,285002MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,285002MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,285002MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,285004MB,State House,56,,Times Cast,12,1,0,1,10
Imperial,285004MB,State House,56,,Total Votes,10,1,0,1,8
Imperial,285004MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,285004MB,State House,56,REP,AMERICA FIGUEROA,10,1,0,1,8
Imperial,285006MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,285006MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,285006MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,285006MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,285007MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,285007MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,285007MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,285007MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,285033MB,State House,56,,Times Cast,115,3,8,1,103
Imperial,285033MB,State House,56,,Total Votes,108,3,8,1,96
Imperial,285033MB,State House,56,DEM,EDUARDO GARCIA,37,1,1,0,35
Imperial,285033MB,State House,56,REP,AMERICA FIGUEROA,71,2,7,1,61
Imperial,285042MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,285042MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,285042MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,285042MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,285246MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,285246MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,285246MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,285246MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,286210MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,286210MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,286210MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,286210MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,286212MB,State House,56,,Times Cast,7,0,0,2,5
Imperial,286212MB,State House,56,,Total Votes,7,0,0,2,5
Imperial,286212MB,State House,56,DEM,EDUARDO GARCIA,3,0,0,2,1
Imperial,286212MB,State House,56,REP,AMERICA FIGUEROA,4,0,0,0,4
Imperial,286238MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,286238MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,286238MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,286238MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,286244MB,State House,56,,Times Cast,191,4,2,14,171
Imperial,286244MB,State House,56,,Total Votes,188,4,2,13,169
Imperial,286244MB,State House,56,DEM,EDUARDO GARCIA,154,3,1,7,143
Imperial,286244MB,State House,56,REP,AMERICA FIGUEROA,34,1,1,6,26
Imperial,286245MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,286245MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,286245MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,286245MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,286247MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,286247MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,286247MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,286247MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,287205MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,287205MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,287205MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,287205MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,287208MB,State House,56,,Times Cast,76,3,0,3,70
Imperial,287208MB,State House,56,,Total Votes,75,3,0,3,69
Imperial,287208MB,State House,56,DEM,EDUARDO GARCIA,34,1,0,3,30
Imperial,287208MB,State House,56,REP,AMERICA FIGUEROA,41,2,0,0,39
Imperial,287209MB,State House,56,,Times Cast,17,0,0,0,17
Imperial,287209MB,State House,56,,Total Votes,16,0,0,0,16
Imperial,287209MB,State House,56,DEM,EDUARDO GARCIA,10,0,0,0,10
Imperial,287209MB,State House,56,REP,AMERICA FIGUEROA,6,0,0,0,6
Imperial,287239MB,State House,56,,Times Cast,67,6,0,3,58
Imperial,287239MB,State House,56,,Total Votes,63,6,0,1,56
Imperial,287239MB,State House,56,DEM,EDUARDO GARCIA,18,2,0,0,16
Imperial,287239MB,State House,56,REP,AMERICA FIGUEROA,45,4,0,1,40
Imperial,287240MB,State House,56,,Times Cast,35,3,0,0,32
Imperial,287240MB,State House,56,,Total Votes,35,3,0,0,32
Imperial,287240MB,State House,56,DEM,EDUARDO GARCIA,8,0,0,0,8
Imperial,287240MB,State House,56,REP,AMERICA FIGUEROA,27,3,0,0,24
Imperial,287241MB,State House,56,,Times Cast,112,4,0,5,103
Imperial,287241MB,State House,56,,Total Votes,109,4,0,5,100
Imperial,287241MB,State House,56,DEM,EDUARDO GARCIA,61,2,0,2,57
Imperial,287241MB,State House,56,REP,AMERICA FIGUEROA,48,2,0,3,43
Imperial,287243MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,287243MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,287243MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,287243MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,287248MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,287248MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,287248MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,287248MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,287249MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,287249MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,287249MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,287249MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,289203MB,State House,56,,Times Cast,104,2,4,5,93
Imperial,289203MB,State House,56,,Total Votes,102,2,4,5,91
Imperial,289203MB,State House,56,DEM,EDUARDO GARCIA,41,2,0,1,38
Imperial,289203MB,State House,56,REP,AMERICA FIGUEROA,61,0,4,4,53
Imperial,365229MB,State House,56,,Times Cast,707,14,13,44,636
Imperial,365229MB,State House,56,,Total Votes,680,13,13,41,613
Imperial,365229MB,State House,56,DEM,EDUARDO GARCIA,405,8,7,25,365
Imperial,365229MB,State House,56,REP,AMERICA FIGUEROA,275,5,6,16,248
Imperial,381116MB,State House,56,,Times Cast,7,0,0,0,7
Imperial,381116MB,State House,56,,Total Votes,7,0,0,0,7
Imperial,381116MB,State House,56,DEM,EDUARDO GARCIA,3,0,0,0,3
Imperial,381116MB,State House,56,REP,AMERICA FIGUEROA,4,0,0,0,4
Imperial,384122MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384122MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384122MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384122MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384130MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384130MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384130MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384130MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384131MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384131MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384131MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384131MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384132MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384132MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384132MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384132MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384133MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384133MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384133MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384133MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384134MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384134MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384134MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384134MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384135MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384135MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384135MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384135MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384137MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384137MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384137MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384137MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384138MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384138MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384138MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384138MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,384226MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,384226MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,384226MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,384226MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,385005MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,385005MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,385005MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,385005MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,385009MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,385009MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,385009MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,385009MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,385011MB,State House,56,,Times Cast,3,0,0,1,2
Imperial,385011MB,State House,56,,Total Votes,3,0,0,1,2
Imperial,385011MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,385011MB,State House,56,REP,AMERICA FIGUEROA,3,0,0,1,2
Imperial,385015MB,State House,56,,Times Cast,28,1,0,0,27
Imperial,385015MB,State House,56,,Total Votes,27,1,0,0,26
Imperial,385015MB,State House,56,DEM,EDUARDO GARCIA,17,0,0,0,17
Imperial,385015MB,State House,56,REP,AMERICA FIGUEROA,10,1,0,0,9
Imperial,385017MB,State House,56,,Times Cast,8,0,0,0,8
Imperial,385017MB,State House,56,,Total Votes,8,0,0,0,8
Imperial,385017MB,State House,56,DEM,EDUARDO GARCIA,2,0,0,0,2
Imperial,385017MB,State House,56,REP,AMERICA FIGUEROA,6,0,0,0,6
Imperial,385024MB,State House,56,,Times Cast,37,1,1,5,30
Imperial,385024MB,State House,56,,Total Votes,34,1,1,5,27
Imperial,385024MB,State House,56,DEM,EDUARDO GARCIA,20,0,0,2,18
Imperial,385024MB,State House,56,REP,AMERICA FIGUEROA,14,1,1,3,9
Imperial,385036MB,State House,56,,Times Cast,3,0,0,0,3
Imperial,385036MB,State House,56,,Total Votes,3,0,0,0,3
Imperial,385036MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,385036MB,State House,56,REP,AMERICA FIGUEROA,3,0,0,0,3
Imperial,385046MB,State House,56,,Times Cast,28,0,1,1,26
Imperial,385046MB,State House,56,,Total Votes,28,0,1,1,26
Imperial,385046MB,State House,56,DEM,EDUARDO GARCIA,15,0,0,0,15
Imperial,385046MB,State House,56,REP,AMERICA FIGUEROA,13,0,1,1,11
Imperial,385047MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,385047MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,385047MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,385047MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,385048MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,385048MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,385048MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,385048MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,385049MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,385049MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,385049MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,385049MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,385050MB,State House,56,,Times Cast,38,0,0,0,38
Imperial,385050MB,State House,56,,Total Votes,37,0,0,0,37
Imperial,385050MB,State House,56,DEM,EDUARDO GARCIA,23,0,0,0,23
Imperial,385050MB,State House,56,REP,AMERICA FIGUEROA,14,0,0,0,14
Imperial,387206MB,State House,56,,Times Cast,146,3,6,3,134
Imperial,387206MB,State House,56,,Total Votes,143,3,6,3,131
Imperial,387206MB,State House,56,DEM,EDUARDO GARCIA,52,3,1,2,46
Imperial,387206MB,State House,56,REP,AMERICA FIGUEROA,91,0,5,1,85
Imperial,387210MB,State House,56,,Times Cast,69,0,1,0,68
Imperial,387210MB,State House,56,,Total Votes,68,0,1,0,67
Imperial,387210MB,State House,56,DEM,EDUARDO GARCIA,26,0,0,0,26
Imperial,387210MB,State House,56,REP,AMERICA FIGUEROA,42,0,1,0,41
Imperial,387213MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,387213MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,387213MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,387213MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,387245MB,State House,56,,Times Cast,50,0,0,1,49
Imperial,387245MB,State House,56,,Total Votes,43,0,0,0,43
Imperial,387245MB,State House,56,DEM,EDUARDO GARCIA,19,0,0,0,19
Imperial,387245MB,State House,56,REP,AMERICA FIGUEROA,24,0,0,0,24
Imperial,389207MB,State House,56,,Times Cast,161,3,4,9,145
Imperial,389207MB,State House,56,,Total Votes,153,3,4,8,138
Imperial,389207MB,State House,56,DEM,EDUARDO GARCIA,68,2,2,3,61
Imperial,389207MB,State House,56,REP,AMERICA FIGUEROA,85,1,2,5,77
Imperial,389225MB,State House,56,,Times Cast,58,1,0,4,53
Imperial,389225MB,State House,56,,Total Votes,57,1,0,3,53
Imperial,389225MB,State House,56,DEM,EDUARDO GARCIA,24,1,0,2,21
Imperial,389225MB,State House,56,REP,AMERICA FIGUEROA,33,0,0,1,32
Imperial,481101MB,State House,56,,Times Cast,13,1,0,2,10
Imperial,481101MB,State House,56,,Total Votes,10,1,0,1,8
Imperial,481101MB,State House,56,DEM,EDUARDO GARCIA,3,1,0,0,2
Imperial,481101MB,State House,56,REP,AMERICA FIGUEROA,7,0,0,1,6
Imperial,481115MB,State House,56,,Times Cast,9,0,0,2,7
Imperial,481115MB,State House,56,,Total Votes,9,0,0,2,7
Imperial,481115MB,State House,56,DEM,EDUARDO GARCIA,1,0,0,0,1
Imperial,481115MB,State House,56,REP,AMERICA FIGUEROA,8,0,0,2,6
Imperial,481116MB,State House,56,,Times Cast,88,0,0,2,86
Imperial,481116MB,State House,56,,Total Votes,84,0,0,2,82
Imperial,481116MB,State House,56,DEM,EDUARDO GARCIA,45,0,0,2,43
Imperial,481116MB,State House,56,REP,AMERICA FIGUEROA,39,0,0,0,39
Imperial,481137MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,481137MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,481137MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,481137MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,481141MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,481141MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,481141MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,481141MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,481162MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,481162MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,481162MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,481162MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482018MB,State House,56,,Times Cast,91,2,1,4,84
Imperial,482018MB,State House,56,,Total Votes,88,2,1,4,81
Imperial,482018MB,State House,56,DEM,EDUARDO GARCIA,37,0,1,2,34
Imperial,482018MB,State House,56,REP,AMERICA FIGUEROA,51,2,0,2,47
Imperial,482024MB,State House,56,,Times Cast,71,1,1,3,66
Imperial,482024MB,State House,56,,Total Votes,67,1,1,3,62
Imperial,482024MB,State House,56,DEM,EDUARDO GARCIA,32,0,1,1,30
Imperial,482024MB,State House,56,REP,AMERICA FIGUEROA,35,1,0,2,32
Imperial,482025MB,State House,56,,Times Cast,26,2,0,0,24
Imperial,482025MB,State House,56,,Total Votes,25,2,0,0,23
Imperial,482025MB,State House,56,DEM,EDUARDO GARCIA,8,1,0,0,7
Imperial,482025MB,State House,56,REP,AMERICA FIGUEROA,17,1,0,0,16
Imperial,482026MB,State House,56,,Times Cast,88,2,2,0,84
Imperial,482026MB,State House,56,,Total Votes,81,2,2,0,77
Imperial,482026MB,State House,56,DEM,EDUARDO GARCIA,37,1,0,0,36
Imperial,482026MB,State House,56,REP,AMERICA FIGUEROA,44,1,2,0,41
Imperial,482027MB,State House,56,,Times Cast,1,1,0,0,0
Imperial,482027MB,State House,56,,Total Votes,1,1,0,0,0
Imperial,482027MB,State House,56,DEM,EDUARDO GARCIA,1,1,0,0,0
Imperial,482027MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482029MB,State House,56,,Times Cast,113,1,0,4,108
Imperial,482029MB,State House,56,,Total Votes,108,1,0,4,103
Imperial,482029MB,State House,56,DEM,EDUARDO GARCIA,68,1,0,4,63
Imperial,482029MB,State House,56,REP,AMERICA FIGUEROA,40,0,0,0,40
Imperial,482030MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482030MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482030MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482030MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482031MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482031MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482031MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482031MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482040MB,State House,56,,Times Cast,1,0,0,0,1
Imperial,482040MB,State House,56,,Total Votes,1,0,0,0,1
Imperial,482040MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482040MB,State House,56,REP,AMERICA FIGUEROA,1,0,0,0,1
Imperial,482043MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482043MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482043MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482043MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482044MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482044MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482044MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482044MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482045MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482045MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482045MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482045MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482046MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482046MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482046MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482046MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482047MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482047MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482047MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482047MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482048MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482048MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482048MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482048MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482049MB,State House,56,,Times Cast,1,0,0,0,1
Imperial,482049MB,State House,56,,Total Votes,1,0,0,0,1
Imperial,482049MB,State House,56,DEM,EDUARDO GARCIA,1,0,0,0,1
Imperial,482049MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482050MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,482050MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,482050MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,482050MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,482110MB,State House,56,,Times Cast,15,0,0,0,15
Imperial,482110MB,State House,56,,Total Votes,15,0,0,0,15
Imperial,482110MB,State House,56,DEM,EDUARDO GARCIA,1,0,0,0,1
Imperial,482110MB,State House,56,REP,AMERICA FIGUEROA,14,0,0,0,14
Imperial,482112MB,State House,56,,Times Cast,19,1,0,0,18
Imperial,482112MB,State House,56,,Total Votes,19,1,0,0,18
Imperial,482112MB,State House,56,DEM,EDUARDO GARCIA,9,1,0,0,8
Imperial,482112MB,State House,56,REP,AMERICA FIGUEROA,10,0,0,0,10
Imperial,483020MB,State House,56,,Times Cast,254,3,3,9,239
Imperial,483020MB,State House,56,,Total Votes,242,3,3,8,228
Imperial,483020MB,State House,56,DEM,EDUARDO GARCIA,153,2,1,4,146
Imperial,483020MB,State House,56,REP,AMERICA FIGUEROA,89,1,2,4,82
Imperial,483022MB,State House,56,,Times Cast,107,2,0,6,99
Imperial,483022MB,State House,56,,Total Votes,100,2,0,5,93
Imperial,483022MB,State House,56,DEM,EDUARDO GARCIA,50,0,0,2,48
Imperial,483022MB,State House,56,REP,AMERICA FIGUEROA,50,2,0,3,45
Imperial,483023MB,State House,56,,Times Cast,204,3,1,2,198
Imperial,483023MB,State House,56,,Total Votes,199,3,1,2,193
Imperial,483023MB,State House,56,DEM,EDUARDO GARCIA,113,0,1,0,112
Imperial,483023MB,State House,56,REP,AMERICA FIGUEROA,86,3,0,2,81
Imperial,483113MB,State House,56,,Times Cast,52,0,1,0,51
Imperial,483113MB,State House,56,,Total Votes,51,0,1,0,50
Imperial,483113MB,State House,56,DEM,EDUARDO GARCIA,15,0,0,0,15
Imperial,483113MB,State House,56,REP,AMERICA FIGUEROA,36,0,1,0,35
Imperial,483138MB,State House,56,,Times Cast,1,0,0,0,1
Imperial,483138MB,State House,56,,Total Votes,1,0,0,0,1
Imperial,483138MB,State House,56,DEM,EDUARDO GARCIA,1,0,0,0,1
Imperial,483138MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,484111MB,State House,56,,Times Cast,8,0,0,0,8
Imperial,484111MB,State House,56,,Total Votes,7,0,0,0,7
Imperial,484111MB,State House,56,DEM,EDUARDO GARCIA,5,0,0,0,5
Imperial,484111MB,State House,56,REP,AMERICA FIGUEROA,2,0,0,0,2
Imperial,484114MB,State House,56,,Times Cast,2,0,0,0,2
Imperial,484114MB,State House,56,,Total Votes,2,0,0,0,2
Imperial,484114MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,484114MB,State House,56,REP,AMERICA FIGUEROA,2,0,0,0,2
Imperial,484115MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,484115MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,484115MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,484115MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,484116MB,State House,56,,Times Cast,1,0,0,0,1
Imperial,484116MB,State House,56,,Total Votes,1,0,0,0,1
Imperial,484116MB,State House,56,DEM,EDUARDO GARCIA,1,0,0,0,1
Imperial,484116MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,484117MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,484117MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,484117MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,484117MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,484132MB,State House,56,,Times Cast,12,0,0,1,11
Imperial,484132MB,State House,56,,Total Votes,11,0,0,1,10
Imperial,484132MB,State House,56,DEM,EDUARDO GARCIA,6,0,0,1,5
Imperial,484132MB,State House,56,REP,AMERICA FIGUEROA,5,0,0,0,5
Imperial,484135MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,484135MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,484135MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,484135MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,484139MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,484139MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,484139MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
Imperial,484139MB,State House,56,REP,AMERICA FIGUEROA,0,0,0,0,0
Imperial,484160MB,State House,56,,Times Cast,0,0,0,0,0
Imperial,484160MB,State House,56,,Total Votes,0,0,0,0,0
Imperial,484160MB,State House,56,DEM,EDUARDO GARCIA,0,0,0,0,0
