county,precinct,office,district,party,candidate,votes,mail,provisional
Lassen,Lassen 315,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 315,State Assembly,01,,Undervotes,6,6,0
Lassen,Lassen 406,Registered Voters,,,,7,,
Lassen,Lassen 406,Ballots Cast,,,,0,0,0
Lassen,Lassen 410,Registered Voters,,,,376,,
Lassen,Lassen 410,Ballots Cast,,,,295,295,0
Lassen,Lassen 410,President,,DEM,JOSEPH R. BIDEN,52,52,0
Lassen,Lassen 410,President,,REP,DONALD J. TRUMP,234,234,0
Lassen,Lassen 410,President,,PFP,GLORIA LA RIVA,0,0,0
Lassen,Lassen 410,President,,AIP,ROCKY DE LA FUENTE GUERRA,2,2,0
Lassen,Lassen 410,President,,GRN,HOWIE HAWKINS,0,0,0
Lassen,Lassen 410,President,,LIB,JO JORGENSEN,2,2,0
Lassen,Lassen 410,President,,WRI,Write-In: UNCERTIFIED WRITE IN,3,3,0
Lassen,Lassen 410,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 410,President,,,Overvotes,0,0,0
Lassen,Lassen 410,President,,,Undervotes,2,2,0
Lassen,Lassen 410,U.S. House,1,REP,DOUG LAMALFA,241,241,0
Lassen,Lassen 410,U.S. House,1,DEM,AUDREY DENNEY,47,47,0
Lassen,Lassen 410,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 410,U.S. House,1,,Undervotes,7,7,0
Lassen,Lassen 410,State Senate,01,REP,BRIAN DAHLE,251,251,0
Lassen,Lassen 410,State Senate,01,DEM,PAMELA DAWN SWARTZ,40,40,0
Lassen,Lassen 410,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 410,State Senate,01,,Undervotes,4,4,0
Lassen,Lassen 410,State Assembly,01,REP,MEGAN DAHLE,231,231,0
Lassen,Lassen 410,State Assembly,01,DEM,ELIZABETH L BETANCOURT,54,54,0
Lassen,Lassen 410,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 410,State Assembly,01,,Undervotes,10,10,0
Lassen,Lassen 411,Registered Voters,,,,70,,
Lassen,Lassen 411,Ballots Cast,,,,56,56,0
Lassen,Lassen 411,President,,DEM,JOSEPH R. BIDEN,20,20,0
Lassen,Lassen 411,President,,REP,DONALD J. TRUMP,34,34,0
Lassen,Lassen 411,President,,PFP,GLORIA LA RIVA,0,0,0
Lassen,Lassen 411,President,,AIP,ROCKY DE LA FUENTE GUERRA,1,1,0
Lassen,Lassen 411,President,,,GUERRA,,,
Lassen,Lassen 411,President,,GRN,HOWIE HAWKINS,0,0,0
Lassen,Lassen 411,President,,LIB,JO JORGENSEN,1,1,0
Lassen,Lassen 411,President,,,Write-In Totals,0,0,0
Lassen,Lassen 411,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0,0
Lassen,Lassen 411,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 411,President,,,Overvotes,0,0,0
Lassen,Lassen 411,President,,,Undervotes,0,0,0
Lassen,Lassen 411,U.S. House,1,REP,DOUG LAMALFA,41,41,0
Lassen,Lassen 411,U.S. House,1,DEM,AUDREY DENNEY,15,15,0
Lassen,Lassen 411,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 411,U.S. House,1,,Undervotes,0,0,0
Lassen,Lassen 411,State Senate,01,REP,BRIAN DAHLE,43,43,0
Lassen,Lassen 411,State Senate,01,DEM,PAMELA DAWN SWARTZ,10,10,0
Lassen,Lassen 411,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 411,State Senate,01,,Undervotes,3,3,0
Lassen,Lassen 411,State Assembly,01,REP,MEGAN DAHLE,41,41,0
Lassen,Lassen 411,State Assembly,01,DEM,ELIZABETH L BETANCOURT,10,10,0
Lassen,Lassen 411,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 411,State Assembly,01,,Undervotes,,,
Lassen,Lassen 412,Registered Voters,,,,250,,
Lassen,Lassen 412,Ballots Cast,,,,210,210,0
Lassen,Lassen 412,President,,DEM,JOSEPH R. BIDEN,47,47,0
Lassen,Lassen 412,President,,REP,DONALD J. TRUMP,155,155,0
Lassen,Lassen 412,President,,PFP,GLORIA LA RIVA,1,1,0
Lassen,Lassen 412,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0,0
Lassen,Lassen 412,President,,GRN,HOWIE HAWKINS,3,3,0
Lassen,Lassen 412,President,,LIB,JO JORGENSEN,2,2,0
Lassen,Lassen 412,President,,WRI,Write-In: UNCERTIFIED WRITE IN,1,1,0
Lassen,Lassen 412,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 412,President,,,Overvotes,0,0,0
Lassen,Lassen 412,President,,,Undervotes,1,1,0
Lassen,Lassen 412,U.S. House,1,REP,DOUG LAMALFA,159,159,0
Lassen,Lassen 412,U.S. House,1,DEM,AUDREY DENNEY,51,51,0
Lassen,Lassen 412,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 412,U.S. House,1,,Undervotes,0,0,0
Lassen,Lassen 412,State Senate,01,REP,BRIAN DAHLE,170,170,0
Lassen,Lassen 412,State Senate,01,DEM,PAMELA DAWN SWARTZ,34,34,0
Lassen,Lassen 412,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 412,State Senate,01,,Undervotes,6,6,0
Lassen,Lassen 412,State Assembly,01,REP,MEGAN DAHLE,163,163,0
Lassen,Lassen 412,State Assembly,01,DEM,ELIZABETH L BETANCOURT,41,41,0
Lassen,Lassen 412,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 412,State Assembly,01,,Undervotes,6,6,0
Lassen,Lassen 413,Registered Voters,,,,58,,
Lassen,Lassen 413,Ballots Cast,,,,44,44,0
Lassen,Lassen 413,President,,DEM,JOSEPH R. BIDEN,9,9,0
Lassen,Lassen 413,President,,REP,DONALD J. TRUMP,33,33,0
Lassen,Lassen 413,President,,PFP,GLORIA LA RIVA,0,0,0
Lassen,Lassen 413,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0,0
Lassen,Lassen 413,President,,GRN,HOWIE HAWKINS,0,0,0
Lassen,Lassen 413,President,,LIB,JO JORGENSEN,1,1,0
Lassen,Lassen 413,President,,WRI,Write-In: UNCERTIFIED WRITE IN,1,1,0
Lassen,Lassen 413,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 413,President,,,Overvotes,0,0,0
Lassen,Lassen 413,President,,,Undervotes,0,0,0
Lassen,Lassen 413,U.S. House,1,REP,DOUG LAMALFA,34,34,0
Lassen,Lassen 413,U.S. House,1,DEM,AUDREY DENNEY,8,8,0
Lassen,Lassen 413,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 413,U.S. House,1,,Undervotes,2,2,0
Lassen,Lassen 413,State Senate,01,REP,BRIAN DAHLE,37,37,0
Lassen,Lassen 413,State Senate,01,DEM,PAMELA DAWN SWARTZ,5,5,0
Lassen,Lassen 413,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 413,State Senate,01,,Undervotes,2,2,0
Lassen,Lassen 413,State Assembly,01,REP,MEGAN DAHLE,35,35,0
Lassen,Lassen 413,State Assembly,01,DEM,ELIZABETH L BETANCOURT,7,7,0
Lassen,Lassen 413,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 413,State Assembly,01,,Undervotes,2,2,0
Lassen,Lassen 414,Registered Voters,,,,128,,
Lassen,Lassen 414,Ballots Cast,,,,108,108,0
Lassen,Lassen 414,President,,DEM,JOSEPH R. BIDEN,11,11,0
Lassen,Lassen 414,President,,REP,DONALD J. TRUMP,93,93,0
Lassen,Lassen 414,President,,PFP,GLORIA LA RIVA,2,2,0
Lassen,Lassen 414,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0,0
Lassen,Lassen 414,President,,GRN,HOWIE HAWKINS,0,0,0
Lassen,Lassen 414,President,,LIB,JO JORGENSEN,0,0,0
Lassen,Lassen 414,President,,WRI,Write-In: UNCERTIFIED WRITE IN,1,1,0
Lassen,Lassen 414,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 414,President,,,Overvotes,0,0,0
Lassen,Lassen 414,President,,,Undervotes,1,1,0
Lassen,Lassen 414,U.S. House,1,REP,DOUG LAMALFA,91,91,0
Lassen,Lassen 414,U.S. House,1,DEM,AUDREY DENNEY,17,17,0
Lassen,Lassen 414,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 414,U.S. House,1,,Undervotes,0,0,0
Lassen,Lassen 414,State Senate,01,REP,BRIAN DAHLE,95,95,0
Lassen,Lassen 414,State Senate,01,DEM,PAMELA DAWN SWARTZ,12,12,0
Lassen,Lassen 414,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 414,State Senate,01,,Undervotes,1,1,0
Lassen,Lassen 414,State Assembly,01,REP,MEGAN DAHLE,90,90,0
Lassen,Lassen 414,State Assembly,01,DEM,ELIZABETH L BETANCOURT,17,17,0
Lassen,Lassen 414,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 414,State Assembly,01,,Undervotes,1,1,0
Lassen,Lassen 416,Registered Voters,,,,92,,
Lassen,Lassen 416,Ballots Cast,,,,87,86,1
Lassen,Lassen 416,President,,DEM,JOSEPH R. BIDEN,27,27,0
Lassen,Lassen 416,President,,REP,DONALD J. TRUMP,59,58,1
Lassen,Lassen 416,President,,PFP,GLORIA LA RIVA,0,0,0
Lassen,Lassen 416,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0,0
Lassen,Lassen 416,President,,GRN,HOWIE HAWKINS,0,0,0
Lassen,Lassen 416,President,,LIB,JO JORGENSEN,1,1,0
Lassen,Lassen 416,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0,0
Lassen,Lassen 416,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 416,President,,,Overvotes,0,0,0
Lassen,Lassen 416,President,,,Undervotes,0,0,0
Lassen,Lassen 416,U.S. House,1,REP,DOUG LAMALFA,60,59,1
Lassen,Lassen 416,U.S. House,1,DEM,AUDREY DENNEY,26,26,0
Lassen,Lassen 416,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 416,U.S. House,1,,Undervotes,1,1,0
Lassen,Lassen 416,State Senate,01,REP,BRIAN DAHLE,66,65,1
Lassen,Lassen 416,State Senate,01,DEM,PAMELA DAWN SWARTZ,20,20,0
Lassen,Lassen 416,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 416,State Senate,01,,Undervotes,1,1,0
Lassen,Lassen 416,State Assembly,01,REP,MEGAN DAHLE,61,60,1
Lassen,Lassen 416,State Assembly,01,DEM,ELIZABETH L BETANCOURT,24,24,0
Lassen,Lassen 416,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 416,State Assembly,01,,Undervotes,2,2,0
Lassen,Lassen 417,Registered Voters,,,,1106,,
Lassen,Lassen 417,Ballots Cast,,,,879,864,15
Lassen,Lassen 417,President,,DEM,JOSEPH R. BIDEN,216,210,6
Lassen,Lassen 417,President,,REP,DONALD J. TRUMP,639,630,9
Lassen,Lassen 417,President,,PFP,GLORIA LA RIVA,1,1,0
Lassen,Lassen 417,President,,AIP,ROCKY DE LA FUENTE GUERRA,1,1,0
Lassen,Lassen 417,President,,GRN,HOWIE HAWKINS,1,1,0
Lassen,Lassen 417,President,,LIB,JO JORGENSEN,11,11,0
Lassen,Lassen 417,President,,WRI,Write-In: UNCERTIFIED WRITE IN,7,7,0
Lassen,Lassen 417,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 417,President,,,Overvotes,0,0,0
Lassen,Lassen 417,President,,,Undervotes,3,3,0
Lassen,Lassen 417,U.S. House,1,REP,DOUG LAMALFA,637,630,7
Lassen,Lassen 417,U.S. House,1,DEM,AUDREY DENNEY,218,213,5
Lassen,Lassen 417,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 417,U.S. House,1,,Undervotes,24,21,3
Lassen,Lassen 417,State Senate,01,REP,BRIAN DAHLE,669,662,7
Lassen,Lassen 417,State Senate,01,DEM,PAMELA DAWN SWARTZ,173,169,4
Lassen,Lassen 417,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 417,State Senate,01,,Undervotes,37,33,4
Lassen,Lassen 417,State Assembly,01,REP,MEGAN DAHLE,662,654,8
Lassen,Lassen 417,State Assembly,01,DEM,ELIZABETH L BETANCOURT,188,184,4
Lassen,Lassen 417,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 417,State Assembly,01,,Undervotes,29,26,3
Lassen,Lassen 419,Registered Voters,,,,168,,
Lassen,Lassen 419,Ballots Cast,,,,119,114,5
Lassen,Lassen 419,President,,DEM,JOSEPH R. BIDEN,34,31,3
Lassen,Lassen 419,President,,REP,DONALD J. TRUMP,79,77,2
Lassen,Lassen 419,President,,PFP,GLORIA LA RIVA,0,0,0
Lassen,Lassen 419,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0,0
Lassen,Lassen 419,President,,GRN,HOWIE HAWKINS,3,3,0
Lassen,Lassen 419,President,,LIB,JO JORGENSEN,2,2,0
Lassen,Lassen 419,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0,0
Lassen,Lassen 419,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 419,President,,,Overvotes,0,0,0
Lassen,Lassen 419,President,,,Undervotes,1,1,0
Lassen,Lassen 419,U.S. House,1,REP,DOUG LAMALFA,73,72,1
Lassen,Lassen 419,U.S. House,1,DEM,AUDREY DENNEY,43,40,3
Lassen,Lassen 419,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 419,U.S. House,1,,Undervotes,3,2,1
Lassen,Lassen 419,State Senate,01,REP,BRIAN DAHLE,76,74,2
Lassen,Lassen 419,State Senate,01,DEM,PAMELA DAWN SWARTZ,36,34,2
Lassen,Lassen 419,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 419,State Senate,01,,Undervotes,7,6,1
Lassen,Lassen 419,State Assembly,01,REP,MEGAN DAHLE,76,74,2
Lassen,Lassen 419,State Assembly,01,DEM,ELIZABETH L BETANCOURT,38,36,2
Lassen,Lassen 419,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 419,State Assembly,01,,Undervotes,5,4,1
Lassen,Lassen 420,Registered Voters,,,,451,,
Lassen,Lassen 420,Ballots Cast,,,,367,355,12
Lassen,Lassen 420,President,,DEM,JOSEPH R. BIDEN,95,94,1
Lassen,Lassen 420,President,,REP,DONALD J. TRUMP,262,252,10
Lassen,Lassen 420,President,,PFP,GLORIA LA RIVA,1,1,0
Lassen,Lassen 420,President,,AIP,ROCKY DE LA FUENTE GUERRA,2,1,1
Lassen,Lassen 420,President,,GRN,HOWIE HAWKINS,0,0,0
Lassen,Lassen 420,President,,LIB,JO JORGENSEN,4,4,0
Lassen,Lassen 420,President,,WRI,Write-In: UNCERTIFIED WRITE IN,2,2,0
Lassen,Lassen 420,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 420,President,,,Overvotes,0,0,0
Lassen,Lassen 420,President,,,Undervotes,1,1,0
Lassen,Lassen 420,U.S. House,1,REP,DOUG LAMALFA,254,246,8
Lassen,Lassen 420,U.S. House,1,DEM,AUDREY DENNEY,107,105,2
Lassen,Lassen 420,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 420,U.S. House,1,,Undervotes,6,4,2
Lassen,Lassen 420,State Senate,01,REP,BRIAN DAHLE,272,264,8
Lassen,Lassen 420,State Senate,01,DEM,PAMELA DAWN SWARTZ,82,79,3
Lassen,Lassen 420,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 420,State Senate,01,,Undervotes,13,12,1
Lassen,Lassen 420,State Assembly,01,REP,MEGAN DAHLE,256,248,8
Lassen,Lassen 420,State Assembly,01,DEM,ELIZABETH L BETANCOURT,101,99,2
Lassen,Lassen 420,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 420,State Assembly,01,,Undervotes,10,8,2
Lassen,Lassen 421,Registered Voters,,,,90,,
Lassen,Lassen 421,Ballots Cast,,,,56,56,0
Lassen,Lassen 421,President,,DEM,JOSEPH R. BIDEN,39,39,0
Lassen,Lassen 421,President,,REP,DONALD J. TRUMP,15,15,0
Lassen,Lassen 421,President,,PFP,GLORIA LA RIVA,0,0,0
Lassen,Lassen 421,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0,0
Lassen,Lassen 421,President,,GRN,HOWIE HAWKINS,1,1,0
Lassen,Lassen 421,President,,LIB,JO JORGENSEN,0,0,0
Lassen,Lassen 421,President,,WRI,Write-In: UNCERTIFIED WRITE IN,1,1,0
Lassen,Lassen 421,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 421,President,,,Overvotes,0,0,0
Lassen,Lassen 421,President,,,Undervotes,0,0,0
Lassen,Lassen 421,U.S. House,1,REP,DOUG LAMALFA,18,18,0
Lassen,Lassen 421,U.S. House,1,DEM,AUDREY DENNEY,38,38,0
Lassen,Lassen 421,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 421,U.S. House,1,,Undervotes,0,0,0
Lassen,Lassen 421,State Senate,01,REP,BRIAN DAHLE,15,15,0
Lassen,Lassen 421,State Senate,01,DEM,PAMELA DAWN SWARTZ,41,41,0
Lassen,Lassen 421,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 421,State Senate,01,,Undervotes,0,0,0
Lassen,Lassen 421,State Assembly,01,REP,MEGAN DAHLE,14,14,0
Lassen,Lassen 421,State Assembly,01,DEM,ELIZABETH L BETANCOURT,42,42,0
Lassen,Lassen 421,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 421,State Assembly,01,,Undervotes,0,0,0
Lassen,Lassen 422,Registered Voters,,,,255,,
Lassen,Lassen 422,Ballots Cast,,,,208,205,3
Lassen,Lassen 422,President,,DEM,JOSEPH R. BIDEN,42,42,0
Lassen,Lassen 422,President,,REP,DONALD J. TRUMP,166,163,3
Lassen,Lassen 422,President,,PFP,GLORIA LA RIVA,0,0,0
Lassen,Lassen 422,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0,0
Lassen,Lassen 422,President,,GRN,HOWIE HAWKINS,0,0,0
Lassen,Lassen 422,President,,LIB,JO JORGENSEN,0,0,0
Lassen,Lassen 422,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0,0
Lassen,Lassen 422,President,,WRI,Write-In: JESSE VENTURA,0,0,0
Lassen,Lassen 422,President,,,Overvotes,0,0,0
Lassen,Lassen 422,President,,,Undervotes,0,0,0
Lassen,Lassen 422,U.S. House,1,REP,DOUG LAMALFA,163,160,3
Lassen,Lassen 422,U.S. House,1,DEM,AUDREY DENNEY,37,37,0
Lassen,Lassen 422,U.S. House,1,,Overvotes,0,0,0
Lassen,Lassen 422,U.S. House,1,,Undervotes,8,8,0
Lassen,Lassen 422,State Senate,01,REP,BRIAN DAHLE,172,169,3
Lassen,Lassen 422,State Senate,01,DEM,PAMELA DAWN SWARTZ,28,28,0
Lassen,Lassen 422,State Senate,01,,Overvotes,0,0,0
Lassen,Lassen 422,State Senate,01,,Undervotes,8,8,0
Lassen,Lassen 422,State Assembly,01,REP,MEGAN DAHLE,166,163,3
Lassen,Lassen 422,State Assembly,01,DEM,ELIZABETH L BETANCOURT,34,34,0
Lassen,Lassen 422,State Assembly,01,,Overvotes,0,0,0
Lassen,Lassen 422,State Assembly,01,,Undervotes,8,8,0
Lassen,Lassen 501,Registered Voters,,,,530,,
Lassen,Lassen 501,Ballots Cast,,,,423,421,2
Lassen,Lassen 501,President,,DEM,JOSEPH R. BIDEN,47,11.11%,47,0
Lassen,Lassen 501,President,,REP,DONALD J. TRUMP,363,85.82%,361,2
Lassen,Lassen 501,President,,PFP,GLORIA LA RIVA,1,0.24%,1,0
Lassen,Lassen 501,President,,AIP,ROCKY DE LA FUENTE GUERRA,1,0.24%,1,0
Lassen,Lassen 501,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 501,President,,LIB,JO JORGENSEN,5,1.18%,5,0
Lassen,Lassen 501,President,,WRI,Write-In: UNCERTIFIED WRITE IN,2,0.47%,2,0
Lassen,Lassen 501,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 501,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 501,President,,,Undervotes,4,0.95%,4,0
Lassen,Lassen 501,U.S. House,1,REP,DOUG LAMALFA,363,85.82%,361,2
Lassen,Lassen 501,U.S. House,1,DEM,AUDREY DENNEY,54,12.77%,54,0
Lassen,Lassen 501,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 501,U.S. House,1,,Undervotes,6,1.42%,6,0
Lassen,Lassen 501,State Senate,01,REP,BRIAN DAHLE,374,88.42%,372,2
Lassen,Lassen 501,State Senate,01,DEM,PAMELA DAWN SWARTZ,39,9.22%,39,0
Lassen,Lassen 501,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 501,State Senate,01,,Undervotes,10,2.36%,10,0
Lassen,Lassen 501,State Assembly,01,REP,MEGAN DAHLE,363,85.82%,361,2
Lassen,Lassen 501,State Assembly,01,DEM,ELIZABETH L BETANCOURT,47,11.11%,47,0
Lassen,Lassen 501,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 501,State Assembly,01,,Undervotes,13,3.07%,13,0
Lassen,Lassen 502,Registered Voters,,,,202,,
Lassen,Lassen 502,Ballots Cast,,,,147,,144,3
Lassen,Lassen 502,President,,DEM,JOSEPH R. BIDEN,20,13.61%,20,0
Lassen,Lassen 502,President,,REP,DONALD J. TRUMP,125,85.03%,122,3
Lassen,Lassen 502,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 502,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 502,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 502,President,,LIB,JO JORGENSEN,1,0.68%,1,0
Lassen,Lassen 502,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 502,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 502,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 502,President,,,Undervotes,1,0.68%,1,0
Lassen,Lassen 502,U.S. House,1,REP,DOUG LAMALFA,125,85.03%,122,3
Lassen,Lassen 502,U.S. House,1,DEM,AUDREY DENNEY,22,14.97%,22,0
Lassen,Lassen 502,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 502,U.S. House,1,,Undervotes,0,0.00%,0,0
Lassen,Lassen 502,State Senate,01,REP,BRIAN DAHLE,129,87.76%,126,3
Lassen,Lassen 502,State Senate,01,DEM,PAMELA DAWN SWARTZ,18,12.24%,18,0
Lassen,Lassen 502,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 502,State Senate,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 502,State Assembly,01,REP,MEGAN DAHLE,129,87.76%,126,3
Lassen,Lassen 502,State Assembly,01,DEM,ELIZABETH L BETANCOURT,18,12.24%,18,0
Lassen,Lassen 502,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 502,State Assembly,01,,Undervotes,0,0.00%,0,0
Lassen,Lassen 503,Registered Voters,,,,92,,
Lassen,Lassen 503,Ballots Cast,,,,69,,65,4
Lassen,Lassen 503,President,,DEM,JOSEPH R. BIDEN,8,11.59%,8,0
Lassen,Lassen 503,President,,REP,DONALD J. TRUMP,60,86.96%,56,4
Lassen,Lassen 503,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 503,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 503,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 503,President,,LIB,JO JORGENSEN,0,0.00%,0,0
Lassen,Lassen 503,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 503,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 503,President,,,Overvotes,0,0.00%,0,0
Lassen,Lassen 503,President,,,Undervotes,1,1.45%,1,0
Lassen,Lassen 503,U.S. House,1,REP,DOUG LAMALFA,59,85.51%,57,2
Lassen,Lassen 503,U.S. House,1,DEM,AUDREY DENNEY,8,11.59%,7,1
Lassen,Lassen 503,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 503,U.S. House,1,,Undervotes,2,2.90%,1,1
Lassen,Lassen 503,State Senate,01,REP,BRIAN DAHLE,62,89.86%,59,3
Lassen,Lassen 503,State Senate,01,DEM,PAMELA DAWN SWARTZ,5,7.25%,5,0
Lassen,Lassen 503,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 503,State Senate,01,,Undervotes,2,2.90%,1,1
Lassen,Lassen 503,State Assembly,01,REP,MEGAN DAHLE,58,84.06%,56,2
Lassen,Lassen 503,State Assembly,01,DEM,ELIZABETH L BETANCOURT,10,14.49%,9,1
Lassen,Lassen 503,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 503,State Assembly,01,,Undervotes,1,1.45%,0,1
Lassen,Lassen 504,Registered Voters,,,,388,,
Lassen,Lassen 504,Ballots Cast,,,,275,,264,11
Lassen,Lassen 504,President,,DEM,JOSEPH R. BIDEN,58,21.09%,58,0
Lassen,Lassen 504,President,,REP,DONALD J. TRUMP,209,76.00%,198,11
Lassen,Lassen 504,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 504,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
Lassen,Lassen 504,President,,GRN,HOWIE HAWKINS,0,0.00%,0,0
Lassen,Lassen 504,President,,LIB,JO JORGENSEN,7,2.55%,7,0
Lassen,Lassen 504,President,,WRI,Write-In: UNCERTIFIED WRITE IN,0,0.00%,0,0
Lassen,Lassen 504,President,,WRI,Write-In: JESSE VENTURA,0,0.00%,0,0
Lassen,Lassen 504,President,,,Overvotes,1,0.36%,1,0
Lassen,Lassen 504,President,,,Undervotes,0,0.00%,0,0
Lassen,Lassen 504,U.S. House,1,REP,DOUG LAMALFA,205,74.55%,195,10
Lassen,Lassen 504,U.S. House,1,DEM,AUDREY DENNEY,69,25.09%,68,1
Lassen,Lassen 504,U.S. House,1,,Overvotes,0,0.00%,0,0
Lassen,Lassen 504,U.S. House,1,,Undervotes,1,0.36%,1,0
Lassen,Lassen 504,State Senate,01,REP,BRIAN DAHLE,213,77.45%,203,10
Lassen,Lassen 504,State Senate,01,DEM,PAMELA DAWN SWARTZ,56,20.36%,55,1
Lassen,Lassen 504,State Senate,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 504,State Senate,01,,Undervotes,6,2.18%,6,0
Lassen,Lassen 504,State Assembly,01,REP,MEGAN DAHLE,209,76.00%,199,10
Lassen,Lassen 504,State Assembly,01,DEM,ELIZABETH L BETANCOURT,60,21.82%,59,1
Lassen,Lassen 504,State Assembly,01,,Overvotes,0,0.00%,0,0
Lassen,Lassen 504,State Assembly,01,,Undervotes,6,2.18%,6,0
Lassen,Lassen 505,Registered Voters,,,,167,,
Lassen,Lassen 505,Ballots Cast,,,,105,,102,3
Lassen,Lassen 505,President,,DEM,JOSEPH R. BIDEN,33,31.43%,33,0
Lassen,Lassen 505,President,,REP,DONALD J. TRUMP,68,64.76%,65,3
Lassen,Lassen 505,President,,PFP,GLORIA LA RIVA,0,0.00%,0,0
Lassen,Lassen 505,President,,AIP,ROCKY DE LA FUENTE GUERRA,0,0.00%,0,0
